"도형번호","지형지물부호","관리번호","관리부서","CCTV구분","CCTV관리번호","개소명","행정읍면동","법정읍면동","법정읍면동리","번지","통신망","카메라 구분","위도(degree)","경도(degree)","X좌표","Y좌표","카메라 수","동/서","비고"
769,AE134,2846,스마트도시과,CTV001,반송-02874,반송동14-4주택가,"41590585","41590127","4159012700","230",동탄1자가망, ,"37.210373","127.067905","206027.627354455","512362.186009017","1",CTM001, 
770,AE134,2853,스마트도시과,CTV001,반송-02882,반송동12능동공원내,"41590585","41590127","4159012700","12",동탄1자가망, ,"37.210472","127.066274","205882.851401546","512373.103970726","1",CTM001, 
771,AE134,2857,스마트도시과,CTV001,반송-02886,반송동12-1주택가(반송-02886),"41590585","41590127","4159012700","229",동탄1자가망, ,"37.209733","127.065917","205851.198345751","512291.114535697","5",CTM001, 
772,AE134,2860,스마트도시과,CTV001,반송-02889,반송동114-8주택가,"41590585","41590127","4159012700","312",동탄1자가망, ,"37.198288","127.076904","206827.537629047","511021.596113795","3",CTM001, 
773,AE134,2863,스마트도시과,CTV001,반송-02892,반송동111-7등산로2(반송-02892),"41590585","41590127","4159012700","108",동탄1자가망, ,"37.19955","127.078291","206950.568672415","511161.77767188","4",CTM001, 
774,AE134,2864,스마트도시과,CTV001,반송-02893,반송동111-7등산로1(반송-02893),"41590585","41590127","4159012700","108-5",동탄1자가망, ,"37.199944","127.078072","206931.072428879","511205.443903497","4",CTM001, 
775,AE134,2865,스마트도시과,CTV001,반송-02894,반송동107-1센터프라자삼거리,"41590585","41590127","4159012700","104-14",동탄1자가망, ,"37.200327","127.071165","206317.876921738","511247.48918322","4",CTM001, 
776,AE134,2866,스마트도시과,CTV001,반송-02895,반송동102-3제일프라자사거리(반송-02895),"41590585","41590127","4159012700","261",동탄1자가망, ,"37.199348","127.071419","206340.526086486","511138.844257371","5",CTM001, 
777,AE134,2875,스마트도시과,CTV001,반송-02904,동탄소방서사거리,"41590585","41590127","4159012700","235",동탄1자가망, ,"37.205287","127.071679","206363.03005323","511798.047112939","1",CTM001, 
778,AE134,2877,스마트도시과,CTV001,반송-02906,동탄문화센터앞삼거리,"41590585","41590127","4159012700","216",동탄1자가망, ,"37.199839","127.073889","206559.749415853","511193.515329946","1",CTM001, 
780,AE134,2914,스마트도시과,CTV001,능-02943,능동1113-7한솔프라자뒤길삼거리,"41590587","41590118","4159011800","1223",동탄1자가망, ,"37.20948","127.061639","205471.538171778","512262.754715709","1",CTM001, 
781,AE134,2941,스마트도시과,CTV001,반송-02970,하이페리온,"41590585","41590127","4159012700","93-8",동탄1자가망, ,"37.202038","127.072008","206392.518907759","511437.434921575","2",CTM001, 
782,AE134,2951,스마트도시과,CTV001,석우-02980,석우동58-2노작문학관사거리(석우-02980),"41590585","41590128","4159012800","109-2",동탄1자가망, ,"37.206272","127.075534","206705.238159772","511907.652013202","5",CTM001, 
783,AE134,3503,스마트도시과,CTV001,반송-03548,반송동104-14(남광도로),"41590585","41590127","4159012700","104-14",KT, ,"37.200336","127.072272","206416.135241348","511248.56237835","5",CTM001, 
784,AE134,3504,스마트도시과,CTV001,반송-03549,반송동103-12(남광도로),"41590585","41590127","4159012700","103-12",KT, ,"37.201251","127.072053","206396.624584354","511350.128885884","5",CTM001, 
785,AE134,3505,스마트도시과,CTV001,반송-03550,반송동104-7(남광장1),"41590585","41590127","4159012700","104-7",KT, ,"37.200755","127.071398","206338.49966381","511295.038067905","5",CTM001, 
786,AE134,3506,스마트도시과,CTV001,반송-03551,반송동104-7(남광장2),"41590585","41590127","4159012700","104-7",KT, ,"37.200791","127.072337","206421.840548799","511299.140998041","5",CTM001, 
787,AE134,3507,스마트도시과,CTV001,반송-03552,반송동86-9(북광도로),"41590585","41590127","4159012700","86-9",KT, ,"37.207047","127.073991","206568.17123934","511993.532417153","5",CTM001, 
788,AE134,3508,스마트도시과,CTV001,반송-03553,반송동88-14(북광도로),"41590585","41590127","4159012700","88-14",KT, ,"37.205676","127.072992","206479.598618039","511841.26354524","5",CTM001, 
789,AE134,3509,스마트도시과,CTV001,반송-03554,반송동88-7(북광장1),"41590585","41590127","4159012700","88-7",KT, ,"37.206379","127.07297","206477.612135751","511919.359765642","5",CTM001, 
790,AE134,3510,스마트도시과,CTV001,반송-03555,반송동88-7(북광장2),"41590585","41590127","4159012700","88-7",KT, ,"37.205981","127.073296","206506.576700906","511875.111560674","6",CTM001, 
791,AE134,3579,스마트도시과,CTV001,반송-3593,반송동100-1-검지(20차)(반송-3593),"41590586","41590127","4159012700","100-1",동탄1자가망, ,"37.199841","127.067758","206015.441226113","511193.330506267","2",CTM001, 
792,AE134,4095,스마트도시과,CTV001,반송-04110,반송동53-6(24차),"41590585","41590127","4159012700","53-6",kt, ,"37.206137","127.061502","205459.538037489","511891.735411171","4",CTM001, 
2012,AE134,1276,스마트도시과,CTV001,매향-01287,매향리904-11,"41590356","41590256","4159025630","904-11",KT, ,"37.039266","126.749448","177709.43065212","493399.986239885","1",CTM002, 
2013,AE134,1277,스마트도시과,CTV001,매향-01288,매향리963,"41590356","41590256","4159025630","963",KT, ,"37.037509","126.748884","177658.693521419","493205.092556677","1",CTM002, 
2014,AE134,1319,스마트도시과,CTV001,매향-01330,매향리666-4,"41590356","41590256","4159025630","666-4",KT, ,"37.04792","126.763825","178990.878481449","494357.102464421","1",CTM002, 
2015,AE134,3754,스마트도시과,CTV001,매향-3768,매향리314-5-검지(20차),"41590356","41590256","4159025630","314-5",자가망, ,"37.048851","126.763287","178943.236351741","494460.515084774","1",CTM002, 
2016,AE134,3755,스마트도시과,CTV001,매향-3769,매향리950-15-검지(20차),"41590356","41590256","4159025630","950-15",자가망, ,"37.037023","126.748701","177642.294897116","493151.248701148","1",CTM002, 
2017,AE134,3756,스마트도시과,CTV001,매향-3770,매향리947-51-검지(20차),"41590356","41590256","4159025630","947-51",자가망, ,"37.037953","126.748511","177625.663740484","493254.514609984","1",CTM002, 
2018,AE134,4494,스마트도시과,CTV001,매향-04511,매향선창길,"41590356","41590256","4159025630","945-29",KT, ,"37.036117","126.746833","177475.854302435","493051.083508514","1",CTM002, 
2020,AE134,1193,스마트도시과,CTV001,화산-01204,두레자연고교내,"41590356","41590256","4159025631","701-34",자가망, ,"37.059124","126.795674","181826.717818104","495593.981046986","4",CTM002, 
2021,AE134,1219,스마트도시과,CTV001,화산-01230,장포마을사거리,"41590356","41590256","4159025631","527-1",자가망, ,"37.06713","126.79031","181351.570294019","496483.517986322","1",CTM002, 
2022,AE134,1223,스마트도시과,CTV001,화산-01234,화산리신우하이택앞삼거리,"41590356","41590256","4159025631",산164,자가망, ,"37.070173","126.81075","183170.025800469","496817.423988737","3",CTM002, 
2023,AE134,1232,스마트도시과,CTV001,화산-01243,화산1리버스종점,"41590356","41590256","4159025631","1074-10",자가망, ,"37.065464","126.777253","180189.869590322","496301.246031316","3",CTM002, 
2024,AE134,1233,스마트도시과,CTV001,화산-01244,화산삼거리,"41590356","41590256","4159025631","668-4",자가망, ,"37.062646","126.792273","181525.077101824","495985.47124476","5",CTM002, 
2026,AE134,1253,스마트도시과,CTV001,화산-01264,화산리351-6,"41590356","41590256","4159025631","351-6",KT, ,"37.071897","126.788552","181196.39309094","497012.879771982","1",CTM002, 
2027,AE134,1254,스마트도시과,CTV001,화산-01265,화산리532-2,"41590356","41590256","4159025631","532-2",자가망, ,"37.066948","126.792753","181568.743719666","496462.845631387","1",CTM002, 
2028,AE134,1263,스마트도시과,CTV001,화산-01274,화산리1175,"41590356","41590256","4159025631","1175(77-4)",자가망, ,"37.074419","126.804646","182628.204194255","497289.743049632","1",CTM002, 
2029,AE134,1343,스마트도시과,CTV001,화산-01354,화산리378-5,"41590356","41590256","4159025631","378-5",KT, ,"37.071193","126.79118","181429.897386571","496934.211603815","1",CTM002, 
2030,AE134,1344,스마트도시과,CTV001,화산-01355,화산리511-26,"41590356","41590256","4159025631","511-26",자가망, ,"37.068944","126.790224","181344.321808865","496684.84221069","1",CTM002, 
2031,AE134,1345,스마트도시과,CTV001,화산-01356,화산리511-33,"41590356","41590256","4159025631","511-33",자가망, ,"37.067953","126.788418","181183.502399319","496575.193377299","1",CTM002, 
2032,AE134,1357,스마트도시과,CTV001,화산-01368,화산리545-4,"41590356","41590256","4159025631","545-4",자가망, ,"37.067885","126.793078","181597.876137326","496566.73456758","1",CTM002, 
2033,AE134,1358,스마트도시과,CTV001,화산-01369,화산리565,"41590356","41590256","4159025631","565",자가망, ,"37.067578","126.794932","181762.710542409","496532.362097298","1",CTM002, 
2034,AE134,1359,스마트도시과,CTV001,화산-01370,화산리산102-9,"41590356","41590256","4159025631",산102-9,자가망, ,"37.065287","126.78008","180441.257332478","496281.066138328","1",CTM002, 
2035,AE134,1360,스마트도시과,CTV001,화산-01371,화산리산175,"41590356","41590256","4159025631",산175,자가망, ,"37.063702","126.785209","180897.051850971","496104.083506017","1",CTM002, 
2036,AE134,1361,스마트도시과,CTV001,화산-01372,화산리산40-2,"41590356","41590256","4159025631",산40-2,자가망, ,"37.06955","126.792976","181589.260717776","496751.490063589","1",CTM002, 
2038,AE134,3781,스마트도시과,CTV001,화산-3795,화산리617-15-회전(20차),"41590356","41590256","4159025631","617-15",자가망, ,"37.064639","126.796148","181870.153411364","496205.873202076","1",CTM002, 
2039,AE134,4045,스마트도시과,CTV001,화산-04061,화산리554-5-검지(23차),"41590356","41590256","4159025631","554-5",KT, ,"37.068627","126.796028","181860.430043528","496648.578351834","2",CTM002, 
2040,AE134,4122,스마트도시과,CTV001,화산-04136,화산리701-18(24차),"41590356","41590256","4159025631","701-18",kt, ,"37.05717","126.795916","181847.77727031","495377.020952967","5",CTM002, 
2041,AE134,1195,스마트도시과,CTV001,조암-01206,삼우빌라앞,"41590356","41590256","4159025632","340-40",자가망, ,"37.083256","126.814919","183543.599711798","498268.65421073","5",CTM002, 
2042,AE134,1200,스마트도시과,CTV001,조암-01211,삼일아파트주변,"41590356","41590256","4159025632","375-12",자가망, ,"37.08465","126.812947","183368.568988015","498423.696140677","3",CTM002, 
2043,AE134,1201,스마트도시과,CTV001,조암-01212,신도주택앞,"41590356","41590256","4159025632","353-1",자가망, ,"37.083456","126.816976","183726.577117369","498290.425829627","3",CTM002, 
2044,AE134,1202,스마트도시과,CTV001,조암-01213,신우정유치원정문,"41590356","41590256","4159025632","777-2",자가망, ,"37.08841","126.815081","183559.101932746","498840.595213223","1",CTM002, 
2045,AE134,1203,스마트도시과,CTV001,조암-01214,모닝건설앞,"41590356","41590256","4159025632","228-4",자가망, ,"37.087091","126.820505","184041.083528508","498693.255184078","3",CTM002, 
2046,AE134,1204,스마트도시과,CTV001,조암-01215,우정4호어린이공원,"41590356","41590256","4159025632","798-11",자가망, ,"37.086267","126.822931","184256.627822537","498601.391174133","4",CTM002, 
2047,AE134,1205,스마트도시과,CTV001,조암-01216,예랑파크타운앞삼거리,"41590356","41590256","4159025632","450-1",자가망, ,"37.081274","126.810339","183135.892338408","498049.454047699","3",CTM002, 
2048,AE134,1207,스마트도시과,CTV001,조암-01218,조암버스터미널,"41590356","41590256","4159025632","312-2",자가망, ,"37.081794","126.816128","183650.806613597","498106.155929348","4",CTM002, 
2049,AE134,1210,스마트도시과,CTV001,조암-01221,신흥교회입구삼거리,"41590356","41590256","4159025632","372-12",자가망, ,"37.085929","126.816218","183659.676182191","498565.025763637","5",CTM002, 
2050,AE134,1211,스마트도시과,CTV001,조암-01222,쌍봉산근린공원,"41590356","41590256","4159025632",산55-19,자가망, ,"37.090554","126.818072","183825.500998914","499077.988489991","4",CTM002, 
2051,AE134,1213,스마트도시과,CTV001,조암-01224,조암교회앞,"41590356","41590256","4159025632","266-42",자가망, ,"37.084882","126.817954","183813.806638578","498448.529860546","3",CTM002, 
2052,AE134,1214,스마트도시과,CTV001,조암-01225,조암삼괴고정문,"41590356","41590256","4159025632","150-5",자가망, ,"37.088527","126.820741","184062.367006407","498852.58204361","5",CTM002, 
2053,AE134,1215,스마트도시과,CTV001,조암-01226,조암천막앞삼거리,"41590356","41590256","4159025632","274-2",자가망, ,"37.083781","126.821365","184116.85565748","498325.769289722","4",CTM002, 
1370,AE134,3379,스마트도시과,CTV001,장지-03422,장지동43,"41590620","41590136","4159013600","43",동탄2자가망, ,"37.160991","127.117731","210457.286695515","506886.055847752","4",CTM001, 
1371,AE134,3380,스마트도시과,CTV001,장지-03423,장지동45,"41590620","41590136","4159013600","45",동탄2자가망, ,"37.160178","127.117012","210393.502624431","506795.783863078","4",CTM001, 
1372,AE134,3381,스마트도시과,CTV001,장지-03424,장지동37-3,"41590620","41590136","4159013600","37-3",동탄2자가망, ,"37.161338","127.118843","210555.996213832","506924.676001624","4",CTM001, 
1373,AE134,3382,스마트도시과,CTV001,장지-03425,장지동37-4,"41590620","41590136","4159013600","37-4",동탄2자가망, ,"37.160413","127.118457","210521.899857981","506822.019302037","4",CTM001, 
1374,AE134,3383,스마트도시과,CTV001,장지-03426,장지동37-2,"41590620","41590136","4159013600","37-2",동탄2자가망, ,"37.160888","127.119054","210574.829878495","506874.797056494","3",CTM001, 
1375,AE134,3384,스마트도시과,CTV001,장지-03427,장지동620-1,"41590620","41590136","4159013600","620-1",동탄2자가망, ,"37.159866","127.119978","210657.062608665","506761.433806495","4",CTM001, 
1376,AE134,3385,스마트도시과,CTV001,장지-03428,장지동산35-2,"41590620","41590136","4159013600",산35-2,동탄2자가망, ,"37.160712","127.120044","210662.801784442","506855.338671942","4",CTM001, 
1377,AE134,3386,스마트도시과,CTV001,장지-03429,장지동산23,"41590620","41590136","4159013600",산23,동탄2자가망, ,"37.159926","127.115764","210282.710162952","506767.736228236","5",CTM001, 
1378,AE134,3387,스마트도시과,CTV001,장지-03430,장지동산24-1[2],"41590620","41590136","4159013600",산24-1,동탄2자가망, ,"37.160988","127.114777","210194.950651531","506885.457974984","4",CTM001, 
1379,AE134,4055,스마트도시과,CTV001,장지-04071,장지동638-검지(23차),"41590620","41590136","4159013600","638",KT, ,"37.157533","127.1187","210543.8503473","506502.463291284","2",CTM001, 
1380,AE134,4225,스마트도시과,CTV001,산척-04239,장지동132-11,"41590610","41590135","4159013500","132-11",동탄3자가망, ,"37.162752","127.110224","209790.249999939","507080.7501022","3",CTM001, 
1381,AE134,4250,스마트도시과,CTV001,산척-04264,산척동산90-2[2],"41590610","41590135","4159013500",산90-2,동탄3자가망, ,"37.165648","127.114146","210138.249999884","507402.500102202","5",CTM001, 
1383,AE134,4252,스마트도시과,CTV001,산척-04266,장지동910-616,"41590610","41590135","4159013500","910-616",동탄3자가망, ,"37.165472","127.106971","209500.999999936","507382.250102196","5",CTM001, 
1384,AE134,4253,스마트도시과,CTV001,산척-04267,장지동910-43,"41590610","41590135","4159013500","910-43",동탄3자가망, ,"37.162902","127.106548","209463.749999909","507097.000102195","5",CTM001, 
1385,AE134,4256,스마트도시과,CTV001,산척-04270,장지동910-555,"41590610","41590135","4159013500","910-555",동탄3자가망, ,"37.163878","127.110284","209795.499999868","507205.750102201","5",CTM001, 
1386,AE134,4257,스마트도시과,CTV001,산척-04271,장지동131-7,"41590620","41590135","4159013500","131-7",동탄3자가망, ,"37.16205","127.112044","209951.999999867","507003.000102198","3",CTM001, 
1387,AE134,4258,스마트도시과,CTV001,산척-04272,장지동산22-2,"41590620","41590135","4159013500",산 22-2,동탄3자가망, ,"37.161903","127.114616","210180.499999924","506987.000102195","4",CTM001, 
1388,AE134,4259,스마트도시과,CTV001,산척-04273,장지동134-3,"41590620","41590135","4159013500","134-3",동탄3자가망, ,"37.163797","127.115041","210217.99999987","507197.250102193","5",CTM001, 
1389,AE134,4322,스마트도시과,CTV001,장지-04340,장지동산7,"41590620","41590136","4159013600",산7,동탄3자가망, ,"37.16085","127.109143","209694.499999878","506869.500102198","3",CTM001, 
1390,AE134,2684,스마트도시과,CTV001,송-02712,방교터널3-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172505","127.095891","208516.098375801","508161.738837801","1",CTM001, 
1391,AE134,2688,스마트도시과,CTV001,송-02716,방교터널6-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172516","127.098568","208753.842060995","508163.203397782","1",CTM001, 
1392,AE134,2689,스마트도시과,CTV001,송-02717,방교터널1-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172589","127.095821","208509.832781709","508171.042579872","1",CTM001, 
1393,AE134,2691,스마트도시과,CTV001,송-02719,방교터널2-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172516","127.098568","208753.842060995","508163.203397782","1",CTM001, 
1394,AE134,2692,스마트도시과,CTV001,송-02720,방교터널4-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172516","127.098568","208753.842060995","508163.203397782","1",CTM001, 
1395,AE134,2693,스마트도시과,CTV001,송-02721,방교터널5-차도,"41590610","41590137","4159013700",산49-39,동탄1자가망, ,"37.172516","127.098568","208753.842060995","508163.203397782","1",CTM001, 
1397,AE134,2695,스마트도시과,CTV001,송-02723,송리지하차도1-차도,"41590610","41590137","4159013700","595-8",동탄1자가망, ,"37.164845","127.09226","208194.455513915","507311.305645354","1",CTM001, 
1398,AE134,2696,스마트도시과,CTV001,송-02724,송리지하차도2-차도,"41590610","41590137","4159013700","595-8",동탄1자가망, ,"37.164845","127.09226","208194.455513915","507311.305645354","1",CTM001, 
1399,AE134,2697,스마트도시과,CTV001,송-02725,송리지하차도3-차도,"41590610","41590137","4159013700","595-8",동탄1자가망, ,"37.164845","127.09226","208194.455513915","507311.305645354","1",CTM001, 
1400,AE134,2698,스마트도시과,CTV001,송-02726,송리지하차도5-차도,"41590610","41590137","4159013700","595-8",동탄1자가망, ,"37.164845","127.09226","208194.455513915","507311.305645354","1",CTM001, 
1402,AE134,3115,스마트도시과,CTV001,송-03150,워터프론트02,"41590610","41590137","4159013700",산49-14,동탄2자가망, ,"37.171842","127.095462","208478.050701964","508088.081185095","1",CTM001, 
1403,AE134,3116,스마트도시과,CTV001,송-03151,워터프론트03,"41590610","41590137","4159013700",산49-46,동탄2자가망, ,"37.171341","127.095542","208485.2657594","508032.503609762","1",CTM001, 
1404,AE134,3117,스마트도시과,CTV001,송-03152,워터프론트04,"41590610","41590137","4159013700","681-625",동탄2자가망, ,"37.170652","127.098168","208718.574817286","507956.244912869","1",CTM001, 
1405,AE134,3118,스마트도시과,CTV001,송-03153,워터프론트05,"41590610","41590137","4159013700","681-613",동탄2자가망, ,"37.170842","127.099171","208807.595960739","507977.524922971","1",CTM001, 
1406,AE134,3119,스마트도시과,CTV001,송-03154,워터프론트06,"41590610","41590137","4159013700","681-599",동탄2자가망, ,"37.171544","127.100701","208943.415384012","508055.573405326","1",CTM001, 
1407,AE134,3120,스마트도시과,CTV001,송-03155,워터프론트07,"41590610","41590137","4159013700","681-598",동탄2자가망, ,"37.172037","127.102165","209073.346928493","508110.436027705","1",CTM001, 
1408,AE134,3121,스마트도시과,CTV001,송-03156,워터프론트08,"41590610","41590137","4159013700","681-571",동탄2자가망, ,"37.171566","127.103294","209173.629512381","508058.247068789","1",CTM001, 
1409,AE134,3122,스마트도시과,CTV001,송-03157,워터프론트09,"41590610","41590137","4159013700","681-567",동탄2자가망, ,"37.170856","127.10323","209168.106884811","507979.41677526","1",CTM001, 
1410,AE134,3126,스마트도시과,CTV001,송-03161,워터프론트13,"41590610","41590137","4159013700",산49-15,동탄2자가망, ,"37.169209","127.093743","208325.680583845","507795.702910702","1",CTM001, 
1411,AE134,3127,스마트도시과,CTV001,송-03162,워터프론트14,"41590610","41590137","4159013700","195-3",동탄2자가망, ,"37.167811","127.092859","208247.30043656","507640.471100304","1",CTM001, 
169,AE134,4387,스마트도시과,CTV001,병점-04404,병점동476-34-검지(병점-04404),"41590530","41590117","4159011700","476-34",자가망, ,"37.199736","127.040664","203610.081008011","511180.33477343","2",CTM001, 
170,AE134,4388,스마트도시과,CTV001,병점-04405,병점동504-9-검지(병점-04405),"41590530","41590117","4159011700","504-9",자가망, ,"37.199736","127.040664","203610.081008011","511180.33477343","2",CTM001, 
171,AE134,4507,스마트도시과,CTV001,병점-04524,병점동벌말공원,"41590530","41590117","4159011700","532-11",KT, ,"37.20048","127.03677","203264.346235667","511262.763700541","3",CTM001, 
173,AE134,4510,스마트도시과,CTV001,병점-04527,병점근린공원북측2,"41590530","41590117","4159011700","756-268",자가망, ,"37.200192","127.030253","202685.814888861","511230.630503753","4",CTM001, 
174,AE134,4511,스마트도시과,CTV001,병점-04528,병점근린공원북측3,"41590530","41590117","4159011700","756-59",자가망, ,"37.200221","127.03001","202664.18853093","511233.813741871","5",CTM001, 
175,AE134,4512,스마트도시과,CTV001,병점-04529,병점근린공원남측1,"41590530","41590117","4159011700","756-60",자가망, ,"37.200279","127.029775","202643.362125252","511240.187397591","5",CTM001, 
176,AE134,4513,스마트도시과,CTV001,병점-04530,병점근린공원남측2,"41590530","41590117","4159011700","756-61",자가망, ,"37.200314","127.029586","202626.541184547","511244.169767556","4",CTM001, 
177,AE134,4514,스마트도시과,CTV001,병점-04531,병점근린공원남측3,"41590530","41590117","4159011700","756-289",자가망, ,"37.200925","127.029333","202604.09395101","511311.952352434","5",CTM001, 
178,AE134,4515,스마트도시과,CTV001,병점-04532,병점근린공원남측4,"41590530","41590117","4159011700","756-288",자가망, ,"37.201134","127.029983","202661.753669793","511335.098477805","5",CTM001, 
179,AE134,4523,스마트도시과,CTV001,병점-04540,병점복합타운근린공원-1(병점-04540),"41590530","41590117","4159011700","747",자가망, ,"37.203427","127.032119","202851.331523699","511589.675913421","1",CTM001, 
180,AE134,4524,스마트도시과,CTV001,병점-04541,병점복합타운근린공원-2(병점-04541),"41590530","41590117","4159011700","756-44",자가망, ,"37.20196","127.03276","202908.291933207","511426.885606749","1",CTM001, 
181,AE134,4525,스마트도시과,CTV001,병점-04542,병점복합타운근린공원-3(병점-04542),"41590530","41590117","4159011700","545-6",자가망, ,"37.201957","127.034426","203056.192375139","511426.605092747","1",CTM001, 
182,AE134,4526,스마트도시과,CTV001,병점-04543,병점복합타운근린공원-4(병점-04543),"41590530","41590117","4159011700","756-248",자가망, ,"37.201641","127.033364","202961.924922365","511391.5012374","1",CTM001, 
183,AE134,4556,스마트도시과,CTV001,병점-04570,병점아이파크캐슬APT사거리,"41590530","41590117","4159011700","690-6",자가망, ,"37.203283","127.030117","202673.581483551","511573.673203968","4",CTM001, 
184,AE134,4557,스마트도시과,CTV001,병점-04571,유엔아이센터사거리,"41590530","41590117","4159011700","704",자가망, ,"37.20425","127.033733","202994.606851375","511681.063460145","4",CTM001, 
185,AE134,4558,스마트도시과,CTV001,병점-04572,병점역후문분수대,"41590530","41590117","4159011700","756-210",자가망, ,"37.206467","127.0311","202760.760112409","511926.992478869","5",CTM001, 
186,AE134,4559,스마트도시과,CTV001,병점-04573,병점역후문광장,"41590530","41590117","4159011700","756-210",자가망, ,"37.206067","127.0299","202654.249612213","511882.565583067","5",CTM001, 
187,AE134,431,스마트도시과,CTV001,병점-00435,구봉초교,"41590540","41590117","4159011700","843-17",KT, ,"37.205962","127.045233","204015.361502783","511871.533541589","1",CTM001, 
188,AE134,436,스마트도시과,CTV001,병점-00440,구봉산근린공원내,"41590540","41590117","4159011700","865",KT, ,"37.204572","127.045197","204012.221615776","511717.178934203","1",CTM001, 
189,AE134,437,스마트도시과,CTV001,병점-00441,매화어린이집,"41590540","41590117","4159011700","857",KT, ,"37.213921","127.051368","204559.483926286","512755.124748658","5",CTM001, 
191,AE134,441,스마트도시과,CTV001,병점-00445,병점중학교정문,"41590540","41590117","4159011700","826-8",자가망, ,"37.210535","127.039452","203501.982689366","512378.800684503","3",CTM001, 
192,AE134,442,스마트도시과,CTV001,병점-00446,병점근린공원내,"41590540","41590117","4159011700","823",KT, ,"37.211569","127.045521","204040.664099892","512493.80835872","1",CTM001, 
193,AE134,444,스마트도시과,CTV001,병점-00448,정든어린이집,"41590540","41590117","4159011700","858-1",KT, ,"37.209977","127.048395","204295.845625123","512317.263172563","5",CTM001, 
194,AE134,449,스마트도시과,CTV001,병점-00453,재크와콩나무유치원,"41590540","41590117","4159011700","132-5",자가망, ,"37.208904","127.044709","203968.673680473","512197.99696007","1",CTM001, 
195,AE134,454,스마트도시과,CTV001,병점-00458,예원유치원(병점-00458),"41590540","41590117","4159011700","792-22",KT, ,"37.210833","127.051415","204563.903885666","512412.349155263","4",CTM001, 
196,AE134,455,스마트도시과,CTV001,병점-00459,안화공원입구,"41590540","41590117","4159011700","840",KT, ,"37.213539","127.042853","203803.750557691","512712.265147708","1",CTM001, 
197,AE134,456,스마트도시과,CTV001,병점-00460,안화초교,"41590540","41590117","4159011700","843-12",KT, ,"37.213041","127.046243","204104.654563077","512657.159961679","1",CTM001, 
198,AE134,457,스마트도시과,CTV001,병점-00461,안화초교후문,"41590540","41590117","4159011700","849-2",KT, ,"37.212823","127.048712","204323.813278965","512633.120178894","1",CTM001, 
199,AE134,459,스마트도시과,CTV001,병점-00463,해당화공원,"41590540","41590117","4159011700","838",KT, ,"37.210036","127.044542","203953.790445024","512323.598931795","4",CTM001, 
200,AE134,461,스마트도시과,CTV001,병점-00465,회화어린이집,"41590540","41590117","4159011700","847-1",KT, ,"37.215741","127.045577","204045.394430479","512956.770736338","4",CTM001, 
201,AE134,462,스마트도시과,CTV001,병점-00466,주공6단지입구버스정류장,"41590540","41590117","4159011700","843-14",KT, ,"37.211726","127.050431","204476.479425215","512511.419876926","1",CTM001, 
202,AE134,468,스마트도시과,CTV001,병점-00472,즐거운어린이집,"41590540","41590117","4159011700","849-2",KT, ,"37.213444","127.047467","204213.2954739","512701.9615065","4",CTM001, 
203,AE134,470,스마트도시과,CTV001,병점-00474,신창APT201동앞,"41590540","41590117","4159011700","858",KT, ,"37.209094","127.046311","204110.886811616","512219.085183918","4",CTM001, 
204,AE134,474,스마트도시과,CTV001,병점-00478,태안초교후문,"41590540","41590117","4159011700","843-8",KT, ,"37.210288","127.042098","203736.859961485","512351.422720065","1",CTM001, 
205,AE134,1631,스마트도시과,CTV001,진안-01643,병점2동동사무소(진안-01643),"41590520","41590116","4159011600","907",자가망, ,"37.211875","127.043323","203845.553204507","512527.632866581","4",CTM001, 
206,AE134,2215,스마트도시과,CTV001,병점-02233,동실유치원,"41590540","41590117","4159011700","836",자가망, ,"37.208186","127.042145","203741.15344395","512118.230095186","1",CTM001, 
208,AE134,2255,스마트도시과,CTV001,병점-02274,동실유치원옆대로,"41590540","41590117","4159011700","843-8",자가망, ,"37.20883","127.043064","203822.690278811","512189.683409103","2",CTM001, 
209,AE134,2304,스마트도시과,CTV001,병점-02323,장미공원,"41590540","41590117","4159011700","855",KT, ,"37.212769","127.048231","204281.15685161","512627.08314762","2",CTM001, 
210,AE134,2305,스마트도시과,CTV001,병점-02324,정든어린이공원,"41590540","41590117","4159011700","858-1",KT, ,"37.209673","127.04801","204261.687694988","512283.496284255","1",CTM001, 
793,AE134,4097,스마트도시과,CTV001,반송-04112,반송동232(24차),"41590585","41590127","4159012700","232",동탄1자가망, ,"37.208241","127.069662","206183.798410268","512125.741999775","6",CTM001, 
794,AE134,4098,스마트도시과,CTV001,반송-04113,반송동233(24차),"41590585","41590127","4159012700","233",동탄1자가망, ,"37.208476","127.063384","205626.439956213","512151.420261797","5",CTM001, 
795,AE134,4448,스마트도시과,CTV001,반송-04465,반송동248-1-검지(반송-04465),"41590585","41590127","4159012700","248-1",KT, ,"37.20165","127.067083","205955.394513947","511394.086587517","1",CTM001, 
796,AE134,4451,스마트도시과,CTV001,반송-04468,반송동98-1-검지(반송-04468),"41590585","41590127","4159012700","98-1",동탄1자가망, ,"37.202142","127.067503","205992.611979065","511448.715917914","1",CTM001, 
