"도형번호","지형지물부호","관리번호","관리부서","CCTV구분","CCTV관리번호","개소명","행정읍면동","법정읍면동","법정읍면동리","번지","통신망","카메라 구분","위도(degree)","경도(degree)","X좌표","Y좌표","카메라 수","동/서","비고"
1202,AE134,3169,스마트도시과,CTV001,송-03204,워터프론트56,"41590610","41590135","4159013500","513",동탄2자가망, ,"37.168781","127.116905","210382.869481014","507750.55548097","1",CTM001, 
1203,AE134,3170,스마트도시과,CTV001,송-03205,워터프론트57,"41590610","41590135","4159013500","492-3",동탄2자가망, ,"37.1688","127.115854","210289.495283054","507752.511799814","1",CTM001, 
1204,AE134,3171,스마트도시과,CTV001,송-03206,워터프론트58,"41590610","41590135","4159013500","358",동탄2자가망, ,"37.16898","127.118086","210487.736485579","507772.746218559","1",CTM001, 
1205,AE134,3174,스마트도시과,CTV001,송-03209,워터프론트59,"41590610","41590137","4159013700","681-695",동탄2자가망, ,"37.169015","127.118038","210483.484517725","507776.649677665","1",CTM001, 
1206,AE134,3192,스마트도시과,CTV001,산척-03227,산척동270[1],"41590610","41590135","4159013500","270",동탄2자가망, ,"37.171471","127.114035","210127.572607971","508048.816968051","4",CTM001, 
1207,AE134,3276,스마트도시과,CTV001,산척-03319,산척동64-1,"41590610","41590135","4159013500","64-1",동탄2자가망, ,"37.172327","127.107173","209518.077620305","508143.057041893","5",CTM001, 
1208,AE134,3277,스마트도시과,CTV001,산척-03320,산척동617,"41590610","41590135","4159013500","617",동탄2자가망, ,"37.166911","127.106967","209500.499999861","507542.000102199","3",CTM001, 
1209,AE134,3278,스마트도시과,CTV001,산척-03321,산척동산127-4,"41590610","41590135","4159013500",산127-4,동탄2자가망, ,"37.170781","127.110639","209826.118719401","507971.861837336","4",CTM001, 
1210,AE134,3279,스마트도시과,CTV001,산척-03322,산척동270,"41590610","41590135","4159013500","270",동탄2자가망, ,"37.170617","127.113837","210110.104477282","507953.938239716","4",CTM001, 
1211,AE134,3280,스마트도시과,CTV001,산척-03323,산척동542-1,"41590610","41590135","4159013500","542-1",동탄2자가망, ,"37.168609","127.110473","209811.632745859","507730.766401594","4",CTM001, 
1212,AE134,3282,스마트도시과,CTV001,산척-03325,산척동산95,"41590610","41590135","4159013500",산95,동탄2자가망, ,"37.165992","127.111658","209917.220218224","507440.452806666","4",CTM001, 
1213,AE134,3283,스마트도시과,CTV001,산척-03326,산척동산89,"41590610","41590135","4159013500",산89,동탄2자가망, ,"37.166472","127.114973","210211.586820665","507494.075387054","5",CTM001, 
1214,AE134,3284,스마트도시과,CTV001,산척-03327,산척동468,"41590610","41590135","4159013500","468",동탄2자가망, ,"37.168036","127.117402","210427.10915506","507667.913724278","4",CTM001, 
1215,AE134,3286,스마트도시과,CTV001,산척-03329,산척동32-5,"41590610","41590135","4159013500","32-5",동탄2자가망, ,"37.179816","127.112078","209952.736972293","508974.741794276","4",CTM001, 
1216,AE134,3287,스마트도시과,CTV001,산척-03330,산척동38,"41590610","41590135","4159013500","38",동탄2자가망, ,"37.178649","127.112561","209995.719779032","508845.277632471","3",CTM001, 
1218,AE134,3295,스마트도시과,CTV001,산척-03338,산척동46-2,"41590610","41590135","4159013500","46-2",동탄2자가망, ,"37.177952","127.113324","210063.622327767","508767.926932734","5",CTM001, 
1219,AE134,3296,스마트도시과,CTV001,산척-03339,산척동56-1,"41590610","41590135","4159013500","56-1",동탄2자가망, ,"37.177062","127.112515","209991.852844308","508669.046005969","4",CTM001, 
1220,AE134,3297,스마트도시과,CTV001,산척-03340,산척동산12-1,"41590610","41590135","4159013500",산12-1,동탄2자가망, ,"37.176363","127.111964","209943.057353356","508591.412406254","4",CTM001, 
1221,AE134,3298,스마트도시과,CTV001,산척-03341,산척동산136-1,"41590610","41590135","4159013500",산136-1,동탄2자가망, ,"37.17527","127.110732","209833.781440699","508470.026076283","5",CTM001, 
1222,AE134,3299,스마트도시과,CTV001,산척-03342,산척동산155,"41590610","41590135","4159013500",산155,동탄2자가망, ,"37.175664","127.107754","209569.282290729","508513.447911218","4",CTM001, 
1223,AE134,3300,스마트도시과,CTV001,산척-03343,산척동산134-1[1],"41590610","41590135","4159013500",산134-1,동탄2자가망, ,"37.173327","127.112203","209964.671662636","508254.565818334","4",CTM001, 
1224,AE134,3301,스마트도시과,CTV001,산척-03344,산척동54-4,"41590610","41590135","4159013500","54-4",동탄2자가망, ,"37.175264","127.112644","210003.572295888","508469.58238075","5",CTM001, 
1225,AE134,3302,스마트도시과,CTV001,산척-03345,산척동산15-3,"41590610","41590135","4159013500",산15-3,동탄2자가망, ,"37.174852","127.11379","210105.417739041","508423.990852385","5",CTM001, 
1226,AE134,3303,스마트도시과,CTV001,산척-03346,산척동산134-1[2],"41590610","41590135","4159013500",산134-1,동탄2자가망, ,"37.174061","127.112709","210009.476843667","508336.045798781","4",CTM001, 
1227,AE134,3304,스마트도시과,CTV001,산척-03347,산척동산16,"41590610","41590135","4159013500",산16,동탄2자가망, ,"37.173885","127.114118","210134.622439338","508316.729389898","4",CTM001, 
1228,AE134,3305,스마트도시과,CTV001,산척-03348,산척동산133-1,"41590610","41590135","4159013500",산133-1,동탄2자가망, ,"37.172708","127.110624","209824.530918671","508185.648371615","5",CTM001, 
1229,AE134,3306,스마트도시과,CTV001,산척-03349,산척동253-1,"41590610","41590135","4159013500","253-1",동탄2자가망, ,"37.172882","127.113188","210052.163310531","508205.305402867","4",CTM001, 
1230,AE134,3310,스마트도시과,CTV001,산척-03353,산척동산16-1[1],"41590610","41590135","4159013500",산16-1,동탄2자가망, ,"37.17258","127.113807","210107.212385719","508171.799508241","5",CTM001, 
1231,AE134,3351,스마트도시과,CTV001,산척-03394,산척동산127-5,"41590610","41590135","4159013500",산127-5,동탄2자가망, ,"37.172298","127.110486","209812.310342542","508140.176271513","5",CTM001, 
1232,AE134,3352,스마트도시과,CTV001,산척-03395,산척동산16-1[2],"41590610","41590135","4159013500",산16-1,동탄2자가망, ,"37.172161","127.114252","210146.788899721","508125.368216169","5",CTM001, 
1233,AE134,3353,스마트도시과,CTV001,산척-03396,산척동산104-1,"41590610","41590135","4159013500",산104-1,동탄2자가망, ,"37.166735","127.11044","209808.944053546","507522.784886971","4",CTM001, 
1235,AE134,3355,스마트도시과,CTV001,산척-03398,산척동산22-3,"41590610","41590135","4159013500",산22-3,동탄2자가망, ,"37.17706","127.114404","210159.605456893","508669.113564562","4",CTM001, 
1236,AE134,3356,스마트도시과,CTV001,산척-03399,산척동54-7,"41590610","41590135","4159013500","54-7",동탄2자가망, ,"37.175163","127.114608","210177.967272621","508458.582266756","4",CTM001, 
1237,AE134,3406,스마트도시과,CTV001,목-03449,목동산111-2,"41590610","41590134","4159013400",산111-2,동탄2자가망, ,"37.179807","127.124246","211033.252230179","508975.085168836","4",CTM001, 
1238,AE134,3410,스마트도시과,CTV001,산척-03453,산척동674-21,"41590610","41590135","4159013500","674-21",동탄2자가망, ,"37.179115","127.123194","210939.930914926","508898.124402154","3",CTM001, 
1239,AE134,3411,스마트도시과,CTV001,산척-03454,산척동293,"41590610","41590135","4159013500","293",동탄2자가망, ,"37.174911","127.12057","210707.533125153","508431.227345488","3",CTM001, 
1240,AE134,3412,스마트도시과,CTV001,산척-03455,산척동674-50,"41590610","41590135","4159013500","674-50",동탄2자가망, ,"37.179688","127.116986","210388.566558114","508960.996093839","4",CTM001, 
1241,AE134,3413,스마트도시과,CTV001,산척-03456,산척동674-47,"41590610","41590135","4159013500","674-47",동탄2자가망, ,"37.179424","127.12003","210658.906572","508932.093772742","3",CTM001, 
1242,AE134,4216,스마트도시과,CTV001,산척-4230,동탄2신도시통신국사3내부,"41590610","41590135","4159013500","231-24",동탄2자가망, ,"37.170265","127.108053","209596.499999856","507914.250102192","2",CTM001, 
2436,AE134,4129,스마트도시과,CTV001,하길-04143,하길리1446[1](24차),"41590259","41590259","4159025926","1446",kt, ,"37.12065","126.916033","192537.811427769","502405.84464317","4",CTM002, 
2437,AE134,4130,스마트도시과,CTV001,하길-04144,하길리1446[2](24차),"41590259","41590259","4159025926","1446",kt, ,"37.120183","126.9149","192437.044694539","502354.143687522","3",CTM002, 
2438,AE134,4131,스마트도시과,CTV001,하길-04145,하길리1468(24차),"41590259","41590259","4159025926","1468",향남2자가망, ,"37.115422","126.913162","192282.067367975","501825.893546007","3",CTM002, 
2439,AE134,4275,스마트도시과,CTV001,하길-04290,하길초등학교좌측공원(어보10),"41590259","41590259","4159025926","1512(공)",LG, ,"37.114733","126.904183","191484.029017834","501750.210739484","4",CTM002, 
2440,AE134,4278,스마트도시과,CTV001,하길-04293,푸른달공원중앙(어보10),"41590259","41590259","4159025926","1505-1(공)",향남2자가망, ,"37.1109","126.919483","192843.498331677","501323.52557348","5",CTM002, 
2441,AE134,4279,스마트도시과,CTV001,하길-04294,화원초등학교좌측출입구(어보10),"41590259","41590259","4159025926","1506-1(도)",향남2자가망, ,"37.111333","126.918233","192732.436920806","501371.711735764","4",CTM002, 
2442,AE134,4280,스마트도시과,CTV001,하길-04295,부영아파트부출입구(어보10),"41590259","41590259","4159025926","1553(도)",향남2자가망, ,"37.113741","126.917959","192708.241023504","501638.96287525","3",CTM002, 
2443,AE134,75,스마트도시과,CTV001,화현-00076,화리현리240,"41590259","41590259","4159025927","240",자가망, ,"37.111154","126.933683","194105.580836153","501350.771987937","1",CTM002, 
2444,AE134,115,스마트도시과,CTV001,화현-00116,화리현리163-2-고정,"41590259","41590259","4159025927","163-2",자가망, ,"37.113378","126.938776","194558.406854433","501597.286995994","1",CTM002, 
2445,AE134,121,스마트도시과,CTV001,화현-00122,화리현리340-2-고정,"41590259","41590259","4159025927","340-2",자가망, ,"37.113242","126.935136","194234.928992324","501582.341917678","1",CTM002, 
2446,AE134,122,스마트도시과,CTV001,화현-00123,화리현리246-고정,"41590259","41590259","4159025927","246",자가망, ,"37.110488","126.931922","193949.042260826","501276.936920952","1",CTM002, 
2448,AE134,1985,스마트도시과,CTV001,상두-02002,상두리42-고정,"41590259","41590259","4159025928","42",자가망, ,"37.110722","126.942232","194865.430979562","501302.291209702","1",CTM002, 
2449,AE134,2015,스마트도시과,CTV001,하길-02032,하길리464-1-고정,"41590259","41590259","4159025926","464-1",자가망, ,"37.111129","126.931379","193900.821431634","501348.076385885","1",CTM002, 
2450,AE134,1844,스마트도시과,CTV001,상두-01860,상두리63-2,"41590259","41590259","4159025928","63-2",KT, ,"37.106022","126.944811","195094.337008716","500780.51372721","1",CTM002, 
2451,AE134,1857,스마트도시과,CTV001,상두-01873,태경산업앞,"41590259","41590259","4159025928","438-1",자가망, ,"37.10061","126.948773","195446.213780315","500179.739247389","3",CTM002, 
2452,AE134,1931,스마트도시과,CTV001,상두-01947,상두리121,"41590259","41590259","4159025928","121",KT, ,"37.108883","126.949014","195468.103534123","501097.884314437","1",CTM002, 
2453,AE134,1932,스마트도시과,CTV001,상두-01948,상두리210(225),"41590259","41590259","4159025928","210",KT, ,"37.107564","126.95163","195700.586627201","500951.358262465","1",CTM002, 
2454,AE134,1933,스마트도시과,CTV001,상두-01949,상두리312-2,"41590259","41590259","4159025928","312-2",KT, ,"37.105185","126.945622","195166.363075612","500687.615487188","1",CTM002, 
2455,AE134,1934,스마트도시과,CTV001,상두-01950,상두리396-3,"41590259","41590259","4159025928","396-3",자가망, ,"37.101293","126.948347","195408.386043561","500255.558786964","1",CTM002, 
2456,AE134,1935,스마트도시과,CTV001,상두-01951,상두리428,"41590259","41590259","4159025928","428",자가망, ,"37.101197","126.950839","195629.903050123","500244.787188167","1",CTM002, 
2457,AE134,1936,스마트도시과,CTV001,상두-01952,상두리435-2,"41590259","41590259","4159025928","435-2",자가망, ,"37.099796","126.948942","195461.188351337","500089.393818318","1",CTM002, 
2458,AE134,1937,스마트도시과,CTV001,상두-01953,상두리산41(133-13),"41590259","41590259","4159025928",산41,KT, ,"37.109393","126.947903","195369.410448446","501154.515347759","1",CTM002, 
2459,AE134,3517,스마트도시과,CTV001,상두-3531,상두리187-1-검지(20차),"41590259","41590259","4159025928","187-1",KT, ,"37.109784","126.952102","195742.638489032","501197.723023254","1",CTM002, 
2460,AE134,3841,스마트도시과,CTV001,상두-3856,상두리61-8-검지(20차),"41590259","41590259","4159025928","61-8",KT, ,"37.107427","126.946457","195240.752257218","500936.36747866","1",CTM002, 
2461,AE134,4502,스마트도시과,CTV001,상두-04519,상두리436-1-검지,"41590259","41590259","4159025928","443",KT, ,"37.099717","126.95025","195577.45868317","500080.527741516","1",CTM002, 
2462,AE134,1925,스마트도시과,CTV001,백토-01941,백토리172-1,"41590259","41590259","4159025929","172-1",KT, ,"37.119471","126.955724","196065.120432496","502272.661387778","1",CTM002, 
2464,AE134,1927,스마트도시과,CTV001,백토-01943,백토리312-3(333),"41590259","41590259","4159025929","312-3",KT, ,"37.117803","126.947031","195292.430443171","502087.859373227","1",CTM002, 
2466,AE134,1929,스마트도시과,CTV001,백토-01945,백토리549,"41590259","41590259","4159025929","549",자가망, ,"37.12101","126.9422","194863.298680386","502444.08339145","1",CTM002, 
2467,AE134,1930,스마트도시과,CTV001,백토-01946,백토리82-7,"41590259","41590259","4159025929","82-7",KT, ,"37.123388","126.947327","195319.113074077","502707.67421369","1",CTM002, 
2468,AE134,1982,스마트도시과,CTV001,백토-01999,백토리263-1-고정,"41590259","41590259","4159025929","263-1",KT, ,"37.117387","126.949972","195553.778832529","502041.533337102","1",CTM002, 
2469,AE134,1983,스마트도시과,CTV001,백토-02000,백토리270-1-고정,"41590259","41590259","4159025929","270-1",KT, ,"37.116608","126.949809","195539.213691878","501955.113223757","1",CTM002, 
2470,AE134,1984,스마트도시과,CTV001,백토-02001,백토리346-고정,"41590259","41590259","4159025929","346",KT, ,"37.118344","126.943817","195006.844816703","502148.06920996","1",CTM002, 
2471,AE134,2266,스마트도시과,CTV001,백토-02285,향남초등학교,"41590259","41590259","4159025929",산22-5,자가망, ,"37.118883","126.943418","194971.386181989","502207.962824267","2",CTM002, 
2472,AE134,3869,스마트도시과,CTV001,백토-3884,백토리19-검지(20차),"41590259","41590259","4159025929","19",KT, ,"37.123072","126.95551","196046.271285958","502672.32009708","1",CTM002, 
2473,AE134,3870,스마트도시과,CTV001,백토-3885,백토리354-2-검지(20차),"41590259","41590259","4159025929","354-2",자가망, ,"37.11953","126.943893","195013.684129707","502279.741738074","3",CTM002, 
2474,AE134,3871,스마트도시과,CTV001,백토-3886,백토리574-1(20차)(백토-3886),"41590259","41590259","4159025929","574-1",자가망, ,"37.118724","126.942306","194872.593213717","502190.372031145","4",CTM002, 
2475,AE134,1987,스마트도시과,CTV001,길성-02004,길성리326-고정,"41590259","41590259","4159025930","326",KT, ,"37.121629","126.962673","196682.734294168","502511.812967329","2",CTM002, 
2476,AE134,2032,스마트도시과,CTV001,길성-02050,영송앞,"41590259","41590259","4159025930","277-1",KT, ,"37.121008","126.959944","196440.242040452","502443.037640804","1",CTM002, 
2477,AE134,3465,스마트도시과,CTV001,길성-03509,길성리281,"41590259","41590259","4159025930","277-1",KT, ,"37.121189","126.958975","196354.055287638","502463.139617394","1",CTM002, 
2478,AE134,3466,스마트도시과,CTV001,길성-03510,길성리408-2,"41590259","41590259","4159025930","408-2",KT, ,"37.121003","126.964321","196829.209905239","502442.34979422","1",CTM002, 
1797,AE134,610,스마트도시과,CTV001,당하-00617,당하리113-7-고정,"41590253","41590253","4159025330","113-7",KT, ,"37.184045","126.940476","194714.501939661","509439.812893442","1",CTM002, 
1798,AE134,637,스마트도시과,CTV001,당하-00646,화성통상인근삼거리,"41590253","41590253","4159025330","68-1도",KT, ,"37.185387","126.944532","195074.730683044","509588.520039495","1",CTM002, 
1799,AE134,3596,스마트도시과,CTV001,당하-3610,당하리306-3-검지(20차),"41590253","41590253","4159025330","306-3",자가망, ,"37.181861","126.937556","194455.047093223","509197.619183259","2",CTM002, 
1800,AE134,3967,스마트도시과,CTV001,당하-03983,일신바이오베이스(22.5),"41590253","41590253","4159025330","171-1",KT, ,"37.184677","126.935229","194248.598081056","509510.214025013","4",CTM002, 
1801,AE134,512,스마트도시과,CTV001,마하-00518,마하리털보가든앞,"41590253","41590253","4159025331","80-1",자가망, ,"37.18131","126.942488","194892.916364638","509136.179372647","3",CTM002, 
1802,AE134,635,스마트도시과,CTV001,마하-00644,성호가든입구,"41590253","41590253","4159025331","210-1",KT, ,"37.176554","126.943154","194951.765484361","508608.308000005","1",CTM002, 
1803,AE134,3605,스마트도시과,CTV001,마하-3619,마하리145-4-검지(20차),"41590253","41590253","4159025331","145-4",자가망, ,"37.179832","126.94148","194803.329708127","508972.227453155","2",CTM002, 
1804,AE134,3606,스마트도시과,CTV001,마하-3620,마하리4-검지(20차),"41590253","41590253","4159025331","4",자가망, ,"37.185527","126.949887","195550.202125791","509603.828140286","1",CTM002, 
1805,AE134,3607,스마트도시과,CTV001,마하-3621,마하리283-1-검지(20차),"41590253","41590253","4159025331","283-1",자가망, ,"37.177873","126.946866","195281.511103085","508754.45632981","1",CTM002, 
1806,AE134,3608,스마트도시과,CTV001,마하-3622,마하리301-검지(20차),"41590253","41590253","4159025331","301",자가망, ,"37.176775","126.948123","195393.028357439","508632.604009502","1",CTM002, 
1807,AE134,487,스마트도시과,CTV001,유-00493,갈담초교후문,"41590253","41590253","4159025332","100-4",자가망, ,"37.175111","126.933698","194111.873527292","508448.652332731","3",CTM002, 
1808,AE134,492,스마트도시과,CTV001,당하-00498,거목조경앞,"41590253","41590253","4159025330","327-4",자가망, ,"37.176875","126.935658","194286.121737716","508644.402685641","3",CTM002, 
1809,AE134,493,스마트도시과,CTV001,유-00499,기산베스트빌a입구,"41590253","41590253","4159025332","100-4",자가망, ,"37.17656","126.934216","194157.987230751","508609.476096189","3",CTM002, 
1811,AE134,550,스마트도시과,CTV001,유-00556,유리기산삼거리-검지,"41590253","41590253","4159025332","127-2",자가망, ,"37.175196","126.935283","194252.640186929","508457.989574473","3",CTM002, 
1812,AE134,589,스마트도시과,CTV001,유-00596,유리마을길95-1,"41590253","41590253","4159025332","445",자가망, ,"37.176548","126.934932","194221.597662976","508608.100431279","3",CTM002, 
1813,AE134,655,스마트도시과,CTV001,유-00664,대일유통,"41590253","41590253","4159025332","46-1",KT, ,"37.1768","126.931118","193882.896204551","508636.362387115","1",CTM002, 
1814,AE134,660,스마트도시과,CTV001,유-00669,목장삼거리,"41590253","41590253","4159025332","305",KT, ,"37.174309","126.927429","193555.144478381","508360.13094083","1",CTM002, 
1815,AE134,665,스마트도시과,CTV001,유-00674,백두액자,"41590253","41590253","4159025332","292",KT, ,"37.173193","126.929064","193700.199784662","508236.188589774","1",CTM002, 
1816,AE134,2209,스마트도시과,CTV001,유-02227,갈담초등학교,"41590253","41590253","4159025332","86",자가망, ,"37.174153","126.933172","194065.08608915","508342.443072989","3",CTM002, 
1817,AE134,2238,스마트도시과,CTV001,유-02257,갈담초후문진입도로,"41590253","41590253","4159025332","86",자가망, ,"37.17477","126.932346","193991.83261385","508410.992487049","2",CTM002, 
1818,AE134,2258,스마트도시과,CTV001,유-02277,브레인어린이집정문,"41590253","41590253","4159025332","177-2",자가망, ,"37.173141","126.933585","194101.711883172","508230.104593818","3",CTM002, 
1819,AE134,3636,스마트도시과,CTV001,당하-3650,당하리308-9-검지(20차),"41590253","41590253","4159025330","308-9",자가망, ,"37.176828","126.935756","194294.803272981","508639.080807595","2",CTM002, 
1820,AE134,3637,스마트도시과,CTV001,유-3651,유리119-10-검지(20차),"41590253","41590253","4159025332","119-10",자가망, ,"37.175479","126.934499","194183.054036106","508489.454968671","2",CTM002, 
1821,AE134,3638,스마트도시과,CTV001,유-3652,유리296-검지(20차),"41590253","41590253","4159025332","296",자가망, ,"37.174035","126.9287","193667.978926696","508329.625450208","1",CTM002, 
1822,AE134,3639,스마트도시과,CTV001,유-3653,유리292-검지(20차),"41590253","41590253","4159025332","292",자가망, ,"37.172306","126.928813","193677.843531881","508137.665341573","1",CTM002, 
1823,AE134,3640,스마트도시과,CTV001,유-3654,유리113-12-어안(20차),"41590253","41590253","4159025332","113-12",자가망, ,"37.17755","126.934682","194199.499543972","508719.318622816","1",CTM002, 
1824,AE134,3641,스마트도시과,CTV001,유-3655,유리84-1-검지(20차),"41590253","41590253","4159025332","84-1",자가망, ,"37.17535","126.931721","193936.329803247","508475.345762885","3",CTM002, 
1825,AE134,488,스마트도시과,CTV001,덕-00494,덕2리입구버스정류장,"41590253","41590253","4159025333","306-5",자가망, ,"37.164567","126.9323","193986.921283663","507278.57645771","6",CTM002, 
1826,AE134,497,스마트도시과,CTV001,덕-00503,덕리마을진입로-검지,"41590253","41590253","4159025333","184-3",자가망, ,"37.168237","126.936","194315.828273335","507685.684753765","3",CTM002, 
1828,AE134,524,스마트도시과,CTV001,덕-00530,수라청농산물센터,"41590253","41590253","4159025333","25-5",자가망, ,"37.162504","126.937446","194443.835432318","507049.401844453","3",CTM002, 
1829,AE134,562,스마트도시과,CTV001,덕-00568,산들어린이집앞,"41590253","41590253","4159025333","430",자가망, ,"37.162252","126.933353","194080.249934186","507021.626837973","4",CTM002, 
1831,AE134,631,스마트도시과,CTV001,덕-00640,태양매운탕,"41590253","41590253","4159025333","283-2",KT, ,"37.166482","126.932384","193994.506989195","507491.091926722","1",CTM002, 
1832,AE134,633,스마트도시과,CTV001,덕-00642,주찬양교회,"41590253","41590253","4159025333","7",KT, ,"37.173167","126.9379","194484.935409041","508232.671220172","1",CTM002, 
1833,AE134,3501,스마트도시과,CTV001,덕-03545,덕리산42-6,"41590253","41590253","4159025333",산42-6,KT, ,"37.166079","126.933034","194052.240427107","507446.404482254","4",CTM002, 
1834,AE134,3502,스마트도시과,CTV001,덕-03546,덕리185-1(덕1리마을회관),"41590253","41590253","4159025333","185-1",KT, ,"37.167984","126.937262","194427.910491143","507657.580534151","5",CTM002, 
1835,AE134,3597,스마트도시과,CTV001,덕-3611,덕리산71-검지(20차),"41590253","41590253","4159025333",산71,자가망, ,"37.16246","126.937507","194449.285843099","507044.459607935","1",CTM002, 
1836,AE134,3598,스마트도시과,CTV001,덕-3612,덕리335-검지(20차),"41590253","41590253","4159025333","335",자가망, ,"37.162583","126.9374","194439.755399234","507058.153519342","1",CTM002, 
1837,AE134,4004,스마트도시과,CTV001,덕-04020,덕리240-1-검지(23차),"41590253","41590253","4159025333","240-1",KT, ,"37.16747","126.934006","194138.636908458","507600.689421135","2",CTM002, 
1838,AE134,625,스마트도시과,CTV001,덕우-00632,금철정밀금형,"41590253","41590253","4159036030","89",KT, ,"37.16547","126.929674","193753.773434886","507379.043173894","1",CTM002, 
1839,AE134,632,스마트도시과,CTV001,덕우-00641,아주하이텍인근,"41590253","41590253","4159036030","233-52",KT, ,"37.164404","126.920939","192977.863529508","507261.337574879","1",CTM002, 
589,AE134,2182,스마트도시과,CTV001,안녕-02200,안녕동188-237,"41590570","41590126","4159012600","188-237",자가망, ,"37.210597","126.981518","198359.443378575","512385.112430558","1",CTM001, 
590,AE134,2184,스마트도시과,CTV001,안녕-02202,안녕동36-34,"41590570","41590126","4159012600","36-34",자가망, ,"37.204646","127.011796","201047.12552976","511724.522068647","1",CTM001, 
591,AE134,2185,스마트도시과,CTV001,안녕-02203,안녕동37-35,"41590570","41590126","4159012600","37-35",자가망, ,"37.20471","127.01213","201076.827907006","511731.706320602","1",CTM001, 
592,AE134,2186,스마트도시과,CTV001,안녕-02204,안녕동71-780,"41590570","41590126","4159012600","71-780",자가망, ,"37.203471","127.022275","201977.412641066","511594.352666776","1",CTM001, 
593,AE134,2193,스마트도시과,CTV001,안녕-02211,안녕동36-28-고정,"41590570","41590126","4159012600","36-28",KT, ,"37.205822","127.011636","201032.914763429","511855.101138667","1",CTM001, 
594,AE134,2196,스마트도시과,CTV001,안녕-02214,안녕동197-2-고정,"41590570","41590126","4159012600","128-23",자가망, ,"37.194091","127.004585","200407.061070886","510553.113737085","1",CTM001, 
595,AE134,2221,스마트도시과,CTV001,안녕-02239,아해뜰어린이집,"41590570","41590126","4159012600","180-93",자가망, ,"37.20713","126.983418","198527.995139163","512000.308151978","3",CTM001, 
596,AE134,3417,스마트도시과,CTV001,안녕-03460,안녕동115-20-검지,"41590570","41590126","4159012600","115-20",자가망, ,"37.193367","127.001817","200161.294134045","510472.684704955","1",CTM001, 
597,AE134,3435,스마트도시과,CTV001,안녕-03478,안녕동37-26-검지1,"41590570","41590126","4159012600","37-26",자가망, ,"37.205513","127.012349","201096.195326528","511820.815862944","2",CTM001, 
598,AE134,3436,스마트도시과,CTV001,안녕-03479,안녕동219-검지,"41590570","41590126","4159012600","219",KT, ,"37.20033","127.00902","200800.747394093","511245.465806535","1",CTM001, 
599,AE134,3437,스마트도시과,CTV001,안녕-03480,안녕동218-검지1,"41590570","41590126","4159012600","218",KT, ,"37.201385","127.006338","200562.700154472","511362.631789323","2",CTM001, 
600,AE134,3438,스마트도시과,CTV001,안녕-03481,안녕동188-447-검지1,"41590570","41590126","4159012600","188-447",자가망, ,"37.210493","126.980442","198263.893728658","512373.622820705","2",CTM001, 
602,AE134,3440,스마트도시과,CTV001,안녕-03483,안녕동180-25-검지1,"41590570","41590126","4159012600","180-25",자가망, ,"37.209054","126.981631","198369.42292059","512213.788217504","2",CTM001, 
603,AE134,3441,스마트도시과,CTV001,안녕-03484,안녕동114-22-검지,"41590570","41590126","4159012600","114-47",자가망, ,"37.193933","127.002333","200207.16522945","510535.575098499","1",CTM001, 
604,AE134,3732,스마트도시과,CTV001,안녕-3746,안녕동71-35-검지(20차),"41590570","41590126","4159012600","71-35",KT, ,"37.202241","127.022466","201994.40082742","511457.838387515","2",CTM001, 
605,AE134,3733,스마트도시과,CTV001,안녕-3747,안녕동45-11-검지(20차),"41590570","41590126","4159012600","45-11",자가망, ,"37.202985","127.012265","201088.819225025","511540.198240925","2",CTM001, 
606,AE134,3734,스마트도시과,CTV001,안녕-3748,안녕동37-77-검지(20차),"41590570","41590126","4159012600","37-77",자가망, ,"37.203821","127.01225","201087.44009675","511633.03405455","1",CTM001, 
607,AE134,3735,스마트도시과,CTV001,안녕-3749,안녕동67-18-검지(20차),"41590570","41590126","4159012600","67-18",KT, ,"37.19487","127.011365","201009.021303538","510639.563322897","1",CTM001, 
608,AE134,3736,스마트도시과,CTV001,안녕-3750,안녕동188-561-검지(20차),"41590570","41590126","4159012600","188-561",자가망, ,"37.206864","126.982262","198425.434030206","511970.739050208","2",CTM001, 
609,AE134,3737,스마트도시과,CTV001,안녕-3751,안녕동180-394-검지(20차),"41590570","41590126","4159012600","180-394",자가망, ,"37.207267","126.98065","198282.31048722","512015.50001753","1",CTM001, 
610,AE134,3738,스마트도시과,CTV001,안녕-3752,안녕동187-32-검지(20차),"41590570","41590126","4159012600","187-32",자가망, ,"37.206983","126.987992","198934.078675298","511983.854914589","2",CTM001, 
611,AE134,3739,스마트도시과,CTV001,안녕-3753,안녕동산8-244-검지(20차),"41590570","41590126","4159012600",산8-245,자가망, ,"37.201917","127.002558","200227.088367372","511421.56936898","1",CTM001, 
612,AE134,3905,스마트도시과,CTV001,안녕-03921,안녕동쌈지공원,"41590570","41590126","4159012600","119-4",KT, ,"37.193563","127.004763","200422.876611439","510494.460911116","3",CTM001, 
613,AE134,3964,스마트도시과,CTV001,안녕-03980,BIT-신한미지엔아파트앞,"41590570","41590126","4159012600","59-24",KT, ,"37.200251","127.009695","200860.674058009","511236.768562212","1",CTM001, 
614,AE134,3965,스마트도시과,CTV001,안녕-03981,BIT-돌고지,"41590570","41590126","4159012600","139-19",KT, ,"37.194165","127.005755","200510.956682661","510561.254332409","1",CTM001, 
615,AE134,3966,스마트도시과,CTV001,안녕-03982,신한미지엔내공원(22.5),"41590570","41590126","4159012600","212",KT, ,"37.200009","127.00749","200664.982606218","511209.917736232","4",CTM001, 
