도형번호,지형지물부호,관리번호,관리기관,행정읍면동,도엽번호,설치일자,정류장종류,정류장명,정류장유형,대장초기화여부,비고,도로구간번호,
893,AE260,8.30E+13,MNG259,41590256,376162111C,2017-11-25,AEE003,앞실동삼거리,STT002,1,고온항 진입도로 개설공사 GIS DB 구축용역,8.30E+13,
894,AE260,4.22E+13,MNG259,41590253,376160498D,2017-12-01,AEE003,아울렛패션몰,STT001,1,자안입구삼거리외 1개소 교통혼잡지구 개선공사 GIS DB 구축용역,4.22E+13,
895,AE260,99920150066,MNG259,41590400,376162017B,1990-01-01,AEE000, ,STT000,1, ,1.22E+13,
896,AE260,8.89E+11,MNG259,41590259,376161474B,2016-01-01,AEE003,향남부영9단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614740311,
897,AE260,8.89E+11,MNG259,41590259,376161464D,2016-01-01,AEE003,향남주공2단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614640649,
104,AE260,8.22E+13,MNG259,41590350,376150965D,2017-12-31,AEE003,큰말입구,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
105,AE260,8.22E+13,MNG259,41590350,376150965D,2017-12-31,AEE003,큰말입구,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
106,AE260,8.22E+13,MNG259,41590350,376150962D,2017-12-31,AEE003,제부해수탕,STT001,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
107,AE260,8.22E+13,MNG259,41590350,376150962D,2017-12-31,AEE003,제부해수탕,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
108,AE260,8.22E+13,MNG259,41590350,376150962B,2017-12-31,AEE003,웃감,STT001,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
109,AE260,8.22E+13,MNG259,41590350,376150962B,2017-12-31,AEE003,웃감,STT001,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
110,AE260,99920150468,MNG259,41590350,376150952B,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
111,AE260,8.89E+11,MNG259,41590259,376161481C,2016-01-01,AEE003,상신1리마을앞,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614810274,
112,AE260,8.89E+11,MNG259,41590259,376161482B,2016-01-01,AEE003,향남부영13단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614820179,
113,AE260,8.89E+11,MNG259,41590259,376161482B,2016-01-01,AEE003,향남부영13단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614820179,
114,AE260,8.89E+11,MNG259,41590259,376161492B,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614920038,
115,AE260,8.89E+11,MNG259,41590259,376161492B,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614920038,
116,AE260,8.89E+11,MNG259,41590259,376161491C,2016-01-01,AEE003,상신리,STT001,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614910062,
117,AE260,8.89E+11,MNG259,41590259,376161484B,2016-01-01,AEE003, ,STT001,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614840080,
118,AE260,8.89E+11,MNG259,41590259,376161454D,2016-01-01,AEE003,방축리,STT001,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614540643,
119,AE260,8.89E+11,MNG259,41590259,376161491A,2016-01-01,AEE003,상신6리,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614910074,
120,AE260,9.00E+11,MNG259,41590340,376150540C,2013-11-01,AEE004,용포2리,STT002,1,정류/마을/용포2리/철골조/60번,90000441608,
121,AE260,9.00E+11,MNG259,41590340,376150540D,2013-11-01,AEE004,용포2리,STT002,1,정류/마을/용포2리/철골조/49번,90000441597,
122,AE260,9.00E+11,MNG259,41590340,376150540D,2013-11-01,AEE004,용포2리,STT002,1,정류/마을/용포2리/철골조/204번,90000441597,
123,AE260,9.00E+11,MNG259,41590340,376160142B,2013-11-01,AEE004,용포1리,STT002,1,정류/마을/용포1리/철골조/2번,90000441607,
124,AE260,2.06E+11,MNG259,41590000,377130719A,2016-01-01,AEE003, ,STT002,1, ,26307180293,
125,AE260,2.06E+11,MNG259,41590000,377130729D,2016-01-01,AEE003, ,STT002,1, ,26307290457,
126,AE260,1.21E+13,MNG259,41590530,377130196B,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
127,AE260,1.21E+13,MNG259,41590530,377130196B,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
128,AE260,1.21E+13,MNG259,41590530,377130196B,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
129,AE260,1.21E+13,MNG259,41590530,377130197C,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
130,AE260,1.21E+13,MNG259,41590530,377130197C,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
131,AE260,1.21E+13,MNG259,41590530,377130197C,2020-12-01,AEE003,이름미지정,STT002,1,병점지구 도시계획시설 GIS DB 및 도로대장 구축 사업,1.21E+13,
132,AE260,1.22E+13,MNG259,41590256,376161704C,2017-12-01,AEE003,부대앞,STT002,1,우정읍 쌍봉로 보도설치공사 GIS DB 구축용역,1.22E+13,
133,AE260,8.22E+13,MNG259,41590320,376160324D,2018-06-01,AEE003,삼화3리,STT002,1,팔탄면 터넉골로 외2개소 보도설치공사 GIS DB 구축용역,8.22E+13,
134,AE260,8.22E+13,MNG259,41590320,376160324D,2018-06-01,AEE003,비봉초교,STT002,1,팔탄면 터넉골로 외2개소 보도설치공사 GIS DB 구축용역,8.22E+13,
135,AE260,8.22E+13,MNG259,41590400,376162041B,2018-06-01,AEE003,신왕2리,STT002,1,팔탄면 터넉골로 외2개소 보도설치공사 GIS DB 구축용역,8.22E+13,
136,AE260,1.21E+13,MNG259,41590600,377130856C,2017-12-30,AEE003, ,STT002,1,"동탄물류단지 도로 및 상,하수도 GIS DB구축 사업",1.21E+13,
137,AE260,1.21E+13,MNG259,41590600,377130867A,2017-12-30,AEE003, ,STT002,1,"동탄물류단지 도로 및 상,하수도 GIS DB구축 사업",1.21E+13,
138,AE260,1.21E+13,MNG259,41590600,377130857C,2017-12-30,AEE003, ,STT002,1,"동탄물류단지 도로 및 상,하수도 GIS DB구축 사업",1.21E+13,
139,AE260,99920150314,MNG259,41590262,376160752A,1990-01-01,AEE000, ,STT000,1, ,99920150592,
140,AE260,99920150316,MNG259,41590262,376160751B,1990-01-01,AEE000, ,STT000,1, ,99920150592,
141,AE260,99920150315,MNG259,41590262,376160751A,1990-01-01,AEE000, ,STT000,1, ,99920150592,
142,AE260,99920150333,MNG259,41590262,376160650D,1990-01-01,AEE000, ,STT000,1, ,99920150592,
143,AE260,99920150382,MNG259,41590320,376160217A,1990-01-01,AEE000, ,STT000,1, ,99920150547,
144,AE260,99920150051,MNG259,41590370,376161882C,1990-01-01,AEE000, ,STT000,1, ,99920150470,
145,AE260,99920150147,MNG259,41590370,376161754A,1990-01-01,AEE000, ,STT000,1, ,99920150473,
146,AE260,99920150148,MNG259,41590370,376161754A,1990-01-01,AEE000, ,STT000,1, ,99920150473,
147,AE260,99920150149,MNG259,41590370,376161754A,1990-01-01,AEE000, ,STT000,1, ,99920150473,
148,AE260,99920150111,MNG259,41590259,376161441C,1990-01-01,AEE000, ,STT000,1, ,99920150402,
149,AE260,99920150122,MNG259,41590259,376161360A,1990-01-01,AEE000, ,STT000,1, ,99920150402,
150,AE260,99920150123,MNG259,41590259,376161360A,1990-01-01,AEE000, ,STT000,1, ,99920150402,
151,AE260,99920150388,MNG259,41590330,376160168A,1990-01-01,AEE000, ,STT000,1, ,1.22E+13,
152,AE260,99920150390,MNG259,41590330,376160158D,1990-01-01,AEE000, ,STT000,1, ,1.22E+13,
898,AE260,8.89E+11,MNG259,41590259,376161464C,2016-01-01,AEE003,향남주공2단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614640649,
899,AE260,8.89E+11,MNG259,41590259,376161463C,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614630658,
900,AE260,8.89E+11,MNG259,41590259,376161481C,2016-01-01,AEE003,상신1리마을앞,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614810274,
901,AE260,8.89E+11,MNG259,41590259,376161300B,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),613000605,
902,AE260,8.89E+11,MNG259,41590259,376161300B,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),613000605,
903,AE260,1.21E+13,MNG259,41590520,377130199D,2017-12-01,AEE003,성호아파트후문,STT001,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
904,AE260,1.21E+13,MNG259,41590520,377130100D,2017-12-31,AEE005, ,STT002,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
905,AE260,1.21E+13,MNG259,41590520,377130100D,2017-12-31,AEE003,서동탄역파크자이1차,STT002,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
906,AE260,1.21E+13,MNG259,41590520,377130291C,2017-12-31,AEE003,서동탄역파크자이1차,STT002,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
907,AE260,1.21E+13,MNG259,41590520,377130100C,2017-12-31,AEE003,서동탄역파크자이2차,STT002,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
908,AE260,1.21E+13,MNG259,41590520,377130100C,2017-12-31,AEE003,서동탄역파크자이2차,STT002,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
909,AE260,1.22E+13,MNG259,41590560,376160557B,2016-01-01,AEE003,신미주아파트후문,STT002,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
910,AE260,1.22E+13,MNG259,41590560,376160557B,2016-01-01,AEE003,기배동주민센터,STT002,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
911,AE260,1.22E+13,MNG259,41590320,376160317C,2016-01-01,AEE003,구포리,STT001,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
912,AE260,1.22E+13,MNG259,41590510,376160291A,2016-01-01,AEE003,남양향교,STT002,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
913,AE260,1.22E+13,MNG259,41590510,376160291A,2016-01-01,AEE003,남양향교,STT002,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
914,AE260,1.22E+13,MNG259,41590360,376160869B,2016-01-01,AEE003,구장사거리,STT001,1,향남IC앞 교차로외 7개소 교통혼잡지구 개선사업 GIS DB 구축용역,1.22E+13,
915,AE260,99920150282,MNG259,41590310,376160310B,1990-01-01,AEE000, ,STT000,1, ,99920150072,
916,AE260,99920150116,MNG259,41590259,376161435C,1990-01-01,AEE000, ,STT000,1, ,99920150390,
917,AE260,99920150117,MNG259,41590259,376161434D,1990-01-01,AEE000, ,STT000,1, ,99920150390,
918,AE260,99920150118,MNG259,41590259,376161434D,1990-01-01,AEE000, ,STT000,1, ,99920150390,
919,AE260,99920150380,MNG259,41590320,376160218A,1990-01-01,AEE000, ,STT000,1, ,99920150548,
920,AE260,99920150381,MNG259,41590320,376160218A,1990-01-01,AEE000, ,STT000,1, ,99920150548,
921,AE260,99920150326,MNG259,41590262,376160733B,1990-01-01,AEE000, ,STT000,1, ,99920150596,
922,AE260,99920150335,MNG259,41590262,376160630D,1990-01-01,AEE000, ,STT000,1, ,99920150593,
923,AE260,99920150341,MNG259,41590320,376160342B,1990-01-01,AEE000, ,STT000,1, ,99920150538,
924,AE260,99920150342,MNG259,41590320,376160342B,1990-01-01,AEE000, ,STT000,1, ,99920150538,
925,AE260,99920150363,MNG259,41590262,376160258D,1990-01-01,AEE000, ,STT000,1, ,99920150563,
926,AE260,99920150364,MNG259,41590262,376160258D,1990-01-01,AEE000, ,STT000,1, ,99920150563,
927,AE260,99920150074,MNG259,41590259,376161933B,1990-01-01,AEE000, ,STT000,1, ,99920150303,
928,AE260,99920150075,MNG259,41590259,376161933B,1990-01-01,AEE000, ,STT000,1, ,99920150303,
929,AE260,99920150287,MNG259,41590310,376122390C,1990-01-01,AEE000, ,STT000,1, ,99920150175,
930,AE260,1.21E+13,MNG259,41590520,377130261B,2017-12-01,AEE003,SK뷰2차아파트.기산중,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
931,AE260,99920150078,MNG259,41590400,376161919C,1990-01-01,AEE000, ,STT000,1, ,99920150308,
932,AE260,99920150081,MNG259,41590400,376161908D,1990-01-01,AEE000, ,STT000,1, ,99920150308,
933,AE260,99920150067,MNG259,41590400,376161964C,1990-01-01,AEE000, ,STT000,1, ,99920150303,
934,AE260,99920150068,MNG259,41590400,376161964C,1990-01-01,AEE000, ,STT000,1, ,99920150303,
935,AE260,99920150069,MNG259,41590400,376161953D,1990-01-01,AEE000, ,STT000,1, ,99920150303,
936,AE260,99920150070,MNG259,41590400,376161953B,1990-01-01,AEE000, ,STT000,1, ,99920150303,
937,AE260,99920150071,MNG259,41590400,376161943B,1990-01-01,AEE000, ,STT000,1, ,99920150303,
938,AE260,99920150072,MNG259,41590259,376161943B,1990-01-01,AEE000, ,STT000,1, ,99920150303,
939,AE260,99920150130,MNG259,41590360,376160898A,1990-01-01,AEE000, ,STT000,1, ,99920150340,
940,AE260,99920150214,MNG259,41590360,376160884C,1990-01-01,AEE000, ,STT000,1, ,99920150348,
941,AE260,99920150215,MNG259,41590360,376160884C,1990-01-01,AEE000, ,STT000,1, ,99920150348,
942,AE260,99920150218,MNG259,41590360,376160883A,1990-01-01,AEE000, ,STT000,1, ,99920150348,
943,AE260,99920150219,MNG259,41590360,376160882B,1990-01-01,AEE000, ,STT000,1, ,99920150348,
944,AE260,99920150220,MNG259,41590360,376160874D,1990-01-01,AEE000, ,STT000,1, ,99920150348,
945,AE260,99920150207,MNG259,41590360,376161209C,1990-01-01,AEE000, ,STT000,1, ,99920150484,
946,AE260,99920150201,MNG259,41590370,376161229C,1990-01-01,AEE000, ,STT000,1, ,99920150484,
947,AE260,99920150203,MNG259,41590370,376161219A,1990-01-01,AEE000, ,STT000,1, ,99920150484,
948,AE260,99920150204,MNG259,41590370,376161218D,1990-01-01,AEE000, ,STT000,1, ,99920150484,
949,AE260,99920150289,MNG259,41590310,376122348C,1990-01-01,AEE000, ,STT000,1, ,99920150177,
950,AE260,99920150395,MNG259,41590310,376122347B,1990-01-01,AEE000, ,STT000,1, ,99920150177,
951,AE260,99920150392,MNG259,41590310,376122366D,1990-01-01,AEE000, ,STT000,1, ,99920150169,
952,AE260,99920150394,MNG259,41590310,376122366C,1990-01-01,AEE000, ,STT000,1, ,99920150169,
153,AE260,1.22E+13,MNG409,41590400,376162005C,2019-12-31,AEE003,사창3리,STT002,1,양감면 사창리 보도설치공사 외 3건 GIS DB 구축용역,1.22E+13,
154,AE260,99920150054,MNG259,41590370,376161793B,1990-01-01,AEE000, ,STT000,1, ,1.22E+13,
155,AE260,8.22E+13,MNG259,41590259,376161522C,2020-01-01,AEE003,농심물류센터,STT001,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
156,AE260,99920150083,MNG259,41590259,376161901A,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
157,AE260,99920150079,MNG259,41590259,376161913C,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
158,AE260,99920150080,MNG259,41590259,376161913C,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
159,AE260,99920150082,MNG259,41590259,376161902C,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
160,AE260,8.89E+11,MNG259,41590259,376161475D,2016-01-01,AEE003,방축리,STT001,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),8.22E+13,
161,AE260,99920150095,MNG259,41590400,376161498C,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
162,AE260,99920150099,MNG259,41590259,376161489D,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
163,AE260,99920150086,MNG259,41590400,376161588C,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
164,AE260,99920150085,MNG259,41590400,376161588B,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
165,AE260,99920150266,MNG259,41590410,376161055B,1990-01-01,AEE000, ,STT000,1, ,8.22E+13,
166,AE260,99920150440,MNG259,41590350,376151042B,1990-01-01,AEE000, ,STT000,1, ,99920150649,
167,AE260,99920150441,MNG259,41590350,376151032A,1990-01-01,AEE000, ,STT000,1, ,99920150649,
168,AE260,99920150447,MNG259,41590350,376151023B,1990-01-01,AEE000, ,STT000,1, ,99920150649,
169,AE260,99920150448,MNG259,41590350,376151023B,1990-01-01,AEE000, ,STT000,1, ,99920150649,
170,AE260,99920150449,MNG259,41590350,376151022D,1990-01-01,AEE000, ,STT000,1, ,99920150649,
171,AE260,99920150450,MNG259,41590350,376151022D,1990-01-01,AEE000, ,STT000,1, ,99920150649,
172,AE260,99920150452,MNG259,41590350,376151014A,1990-01-01,AEE000, ,STT000,1, ,99920150649,
173,AE260,99920150337,MNG259,41590330,376160619D,1990-01-01,AEE000, ,STT000,1, ,99920150648,
174,AE260,99920150490,MNG259,41590340,376150527D,1990-01-01,AEE000, ,STT000,1, ,99920150617,
175,AE260,99920150491,MNG259,41590340,376150519B,1990-01-01,AEE000, ,STT000,1, ,99920150617,
176,AE260,99920150493,MNG259,41590340,376150519B,1990-01-01,AEE000, ,STT000,1, ,99920150617,
177,AE260,99920150492,MNG259,41590340,376150519A,1990-01-01,AEE000, ,STT000,1, ,99920150617,
178,AE260,99920150483,MNG259,41590340,376150546C,1990-01-01,AEE000, ,STT000,1, ,99920150611,
179,AE260,99920150488,MNG259,41590340,376150535D,1990-01-01,AEE000, ,STT000,1, ,99920150611,
180,AE260,99920150476,MNG259,41590340,376150586B,1990-01-01,AEE000, ,STT000,1, ,99920150613,
181,AE260,99920150477,MNG259,41590340,376150586B,1990-01-01,AEE000, ,STT000,1, ,99920150613,
182,AE260,99920150505,MNG259,41590340,376150414C,1990-01-01,AEE000, ,STT000,1, ,99920150620,
183,AE260,99920150243,MNG259,41590600,377130766B,1990-01-01,AEE000, ,STT000,1, ,99920150019,
184,AE260,99920150125,MNG259,41590259,376161359D,1990-01-01,AEE000, ,STT000,1, ,99920150402,
185,AE260,99920150217,MNG259,41590360,376160883A,1990-01-01,AEE000, ,STT000,1, ,99920150348,
186,AE260,99920150334,MNG259,41590262,376160640B,1990-01-01,AEE000, ,STT000,1, ,99920150253,
187,AE260,99920150406,MNG259,41590330,376160197B,1990-01-01,AEE000, ,STT000,1, ,99920150570,
188,AE260,99920150414,MNG259,41590330,376160184A,1990-01-01,AEE000, ,STT000,1, ,99920150570,
189,AE260,8.22E+13,MNG259,41590253,376160449A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
190,AE260,8.22E+13,MNG259,41590253,376160439C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
191,AE260,8.22E+13,MNG259,41590253,376160439C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
192,AE260,8.22E+13,MNG259,41590253,376160439B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
193,AE260,8.22E+13,MNG259,41590253,376160439B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
194,AE260,8.22E+13,MNG259,41590253,376160450B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
195,AE260,8.22E+13,MNG259,41590253,376160450B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
196,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
197,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
198,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
199,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
200,AE260,8.22E+13,MNG259,41590253,376160460B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
201,AE260,99920150494,MNG259,41590340,376150513A,1990-01-01,AEE000, ,STT000,1, ,99920150622,
202,AE260,99920150472,MNG259,41590330,376150599B,1990-01-01,AEE000, ,STT000,1, ,99920150651,
203,AE260,99920150474,MNG259,41590330,376150589C,1990-01-01,AEE000, ,STT000,1, ,99920150651,
204,AE260,99920150400,MNG259,41590262,376122253A,1990-01-01,AEE000, ,STT000,1, ,99920150568,
205,AE260,99920150401,MNG259,41590262,376122243C,1990-01-01,AEE000, ,STT000,1, ,99920150568,
206,AE260,99920150385,MNG259,41590262,376160204B,1990-01-01,AEE000, ,STT000,1, ,99920150568,
207,AE260,99920150396,MNG259,41590262,376122294A,1990-01-01,AEE000, ,STT000,1, ,99920150568,
208,AE260,99920150397,MNG259,41590262,376122274A,1990-01-01,AEE000, ,STT000,1, ,99920150568,
209,AE260,99920150359,MNG259,41590262,376160265A,1990-01-01,AEE000, ,STT000,1, ,99920150568,
953,AE260,99920150290,MNG259,41590310,376122348C,1990-01-01,AEE000, ,STT000,1, ,99920150169,
954,AE260,99920150291,MNG259,41590310,376122348C,1990-01-01,AEE000, ,STT000,1, ,99920150169,
955,AE260,99920150346,MNG259,41590320,376160316A,1990-01-01,AEE000, ,STT000,1, ,99920150080,
956,AE260,8.22E+13,MNG259,41590259,376161522C,2020-01-01,AEE003,농심물류센터,STT001,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
957,AE260,99920150173,MNG259,41590360,376161385B,1990-01-01,AEE000, ,STT000,1, ,99920150491,
958,AE260,99920150171,MNG259,41590360,376161385A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
959,AE260,99920150157,MNG259,41590370,376161717A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
960,AE260,99920150158,MNG259,41590370,376161717A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
961,AE260,99920150159,MNG259,41590370,376161708A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
962,AE260,99920150160,MNG259,41590370,376161707D,1990-01-01,AEE000, ,STT000,1, ,99920150491,
963,AE260,99920150161,MNG259,41590370,376161707D,1990-01-01,AEE000, ,STT000,1, ,99920150491,
964,AE260,99920150164,MNG259,41590370,376161394A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
965,AE260,99920150165,MNG259,41590370,376161394A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
966,AE260,99920150166,MNG259,41590370,376161394A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
967,AE260,99920150167,MNG259,41590370,376161392B,1990-01-01,AEE000, ,STT000,1, ,99920150491,
968,AE260,99920150168,MNG259,41590370,376161392A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
969,AE260,99920150169,MNG259,41590370,376161391A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
970,AE260,99920150170,MNG259,41590370,376161391A,1990-01-01,AEE000, ,STT000,1, ,99920150491,
971,AE260,99920150185,MNG259,41590370,376161299B,1990-01-01,AEE000, ,STT000,1, ,99920150491,
972,AE260,99920150186,MNG259,41590370,376161299B,1990-01-01,AEE000, ,STT000,1, ,99920150491,
973,AE260,8.21E+13,MNG259,41590140,376122247D,2020-01-01,AEE003, ,STT002,1, ,8.21E+13,
974,AE260,8.21E+13,MNG259,41590140,376122245C,2019-01-01,AEE003, ,STT002,1, ,8.21E+13,
975,AE260,8.21E+13,MNG259,41590140,376122245A,2019-01-01,AEE003, ,STT002,1, ,8.21E+13,
976,AE260,8.21E+13,MNG259,41590140,376122244A,2019-01-01,AEE003, ,STT002,1, ,8.21E+13,
977,AE260,8.21E+13,MNG259,41590140,376122244A,2019-01-01,AEE003, ,STT002,1, ,8.21E+13,
978,AE260,9.00E+13,MNG259,41590420,377130866D,,AEE001, ,STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
979,AE260,9.00E+13,MNG259,41590420,377130779D,,AEE001,A85,STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
980,AE260,9.00E+13,MNG259,41590420,377130779D,,AEE001,A85,STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
981,AE260,99920150432,MNG259,41590350,376151077B,1990-01-01,AEE000, ,STT000,1, ,99920150667,
982,AE260,99920150433,MNG259,41590350,376151077B,1990-01-01,AEE000, ,STT000,1, ,99920150667,
983,AE260,99920150434,MNG259,41590350,376151077B,1990-01-01,AEE000, ,STT000,1, ,99920150667,
984,AE260,99920150435,MNG259,41590350,376151069C,1990-01-01,AEE000, ,STT000,1, ,99920150667,
985,AE260,99920150436,MNG259,41590350,376151068D,1990-01-01,AEE000, ,STT000,1, ,99920150667,
986,AE260,99920150426,MNG259,41590350,376151503A,1990-01-01,AEE000, ,STT000,1, ,99920150665,
987,AE260,99920150427,MNG259,41590350,376151502D,1990-01-01,AEE000, ,STT000,1, ,99920150665,
988,AE260,1.21E+13,MNG259,41590600,377130856C,2017-12-30,AEE003, ,STT002,1,"동탄물류단지 도로 및 상,하수도 GIS DB구축 사업",1.21E+13,
989,AE260,2.21E+13,MNG259,41590550,377130244A,2018-05-01,AEE004, ,STT002,1,화성 반월동 아파트 신축공사 GIS DB 구축용역,2.21E+13,
990,AE260,99920150267,MNG259,41590570,376161010D,1990-01-01,AEE000, ,STT000,1, ,99920150561,
991,AE260,99920150268,MNG259,41590570,376161010D,1990-01-01,AEE000, ,STT000,1, ,99920150561,
992,AE260,99920150269,MNG259,41590570,376161009B,1990-01-01,AEE000, ,STT000,1, ,99920150561,
993,AE260,2.21E+13,MNG000,41590560,376160556D,2022-08-01,AEE003,기안2동,STT002,1,화성 기안 도시계획시설공사 GIS DB 구축용역,2.21E+13,
994,AE260,2.21E+13,MNG000,41590560,376160556D,2022-08-01,AEE003,기안2동,STT002,1,화성 기안 도시계획시설공사 GIS DB 구축용역,2.21E+13,
