도형번호,지형지물부호,관리번호,관리기관,행정읍면동,도엽번호,설치일자,정류장종류,정류장명,정류장유형,대장초기화여부,비고,도로구간번호,
7,AE260,99920150232,MNG259,41590600,377130895B,1990-01-01,AEE000, ,STT000,1, ,99920150050,
8,AE260,99920150112,MNG259,41590259,376161437C,1990-01-01,AEE000, ,STT000,1, ,99920150390,
9,AE260,99920150113,MNG259,41590259,376161437C,1990-01-01,AEE000, ,STT000,1, ,99920150390,
10,AE260,99920150114,MNG259,41590259,376161436C,1990-01-01,AEE000, ,STT000,1, ,99920150390,
11,AE260,99920150115,MNG259,41590259,376161436C,1990-01-01,AEE000, ,STT000,1, ,99920150390,
12,AE260,9.00E+13,MNG259,41590420,377130862D,,AEE001,"아이파크,부영A73블럭",STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
13,AE260,9.00E+13,MNG259,41590420,377130863D,,AEE001,"부영A74블럭,아이파크",STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
14,AE260,9.00E+13,MNG259,41590420,377130863D,,AEE001,"아이파크,부영A74블럭",STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
15,AE260,9.00E+13,MNG259,41590420,377130864C,,AEE001,"부영A74블럭,A78블럭",STT002,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
16,AE260,8.30E+13,MNG259,41590340,376150510A,2019-12-21,AEE003, ,STT002,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
17,AE260,8.30E+13,MNG259,41590340,376150510A,2019-12-21,AEE003, ,STT002,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
18,AE260,8.30E+13,MNG259,41590340,376122193D,2019-12-21,AEE003, ,STT002,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
19,AE260,8.30E+13,MNG259,41590340,376122196D,2019-12-21,AEE003, ,STT002,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
20,AE260,99920150404,MNG259,41590330,376160621A,1990-01-01,AEE000, ,STT000,1, ,99920150649,
21,AE260,99920150442,MNG259,41590330,376151030A,1990-01-01,AEE000, ,STT000,1, ,99920150649,
22,AE260,99920150444,MNG259,41590330,376151029A,1990-01-01,AEE000, ,STT000,1, ,99920150649,
23,AE260,99920150446,MNG259,41590330,376151026D,1990-01-01,AEE000, ,STT000,1, ,99920150649,
24,AE260,99920150445,MNG259,41590330,376151026C,1990-01-01,AEE000, ,STT000,1, ,99920150649,
25,AE260,99920150120,MNG259,41590259,376161417D,1990-01-01,AEE000, ,STT000,1, ,99920150444,
26,AE260,99920150273,MNG259,41590253,376160435B,1990-01-01,AEE000, ,STT000,1, ,99920150216,
27,AE260,8.89E+11,MNG259,41590259,376161810B,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),618100679,
28,AE260,8.22E+13,MNG259,41590350,376150974A,2017-12-31,AEE003,살곶이마을,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
29,AE260,8.22E+13,MNG259,41590350,376150974A,2017-12-31,AEE003,살곶이마을,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
30,AE260,8.22E+13,MNG259,41590350,376150974B,2017-12-31,AEE003,송교1리입구,STT001,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
31,AE260,8.22E+13,MNG259,41590350,376150974B,2017-12-31,AEE003,송교1리입구,STT002,1,백미-송교간 도로확포장공사 GIS DB 구축용역,8.22E+13,
32,AE260,9.00E+13,MNG259,41590000,377130831D,2016-01-01,AEE003,반포3금강,STT001,1, ,9.00E+13,
33,AE260,9.00E+13,MNG259,41590000,377130720D,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
34,AE260,9.00E+13,MNG259,41590000,377130720D,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
35,AE260,9.00E+13,MNG259,41590000,377130821A,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
36,AE260,9.00E+13,MNG259,41590000,377130730D,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
37,AE260,9.00E+13,MNG259,41590000,377130821C,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
38,AE260,9.00E+13,MNG259,41590000,377130821C,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
39,AE260,9.00E+13,MNG259,41590000,377130832A,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
40,AE260,9.00E+13,MNG259,41590000,377130833B,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
41,AE260,9.00E+13,MNG259,41590000,377130833A,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
42,AE260,9.00E+13,MNG259,41590000,377130842C,2016-01-01,AEE003,LH,STT002,1, ,9.00E+13,
43,AE260,9.00E+13,MNG259,41590000,377130831D,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
44,AE260,9.00E+13,MNG259,41590000,377130842C,2016-01-01,AEE003,LH,STT002,1, ,9.00E+13,
45,AE260,9.00E+13,MNG259,41590000,377130831D,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
46,AE260,9.00E+13,MNG259,41590000,377130710A,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
47,AE260,9.00E+13,MNG259,41590000,377130200C,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
48,AE260,9.00E+13,MNG259,41590000,377130710A,2016-01-01,AEE003, ,STT002,1, ,9.00E+13,
49,AE260,9.00E+13,MNG259,41590000,377130821A,2016-01-01,AEE003,의료시설부지,STT001,1, ,9.00E+13,
50,AE260,9.00E+13,MNG259,41590000,377130843B,2016-01-01,AEE003,호반베르디움3차,STT001,1, ,9.00E+13,
51,AE260,9.00E+13,MNG259,41590000,377130832D,2016-01-01,AEE003,금강,STT001,1, ,9.00E+13,
52,AE260,9.00E+13,MNG259,41590000,377130832D,2016-01-01,AEE003,센트럴힐즈금강,STT001,1, ,9.00E+13,
53,AE260,9.00E+13,MNG259,41590000,377130831D,2016-01-01,AEE003,반도유보라,STT001,1, ,9.00E+13,
54,AE260,9.00E+13,MNG259,41590000,377130832C,2016-01-01,AEE003,반도유보라,STT001,1, ,9.00E+13,
55,AE260,9.00E+13,MNG259,41590000,377130200C,2016-01-01,AEE003, ,STT001,1, ,9.00E+13,
56,AE260,99920150270,MNG259,41590570,376161009B,1990-01-01,AEE000, ,STT000,1, ,99920150561,
801,AE260,2.06E+11,MNG259,41590000,377130299B,2016-01-01,AEE003, ,STT002,1, ,26302990561,
802,AE260,2.06E+11,MNG259,41590000,377130289B,2016-01-01,AEE003, ,STT002,1, ,26302890586,
803,AE260,2.06E+11,MNG259,41590000,377130299B,2016-01-01,AEE003, ,STT002,1, ,26302990561,
804,AE260,2.06E+11,MNG259,41590000,377130289A,2016-01-01,AEE003,한미약품,STT001,1, ,26302890593,
805,AE260,2.06E+11,MNG259,41590000,377130299A,2016-01-01,AEE003, ,STT002,1, ,26302980567,
806,AE260,2.06E+11,MNG259,41590000,377130299A,2016-01-01,AEE003, ,STT002,1, ,26302980567,
807,AE260,2.06E+11,MNG259,41590000,377130709B,2016-01-01,AEE003, ,STT002,1, ,26307090531,
808,AE260,99920150283,MNG259,41590320,376160309A,1990-01-01,AEE000, ,STT000,1, ,99920150072,
809,AE260,9.00E+13,MNG409,41590262,376160284B,2017-01-01,AEE005,임시,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
810,AE260,9.00E+13,MNG409,41590262,376160284B,2017-01-01,AEE003,남양사거리,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
811,AE260,9.00E+13,MNG409,41590262,376160284B,2017-01-01,AEE003,남양사거리,STT001,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
812,AE260,9.00E+13,MNG409,41590262,376160284C,2017-01-01,AEE003,남양성지,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
813,AE260,9.00E+13,MNG409,41590262,376160275D,2017-01-01,AEE003,남양읍행정복지센타,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
814,AE260,9.00E+13,MNG409,41590262,376160275D,2017-01-01,AEE003,남양읍행정복지센타,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
815,AE260,9.00E+13,MNG409,41590262,376160275D,2017-01-01,AEE003,남양읍행정복지센타,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
816,AE260,9.00E+13,MNG409,41590262,376160275D,2017-01-01,AEE003,남양읍행정복지센타,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),9.00E+13,
817,AE260,9.00E+13,MNG409,41590262,376160285D,2017-01-01,AEE003,남양고,STT001,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),0,
818,AE260,9.00E+13,MNG409,41590262,376160286C,2017-01-01,AEE003,남양고,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),0,
819,AE260,9.00E+13,MNG409,41590262,376160717B,2017-01-01,AEE003,임시,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),0,
820,AE260,9.00E+13,MNG409,41590262,376160287A,2017-01-01,AEE003,남양동광뷰엘,STT002,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),0,
821,AE260,9.00E+13,MNG409,41590262,376160286B,2017-01-01,AEE003,남양동광뷰엘,STT001,1,화성 남양 뉴타운 도로 및 지하시설물 GIS 구축 용역(2차),0,
822,AE260,3.22E+13,MNG409,41590510,376160298B,2018-01-01,AEE003,신경대학교,STT001,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
823,AE260,3.22E+13,MNG409,41590510,376160298B,2018-01-01,AEE003, ,STT002,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
824,AE260,3.22E+13,MNG409,41590510,376160298B,2018-01-01,AEE003, ,STT002,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
825,AE260,3.22E+13,MNG409,41590510,376160287D,2018-01-01,AEE003,남양아이파크,STT001,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
826,AE260,3.22E+13,MNG409,41590510,376160287B,2018-01-01,AEE003,남양뉴타운1단지,STT001,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
827,AE260,3.22E+13,MNG409,41590510,376160287B,2018-01-01,AEE003,남양뉴타운9단지,STT001,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
828,AE260,3.22E+13,MNG409,41590510,376160288A,2018-01-01,AEE003,남양뉴타운9단지,STT001,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
829,AE260,3.22E+13,MNG409,41590510,376160277C,2018-01-01,AEE003,남양뉴타운4단지,STT002,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
830,AE260,3.22E+13,MNG409,41590510,376160277D,2018-01-01,AEE003,남양우림필유,STT002,1,화성남양뉴타운 도로 및 지하시설물 GIS DB 구축 용역,3.22E+13,
831,AE260,2.15E+11,MNG259,41590590,377130383C,2014-01-01,AEE003,상록APT,STT002,1, ,21530383507,
832,AE260,2.15E+11,MNG259,41590590,377130381A,2014-01-01,AEE003,시범단지입구,STT002,1, ,21530290298,
833,AE260,2.15E+11,MNG259,41590590,377130290B,2014-01-01,AEE003,시범단지입구,STT002,1, ,21530290298,
834,AE260,2.15E+11,MNG259,41590590,377130290D,2014-01-01,AEE003,GS자이APT,STT002,1, ,21530290519,
835,AE260,2.15E+11,MNG259,41590590,377130290B,2014-01-01,AEE003,GS자이APT,STT002,1, ,21530290243,
836,AE260,2.15E+11,MNG259,41590590,377130382B,2014-01-01,AEE003,성원APT,STT002,1, ,21530382294,
837,AE260,2.15E+11,MNG259,41590590,377130382B,2014-01-01,AEE003,성원APT,STT002,1, ,21530382294,
838,AE260,2.15E+11,MNG259,41590590,377130381B,2014-01-01,AEE003,동탄4동 주민센터,STT002,1, ,21530381296,
839,AE260,2.15E+11,MNG259,41590590,377130381B,2014-01-01,AEE003,동탄4동 주민센터,STT002,1, ,21530381296,
840,AE260,2.15E+11,MNG259,41590590,377130395C,2014-01-01,AEE003,KCC스위첸,STT002,1, ,21530395536,
841,AE260,2.15E+11,MNG259,41590590,377130396D,2014-01-01,AEE003,단독주택,STT002,1, ,21530396526,
842,AE260,2.15E+11,MNG259,41590590,377130396C,2014-01-01,AEE003,단독주택,STT002,1, ,21530395543,
843,AE260,2.15E+11,MNG259,41590590,377130395B,2014-01-01,AEE003,KCC스위첸,STT002,1, ,21530395536,
844,AE260,2.15E+11,MNG259,41590588,377130804D,2014-01-01,AEE003,예솔초등학교,STT002,1, ,21530804538,
845,AE260,2.15E+11,MNG259,41590588,377130814B,2014-01-01,AEE003, ,STT002,1, ,21530804540,
846,AE260,2.15E+11,MNG259,41590588,377130804A,2014-01-01,AEE003,호반베르디움,STT002,1, ,21530804538,
847,AE260,2.15E+11,MNG259,41590588,377130394C,2014-01-01,AEE003,신안인스빌2차,STT002,1, ,21530393017,
848,AE260,2.15E+11,MNG259,41590588,377130393D,2014-01-01,AEE003,모아미래도아파트,STT002,1, ,21530393016,
849,AE260,2.15E+11,MNG259,41590588,377130393D,2014-01-01,AEE003,반도1차아파트,STT002,1, ,21530393016,
850,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,기아후문입구,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
57,AE260,99920150065,MNG259,41590400,376162018A,1990-01-01,AEE000, ,STT000,1, ,99920150670,
58,AE260,99920150244,MNG259,41590600,377130758A,1990-01-01,AEE000, ,STT000,1, ,99920150525,
59,AE260,99920150246,MNG259,41590600,377130748B,1990-01-01,AEE000, ,STT000,1, ,99920150525,
60,AE260,99920150248,MNG259,41590600,377130748B,1990-01-01,AEE000, ,STT000,1, ,99920150525,
61,AE260,99920150245,MNG259,41590600,377130748C,1990-01-01,AEE000, ,STT000,1, ,99920150525,
62,AE260,99920150247,MNG259,41590600,377130748C,1990-01-01,AEE000, ,STT000,1, ,99920150525,
63,AE260,99920150250,MNG259,41590600,377130738B,1990-01-01,AEE000, ,STT000,1, ,99920150525,
64,AE260,99920150251,MNG259,41590600,377130738B,1990-01-01,AEE000, ,STT000,1, ,99920150525,
65,AE260,99920150133,MNG259,41590370,376161851D,1990-01-01,AEE000, ,STT000,1, ,99920150706,
66,AE260,99920150008,MNG259,41590370,376161842B,1990-01-01,AEE000, ,STT000,1, ,99920150706,
67,AE260,99920150134,MNG259,41590370,376161842B,1990-01-01,AEE000, ,STT000,1, ,99920150706,
68,AE260,99920150135,MNG259,41590370,376161842B,1990-01-01,AEE000, ,STT000,1, ,99920150706,
69,AE260,99920150136,MNG259,41590370,376161833C,1990-01-01,AEE000, ,STT000,1, ,99920150706,
70,AE260,99920150137,MNG259,41590370,376161833C,1990-01-01,AEE000, ,STT000,1, ,99920150706,
71,AE260,99920150376,MNG259,41590115,376160231D,1990-01-01,AEE000, ,STT000,1, ,99920150590,
72,AE260,99920150487,MNG259,41590340,376150536B,1990-01-01,AEE000, ,STT000,1, ,99920150622,
73,AE260,8.22E+13,MNG259,41590410,376161503C,2020-01-01,AEE003,동오첨단산업단지,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
74,AE260,8.22E+13,MNG259,41590410,376161093B,2020-01-01,AEE003,문학1리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
75,AE260,8.22E+13,MNG259,41590410,376161094A,2020-01-01,AEE003,문학리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
76,AE260,8.22E+13,MNG259,41590410,376161093B,2020-01-01,AEE003,문학1리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
77,AE260,8.22E+13,MNG259,41590410,376161084C,2020-01-01,AEE003,문학리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
78,AE260,8.22E+13,MNG259,41590410,376161036C,2020-01-01,AEE003,보통3리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
79,AE260,8.22E+13,MNG259,41590410,376161036C,2020-01-01,AEE003,보통3리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
80,AE260,8.22E+13,MNG259,41590410,376161064D,2020-01-01,AEE003,오일리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
81,AE260,8.22E+13,MNG259,41590410,376161064D,2020-01-01,AEE003,오일리,STT002,1,화성향남2 주변도로 건설사업 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
82,AE260,8.22E+13,MNG259,41590253,376160459D,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
83,AE260,8.22E+13,MNG259,41590253,376160459D,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
84,AE260,8.22E+13,MNG259,41590253,376160460A,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
85,AE260,8.22E+13,MNG259,41590253,376160460A,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
86,AE260,8.22E+13,MNG259,41590253,376160449D,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
87,AE260,8.22E+13,MNG259,41590253,376160449D,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
88,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
89,AE260,8.22E+13,MNG259,41590253,376160541C,2020-01-01,AEE003, ,STT001,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
90,AE260,8.22E+13,MNG259,41590253,376160449C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
91,AE260,8.22E+13,MNG259,41590253,376160449C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
92,AE260,8.22E+13,MNG259,41590253,376160459D,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
93,AE260,8.22E+13,MNG259,41590253,376160459D,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
94,AE260,8.22E+13,MNG259,41590253,376160470A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
95,AE260,8.22E+13,MNG259,41590253,376160470A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
96,AE260,8.22E+13,MNG259,41590253,376160440C,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
97,AE260,8.22E+13,MNG259,41590253,376160449B,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
98,AE260,8.22E+13,MNG259,41590253,376160440A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
99,AE260,8.22E+13,MNG259,41590253,376160440A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
100,AE260,8.22E+13,MNG259,41590253,376160449A,2020-01-01,AEE003, ,STT002,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
101,AE260,2.21E+13,MNG259,41590550,377130244A,2018-05-01,AEE004, ,STT002,1,화성 반월동 아파트 신축공사 GIS DB 구축용역,2.21E+13,
102,AE260,1.22E+13,MNG259,41590256,376161714C,2017-12-01,AEE003,한각리입구,STT001,1,우정읍 쌍봉로 보도설치공사 GIS DB 구축용역,1.22E+13,
103,AE260,9.00E+13,MNG259,41590000,377130884D,2016-01-01,AEE003,장지리,STT002,1, ,9.00E+13,
851,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,기아후문입구,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
852,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,양지편,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
853,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,양지편,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
854,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,삼주농장입구,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
855,AE260,8.22E+13,MNG407,41590520,377130261C,2018-06-01,AEE003,매향2리,STT002,1,매향리 연결도로 GIS DB구축,8.22E+13,
856,AE260,99920150031,MNG259,41590320,376160320D,1990-01-01,AEE000, ,STT000,1, ,99920150147,
857,AE260,99920150107,MNG259,41590259,376161469B,1990-01-01,AEE000, ,STT000,1, ,99920150462,
858,AE260,99920150108,MNG259,41590259,376161469B,1990-01-01,AEE000, ,STT000,1, ,99920150462,
859,AE260,99920150110,MNG259,41590259,376161447B,1990-01-01,AEE000, ,STT000,1, ,99920150462,
860,AE260,99920150256,MNG259,41590590,377130398B,1990-01-01,AEE000, ,STT000,1, ,99920150045,
861,AE260,99920150257,MNG259,41590590,377130395A,1990-01-01,AEE000, ,STT000,1, ,99920150013,
862,AE260,99920150258,MNG259,41590590,377130394A,1990-01-01,AEE000, ,STT000,1, ,99920150013,
863,AE260,99920150259,MNG259,41590590,377130392B,1990-01-01,AEE000, ,STT000,1, ,99920150013,
864,AE260,99920150249,MNG259,41590600,377130747C,1990-01-01,AEE000, ,STT000,1, ,99920150019,
865,AE260,99920150252,MNG259,41590600,377130736B,1990-01-01,AEE000, ,STT000,1, ,99920150019,
866,AE260,99920150063,MNG259,41590400,376162037A,1990-01-01,AEE000, ,STT000,1, ,99920150325,
867,AE260,99920150286,MNG259,41590310,376122400D,1990-01-01,AEE000, ,STT000,1, ,99920150201,
868,AE260,99920150132,MNG259,41590360,376160868B,1990-01-01,AEE000, ,STT000,1, ,99920150338,
869,AE260,1.21E+13,MNG259,41590520,377130261C,2017-12-01,AEE003,기산2통마을회관,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
870,AE260,1.21E+13,MNG259,41590520,377130261C,2017-12-01,AEE003,SK뷰2차아파트,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
871,AE260,1.21E+13,MNG259,41590520,377130261A,2017-12-01,AEE003,참누리아파트.기산중학교,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
872,AE260,1.21E+13,MNG259,41590520,377130261A,2017-12-01,AEE003,참누리아파트.기산중학교,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
873,AE260,1.21E+13,MNG259,41590570,377130192D,2017-10-30,AEE003,신안미지엘후문,STT001,1,화성 안녕동 우방아이유쉘 아파트 신축공사 중 GIS DB 구축용역,1.21E+13,
874,AE260,1.21E+13,MNG259,41590520,377130261D,2017-06-01,AEE003,뷰스테이션,STT002,1,"기산2지구 도시계획도로(중로2-42호,소로1-136호,소로3-31호) GIS DB 구축용역",1.21E+13,
875,AE260,1.22E+13,MNG259,41590340,376150438A,2017-10-12,AEE003,마산2리,STT002,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
876,AE260,1.22E+13,MNG259,41590340,376150438A,2017-10-12,AEE003,마산2리,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
877,AE260,1.22E+13,MNG259,41590340,376150437A,2017-10-12,AEE003,고포3리,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
878,AE260,1.22E+13,MNG259,41590340,376150426D,2017-10-12,AEE003,고포2리,STT002,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
879,AE260,1.22E+13,MNG259,41590340,376150426D,2017-10-12,AEE003,고포2리,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
880,AE260,1.22E+13,MNG259,41590340,376150426D,2017-10-12,AEE003,고포2리,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
881,AE260,1.22E+13,MNG259,41590340,376150427C,2017-10-12,AEE003,고포3리,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
882,AE260,1.22E+13,MNG259,41590340,376150439C,2017-10-12,AEE003,마산초교,STT001,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
883,AE260,1.21E+13,MNG259,41590520,377130261B,2017-12-01,AEE003,기산중.SK뷰2차아파트,STT002,1,"반월,기산지구 시가화예정구역 도로 및 하수관거 정비사업 GIS DB 구축용역",1.21E+13,
884,AE260,8.89E+11,MNG259,41590259,376161465C,2016-01-01,AEE003, ,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614650422,
885,AE260,8.89E+11,MNG259,41590259,376161474B,2016-01-01,AEE003,향남부영9단지,STT002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614740311,
886,AE260,2.22E+13,MNG259,41590400,376162043C,2018-01-01,AEE003,신왕공단,STT002,1,솔안고개 도로확포장공사 GIS DB 구축용역,2.22E+13,
887,AE260,2.22E+13,MNG259,41590400,376162043C,2018-01-01,AEE003,신왕공단,STT001,1,솔안고개 도로확포장공사 GIS DB 구축용역,2.22E+13,
888,AE260,2.22E+13,MNG259,41590400,376162043D,2018-01-01,AEE003,솔안고개,STT001,1,솔안고개 도로확포장공사 GIS DB 구축용역,2.22E+13,
889,AE260,2.22E+13,MNG259,41590400,376162043D,2018-01-01,AEE003,솔안고개,STT001,1,솔안고개 도로확포장공사 GIS DB 구축용역,2.22E+13,
890,AE260,1.22E+13,MNG259,41590256,376162150C,2017-09-10,AEE003,이화5리,STT002,1,시도79호선 도로확포장공사 GIS DB 구축용역,1.22E+13,
891,AE260,1.22E+13,MNG259,41590256,376162150C,2017-09-10,AEE003,이화리종점,STT001,1,시도79호선 도로확포장공사 GIS DB 구축용역,1.22E+13,
892,AE260,8.30E+13,MNG259,41590256,376162111C,2017-11-25,AEE003,매향,STT002,1,고온항 진입도로 개설공사 GIS DB 구축용역,8.30E+13,
