6워,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,교차시설명,교차연장,교차시설폭원,유효고,교차각도,교차로명,교차로수,교차방식,대장초기화여부,비고,도로구간번호,납품업체,로딩일자
353,AD010,8.99916E+13,41590000,377130853B,MNG305, ,17.02,10.06,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
354,AD010,8.99916E+13,41590000,377130853B,MNG305, ,17.06,20.04,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
355,AD010,8.99916E+13,41590000,377130853B,MNG305, ,17.1,20.02,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
356,AD010,8.99916E+13,41590000,377130853B,MNG305, ,18.21,20.03,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
357,AD010,8.99916E+13,41590000,377130853B,MNG305, ,17.06,10,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
358,AD010,8.99916E+13,41590000,377130853B,MNG305, ,27.05,9.96,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
359,AD010,8.99916E+13,41590000,377130853B,MNG305, ,16.98,10.04,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
360,AD010,8.99916E+13,41590000,377130853B,MNG305, ,27.27,9.9,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
361,AD010,8.99916E+13,41590000,377130843C,MNG305, ,25.71,24.07,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
362,AD010,8.99916E+13,41590000,377130843D,MNG305, ,20.88,24.03,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
363,AD010,8.99916E+13,41590000,377130842C,MNG305, ,36.55,50.49,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
364,AD010,8.99916E+13,41590000,377130842D,MNG305, ,21.13,23.92,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
365,AD010,8.99916E+13,41590000,377130842C,MNG305, ,22.19,54.99,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
366,AD010,8.99916E+13,41590000,377130841C,MNG305, ,34.56,20.49,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
367,AD010,8.99916E+13,41590000,377130841C,MNG305, ,17.5,23.03,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
368,AD010,8.99916E+13,41590000,377130750D,MNG305, ,14.54,22.92,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
369,AD010,8.99916E+13,41590000,377130760B,MNG305, ,23.08,14.52,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
370,AD010,8.99916E+13,41590000,377130851A,MNG305, ,23.04,14.51,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
371,AD010,8.99916E+13,41590000,377130760B,MNG305, ,15.01,14.56,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
372,AD010,8.99916E+13,41590000,377130760A,MNG305, ,22.61,12,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
373,AD010,8.99916E+13,41590000,377130720A,MNG305, ,27.59,42.43,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
374,AD010,8.99916E+13,41590000,377130730A,MNG305, ,14.8,17.46,0,0, ,3,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
375,AD010,8.99916E+13,41590000,377130730D,MNG305, ,19.3,43.23,0,0, ,4,RTR001,1, ,8.99916E+13,새한항업,2019-01-05
