도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,대장초기화여부,납품업체,로딩일자
2207,AE915,99920160110,41590340,376150555C,MNG244,1, ,
2208,AE915,99920160111,41590340,376150555C,MNG244,1, ,
2209,AE915,99920160112,41590340,376150554D,MNG244,1, ,
2210,AE915,99920160115,41590340,376150554D,MNG244,1, ,
2211,AE915,99920160124,41590340,376150554D,MNG244,1, ,
2212,AE915,99920160116,41590340,376150554B,MNG244,1, ,
2213,AE915,99920160117,41590340,376150554B,MNG244,1, ,
2214,AE916,99920160119,41590340,376150554B,MNG244,1, ,
2215,AE915,99920160120,41590340,376150554B,MNG244,1, ,
2216,AE915,99920160122,41590340,376150554B,MNG244,1, ,
2217,AE915,99920160361,41590340,376150522C,MNG244,1, ,
2218,AE915,99920160362,41590340,376150522C,MNG244,1, ,
2219,AE915,99920160365,41590340,376150521D,MNG244,1, ,
2220,AE915,99920160366,41590340,376150521D,MNG244,1, ,
2221,AE915,99920160368,41590340,376150521D,MNG244,1, ,
2222,AE914,104822,41590253,376160592D,MNG244,1, ,
2223,AE915,99920151821,41590400,376161928A,MNG244,1, ,
2224,AE916,99920156581,41590310,376122348C,MNG244,1, ,
2225,AE915,99920156582,41590310,376122348C,MNG244,1, ,
2226,AE915,99920150552,41590310,376122348B,MNG244,1, ,
2227,AE915,507743,41590410,377130661A,MNG244,1, ,
2228,AE914,500990,41590520,377130166A,MNG244,1, ,
2229,AE914,202128,41590400,376161560A,MNG244,1, ,
2230,AE915,506152,41590520,377130158A,MNG244,1, ,
2231,AE915,99920154124,41590360,376161305C,MNG244,1, ,
2232,AE915,99920154125,41590360,376161305C,MNG244,1, ,
2233,AE915,99920154128,41590360,376161305C,MNG244,1, ,
2234,AE915,99920154131,41590360,376161305C,MNG244,1, ,
2235,AE915,99920154122,41590360,376161305B,MNG244,1, ,
2236,AE915,99920154126,41590360,376161305B,MNG244,1, ,
2237,AE915,99920154127,41590360,376161305B,MNG244,1, ,
2238,AE915,99920154129,41590360,376161305B,MNG244,1, ,
2239,AE915,99920157233,41590107,376160740C,MNG244,1, ,
2240,AE915,99920156262,41590320,376160309D,MNG244,1, ,
2241,AE915,99920156263,41590320,376160309C,MNG244,1, ,
2242,AE915,99920156256,41590320,376160309B,MNG244,1, ,
2243,AE915,99920156257,41590320,376160309B,MNG244,1, ,
2244,AE915,99920156258,41590320,376160309B,MNG244,1, ,
2245,AE915,99920156265,41590320,376160309B,MNG244,1, ,
2246,AE915,99920159181,41590350,376151428D,MNG244,1, ,
2247,AE915,99920159182,41590350,376151428D,MNG244,1, ,
2248,AE916,99920159183,41590350,376151428D,MNG244,1, ,
2249,AE915,99920159184,41590350,376151428D,MNG244,1, ,
2250,AE915,99920159168,41590350,376151428B,MNG244,1, ,
2251,AE915,99920159169,41590350,376151428B,MNG244,1, ,
2252,AE915,99920159170,41590350,376151428B,MNG244,1, ,
2253,AE915,99920151438,41590410,377130685B,MNG244,1, ,
2254,AE915,99920151439,41590410,377130685B,MNG244,1, ,
2255,AE916,99920151440,41590410,377130685B,MNG244,1, ,
2256,AE915,99920151441,41590410,377130685B,MNG244,1, ,
2257,AE916,99920151442,41590410,377130685B,MNG244,1, ,
2258,AE915,99920151443,41590410,377130685B,MNG244,1, ,
2259,AE915,99920155586,41590590,377130398B,MNG244,1, ,
2260,AE915,99920159213,41590350,376151409B,MNG244,1, ,
2261,AE915,99920159479,41590350,376151054C,MNG244,1, ,
2262,AE915,99920158084,41590109,376160255C,MNG244,1, ,
2263,AE915,99920158086,41590109,376160255C,MNG244,1, ,
2264,AE915,99920158083,41590109,376160255B,MNG244,1, ,
2265,AE915,99920155633,41590590,377130395A,MNG244,1, ,
2266,AE915,99920150773,41590370,376162210A,MNG244,1, ,
2267,AE915,99920159274,41590350,376151086C,MNG244,1, ,
2268,AE915,99920158003,41590108,376160268B,MNG244,1, ,
2269,AE916,99920151523,41590400,376162041D,MNG244,1, ,
2270,AE915,99920151482,41590400,376162051C,MNG244,1, ,
2271,AE915,99920158321,41590330,376160168A,MNG244,1, ,
2272,AE915,99920159279,41590350,376151086B,MNG244,1, ,
2273,AE915,99920157676,41590108,376160361C,MNG244,1, ,
2274,AE915,99920160275,41590340,376150539B,MNG244,1, ,
2275,AE915,99920158186,41590320,376160219B,MNG244,1, ,
2276,AE915,99920150787,41590370,376162203A,MNG244,1, ,
2277,AE915,99920159664,41590350,376150979B,MNG244,1, ,
2278,AE915,99920159232,41590350,376151094A,MNG244,1, ,
2279,AE915,99920150690,41590370,376162230A,MNG244,1, ,
2280,AE916,99920159451,41590330,376151057B,MNG244,1, ,
2281,AE916,99920152247,41590259,376161526D,MNG244,1, ,
2282,AE915,99920152248,41590259,376161526D,MNG244,1, ,
2283,AE916,99920151324,41590256,376161679C,MNG244,1, ,
2284,AE916,99920151325,41590256,376161679C,MNG244,1, ,
2285,AE915,99920152091,41590400,376161579A,MNG244,1, ,
2286,AE915,99920151990,41590400,376161598A,MNG244,1, ,
2287,AE915,99920150561,41590370,376162342A,MNG244,1, ,
2288,AE915,99920150562,41590370,376162342A,MNG244,1, ,
2289,AE915,99920150563,41590370,376162342A,MNG244,1, ,
2290,AE915,99920157149,41590102,376160746A,MNG244,1, ,
2291,AE915,99920158989,41590340,376160161A,MNG244,1, ,
2292,AE916,99920151373,41590410,377131142A,MNG244,1, ,
2293,AE915,99920155972,41590320,376160810D,MNG244,1, ,
2294,AE915,99920155973,41590320,376160810D,MNG244,1, ,
2295,AE915,99920155974,41590320,376160810D,MNG244,1, ,
2296,AE916,99920159238,41590350,376151094D,MNG244,1, ,
2297,AE915,99920159230,41590350,376151094B,MNG244,1, ,
2298,AE916,99920159235,41590350,376151094B,MNG244,1, ,
2299,AE916,99920150601,41590370,376162303B,MNG244,1, ,
2300,AE915,99920150596,41590370,376162303A,MNG244,1, ,
2301,AE914,107782,41590253,376160967D,MNG244,1, ,
2302,AE915,99920151884,41590400,376161919C,MNG244,1, ,
2303,AE915,99920151984,41590400,376161598A,MNG244,1, ,
2304,AE915,99920158312,41590330,376160178B,MNG244,1, ,
2305,AE915,99920158371,41590330,376160149A,MNG244,1, ,
2306,AE915,99920158372,41590330,376160149A,MNG244,1, ,
3707,AE916,99920150635,41590370,376162239B,MNG244,1, ,
3708,AE915,99920150629,41590370,376162239A,MNG244,1, ,
3709,AE915,99920150630,41590370,376162239A,MNG244,1, ,
3710,AE915,99920150631,41590370,376162239A,MNG244,1, ,
3711,AE915,102128,41590560,376160559D,MNG244,1, ,
3712,AE914,107709,41590253,376160967B,MNG244,1, ,
3713,AE914,501665,41590570,377130182B,MNG244,1, ,
3714,AE915,99920159291,41590350,376151083B,MNG244,1, ,
3715,AE915,99920156202,41590320,376160398D,MNG244,1, ,
3716,AE310,99920156190,41590320,376160398C,MNG244,1, ,
3717,AE915,99920156198,41590320,376160398C,MNG244,1, ,
3718,AE914,109451,41590410,376161507B,MNG244,1, ,
3719,AE915,203087,41590259,376161422A,MNG244,1, ,
3720,AE915,99920151603,41590400,376162015D,MNG244,1, ,
3721,AE915,99920159996,41590340,376150576D,MNG244,1, ,
3722,AE915,99920157079,41590102,376160753B,MNG244,1, ,
3723,AE915,99920155032,41590104,376160777B,MNG244,1, ,
3724,AE916,99920158442,41590320,376122371C,MNG244,1, ,
3725,AE915,99920159188,41590350,376151419B,MNG244,1, ,
3726,AE914,503258,41590550,377130223D,MNG244,1, ,
3727,AE914,202079,41590259,376161555B,MNG244,1, ,
3728,AE914,107632,41590410,376161068A,MNG244,1, ,
3729,AE915,507617,41590570,377130602C,MNG244,1, ,
3730,AE914,202424,41590400,376162025C,MNG244,1, ,
3731,AE914,501038,41590520,377130168B,MNG244,1, ,
3732,AE915,99920155148,41590600,377130895A,MNG244,1, ,
3733,AE915,99920152812,41590259,376161340A,MNG244,1, ,
3734,AE916,99920156467,41590310,376122445C,MNG244,1, ,
3735,AE916,99920156468,41590310,376122445C,MNG244,1, ,
3736,AE915,99920155363,41590588,377130801C,MNG244,1, ,
3737,AE915,99920159280,41590350,376151086B,MNG244,1, ,
3738,AE915,99920159918,41590340,376150586C,MNG244,1, ,
3739,AE915,99920159701,41590350,376150966B,MNG244,1, ,
3740,AE915,99920159704,41590350,376150966B,MNG244,1, ,
3741,AE915,99920159654,41590350,376151001A,MNG244,1, ,
3742,AE915,99920150709,41590370,376162229B,MNG244,1, ,
3743,AE915,99920151553,41590400,376162031A,MNG244,1, ,
3744,AE915,99920158021,41590109,376160265C,MNG244,1, ,
3745,AE915,99920158025,41590109,376160265B,MNG244,1, ,
3746,AE915,99920158026,41590109,376160265B,MNG244,1, ,
3747,AE915,99920158027,41590109,376160265B,MNG244,1, ,
3748,AE915,99920158022,41590109,376160265A,MNG244,1, ,
3749,AE915,99920158023,41590109,376160265A,MNG244,1, ,
3750,AE915,99920160214,41590340,376150543D,MNG244,1, ,
3751,AE915,99920159952,41590340,376150580C,MNG244,1, ,
3752,AE916,99920160210,41590340,376150543C,MNG244,1, ,
3753,AE916,99920159592,41590330,376151027D,MNG244,1, ,
3754,AE915,202949,41590360,376160800B,MNG244,1, ,
3755,AE915,99920156583,41590310,376122340D,MNG244,1, ,
3756,AE916,99920159994,41590340,376150576D,MNG244,1, ,
3757,AE915,99920151413,41590410,377130695D,MNG244,1, ,
3758,AE916,99920151414,41590410,377130695C,MNG244,1, ,
3759,AE915,99920156303,41590310,376122491B,MNG244,1, ,
3760,AE915,99920155902,41590253,376160926C,MNG244,1, ,
3761,AE915,99920155945,41590320,376160820B,MNG244,1, ,
3762,AE915,99920155872,41590253,376160936D,MNG244,1, ,
3763,AE915,99920155163,41590600,377130895D,MNG244,1, ,
3764,AE915,99920156003,41590253,376160484A,MNG244,1, ,
3765,AE915,99920151565,41590400,376162026A,MNG244,1, ,
3766,AE915,99920156123,41590310,376160420A,MNG244,1, ,
3767,AE915,99920151799,41590259,376161933B,MNG244,1, ,
3768,AE916,99920151841,41590259,376161926A,MNG244,1, ,
3769,AE916,99920151842,41590259,376161926A,MNG244,1, ,
3770,AE916,99920151847,41590259,376161925B,MNG244,1, ,
3771,AE915,99920151848,41590259,376161925B,MNG244,1, ,
3772,AE915,99920151849,41590259,376161925B,MNG244,1, ,
3773,AE915,99920151850,41590259,376161925B,MNG244,1, ,
3774,AE916,99920151851,41590259,376161925B,MNG244,1, ,
3775,AE915,99920151852,41590259,376161925B,MNG244,1, ,
3776,AE915,99920151853,41590259,376161925B,MNG244,1, ,
3777,AE915,99920158844,41590330,376160192C,MNG244,1, ,
3778,AE915,99920158846,41590330,376160192C,MNG244,1, ,
3779,AE915,99920156177,41590310,376160405D,MNG244,1, ,
3780,AE915,99920156179,41590310,376160405D,MNG244,1, ,
3781,AE915,99920156338,41590310,376122474B,MNG244,1, ,
3782,AE915,99920156339,41590310,376122474B,MNG244,1, ,
3783,AE915,99920156340,41590310,376122474B,MNG244,1, ,
3784,AE916,99920158813,41590330,376160194C,MNG244,1, ,
3785,AE915,99920158815,41590330,376160194C,MNG244,1, ,
3786,AE915,99920158816,41590330,376160194C,MNG244,1, ,
3787,AE915,99920158817,41590330,376160194B,MNG244,1, ,
3788,AE915,99920159228,41590350,376151094D,MNG244,1, ,
3789,AE915,99920160226,41590340,376150542B,MNG244,1, ,
3790,AE915,99920160232,41590340,376150541C,MNG244,1, ,
3791,AE915,99920150045,41590107,376160720A,MNG244,1, ,
3792,AE915,99920150049,41590107,376160720A,MNG244,1, ,
3793,AE915,99920156379,41590310,376122471B,MNG244,1, ,
3794,AE915,99920156587,41590310,376122300B,MNG244,1, ,
3795,AE915,99920151394,41590410,377131123A,MNG244,1, ,
3796,AE915,99920158722,41590330,376160623D,MNG244,1, ,
3797,AE915,99920151908,41590400,376161910B,MNG244,1, ,
3798,AE915,99920157023,41590105,376160757B,MNG244,1, ,
3799,AE915,99920157028,41590105,376160757B,MNG244,1, ,
3800,AE916,99920159591,41590330,376151027D,MNG244,1, ,
3801,AE915,99920157896,41590320,376160305D,MNG244,1, ,
3802,AE915,99920151408,41590410,377131104B,MNG244,1, ,
3803,AE914,201095,41590360,376161310B,MNG244,1, ,
3804,AE915,99920150669,41590370,376162235C,MNG244,1, ,
3805,AE915,99920150670,41590370,376162235C,MNG244,1, ,
3806,AE916,99920157107,41590102,376160751B,MNG244,1, ,
5207,AE914,503250,41590550,377130224C,MNG244,1, ,
5208,AE915,99920156227,41590320,376160329C,MNG244,1, ,
5209,AE915,99920158077,41590108,376160258D,MNG244,1, ,
5210,AE915,99920158078,41590108,376160258D,MNG244,1, ,
5211,AE916,99920158062,41590108,376160258C,MNG244,1, ,
5212,AE915,99920158063,41590108,376160258C,MNG244,1, ,
5213,AE915,99920159095,41590350,376151502D,MNG244,1, ,
5214,AE915,99920155776,41590410,376161040D,MNG244,1, ,
5215,AE915,99920158071,41590108,376160258C,MNG244,1, ,
5216,AE915,99920158072,41590108,376160258C,MNG244,1, ,
5217,AE915,99920158073,41590108,376160258C,MNG244,1, ,
5218,AE915,99920158829,41590330,376160193C,MNG244,1, ,
5219,AE916,99920158831,41590330,376160193C,MNG244,1, ,
5220,AE915,99920158832,41590330,376160193C,MNG244,1, ,
5221,AE915,99920150151,41590330,376151026C,MNG244,1, ,
5222,AE916,99920159593,41590330,376151026C,MNG244,1, ,
5223,AE916,99920159594,41590330,376151026C,MNG244,1, ,
5224,AE915,99920159595,41590330,376151026C,MNG244,1, ,
5225,AE915,99920159598,41590330,376151026C,MNG244,1, ,
5226,AE915,99920159599,41590330,376151026C,MNG244,1, ,
5227,AE915,99920159600,41590330,376151025D,MNG244,1, ,
5228,AE915,99920159602,41590330,376151025D,MNG244,1, ,
5229,AE916,99920159603,41590330,376151020D,MNG244,1, ,
5230,AE915,99920159604,41590330,376151020C,MNG244,1, ,
5231,AE916,99920159611,41590330,376151019D,MNG244,1, ,
5232,AE915,99920159615,41590330,376151019D,MNG244,1, ,
5233,AE915,99920158314,41590330,376160178B,MNG244,1, ,
5234,AE915,99920159381,41590350,376151067A,MNG244,1, ,
5235,AE915,99920151522,41590400,376162041D,MNG244,1, ,
5236,AE915,99920155347,41590588,377130801C,MNG244,1, ,
5237,AE915,99920159392,41590350,376151067A,MNG244,1, ,
5238,AE915,99920151811,41590400,376161929A,MNG244,1, ,
5239,AE915,99920151813,41590400,376161929A,MNG244,1, ,
5240,AE915,99920151455,41590400,376162061A,MNG244,1, ,
5241,AE916,99920159690,41590350,376150970D,MNG244,1, ,
5242,AE915,99920159691,41590350,376150970D,MNG244,1, ,
5243,AE915,99920150588,41590370,376162311A,MNG244,1, ,
5244,AE915,99920156066,41590253,376160436A,MNG244,1, ,
5245,AE915,99920155001,41590106,376160780D,MNG244,1, ,
5246,AE915,99920155819,41590126,376161009C,MNG244,1, ,
5247,AE915,99920159606,41590330,376151019C,MNG244,1, ,
5248,AE915,99920155284,41590600,377130836C,MNG244,1, ,
5249,AE915,99920155285,41590600,377130836C,MNG244,1, ,
5250,AE916,99920155286,41590600,377130836C,MNG244,1, ,
5251,AE916,99920155287,41590600,377130836C,MNG244,1, ,
5252,AE916,99920155288,41590600,377130836C,MNG244,1, ,
5253,AE915,99920155281,41590600,377130836D,MNG244,1, ,
5254,AE915,99920155282,41590600,377130836D,MNG244,1, ,
5255,AE915,99920155289,41590600,377130835D,MNG244,1, ,
5256,AE915,99920157847,41590320,376160322C,MNG244,1, ,
5257,AE915,99920158999,41590340,376160154C,MNG244,1, ,
5258,AE915,99920156114,41590310,376160420A,MNG244,1, ,
5259,AE915,99920156117,41590310,376160420A,MNG244,1, ,
5260,AE914,505308,41590410,377130675D,MNG244,1, ,
5261,AE915,99920155666,41590590,377130393A,MNG244,1, ,
5262,AE915,99920151839,41590400,376161926B,MNG244,1, ,
5263,AE915,99920151840,41590400,376161926B,MNG244,1, ,
5264,AE916,99920151843,41590400,376161926A,MNG244,1, ,
5265,AE915,99920150655,41590370,376162238C,MNG244,1, ,
5266,AE915,99920150637,41590370,376162238B,MNG244,1, ,
5267,AE915,99920158725,41590330,376160622B,MNG244,1, ,
5268,AE915,99920155797,41590410,376161021C,MNG244,1, ,
5269,AE915,99920155844,41590253,376160957B,MNG244,1, ,
5270,AE915,99920155845,41590253,376160957B,MNG244,1, ,
5271,AE916,99920155846,41590253,376160957B,MNG244,1, ,
5272,AE915,99920155849,41590253,376160957B,MNG244,1, ,
5273,AE915,99920155850,41590253,376160957B,MNG244,1, ,
5274,AE915,99920155851,41590253,376160957B,MNG244,1, ,
5275,AE915,99920155847,41590253,376160957A,MNG244,1, ,
5276,AE915,99920155080,41590105,376160767D,MNG244,1, ,
5277,AE915,99920155075,41590104,376160767D,MNG244,1, ,
5278,AE915,99920155078,41590104,376160767D,MNG244,1, ,
5279,AE915,99920155082,41590104,376160767D,MNG244,1, ,
5280,AE915,99920155076,41590105,376160767B,MNG244,1, ,
5281,AE915,99920155083,41590105,376160767B,MNG244,1, ,
5282,AE915,99920155084,41590105,376160767B,MNG244,1, ,
5283,AE915,99920155079,41590104,376160767B,MNG244,1, ,
5284,AE915,99920155961,41590320,376160810B,MNG244,1, ,
5285,AE915,99920151877,41590400,376161919A,MNG244,1, ,
5286,AE915,99920151878,41590400,376161919A,MNG244,1, ,
5287,AE915,99920151879,41590400,376161919A,MNG244,1, ,
5288,AE916,99920155691,41590588,377130392A,MNG244,1, ,
5289,AE915,99920155692,41590588,377130392A,MNG244,1, ,
5290,AE915,99920158235,41590320,376160209C,MNG244,1, ,
5291,AE915,99920158236,41590320,376160209C,MNG244,1, ,
5292,AE916,99920160454,41590340,376150504D,MNG244,1, ,
5293,AE915,99920156215,41590320,376160350B,MNG244,1, ,
5294,AE915,99920156216,41590320,376160350B,MNG244,1, ,
5295,AE915,99920157715,41590320,376160346D,MNG244,1, ,
5296,AE915,99920157708,41590320,376160346C,MNG244,1, ,
5297,AE915,99920157709,41590320,376160346C,MNG244,1, ,
5298,AE915,99920157710,41590320,376160346C,MNG244,1, ,
5299,AE915,99920157711,41590320,376160346C,MNG244,1, ,
5300,AE915,99920151465,41590400,376162051A,MNG244,1, ,
5301,AE915,99920155162,41590600,377130895D,MNG244,1, ,
5302,AE915,99920155589,41590590,377130398B,MNG244,1, ,
5303,AE915,99920156327,41590310,376122482B,MNG244,1, ,
5304,AE915,99920158081,41590108,376160257D,MNG244,1, ,
5305,AE915,99920158059,41590108,376160258D,MNG244,1, ,
5306,AE915,99920157984,41590108,376160270D,MNG244,1, ,
703,AE915,99920155064,41590106,376160770C,MNG244,1, ,
704,AE915,99920155065,41590106,376160770C,MNG244,1, ,
705,AE915,99920155066,41590106,376160770C,MNG244,1, ,
706,AE915,99920153901,41590360,376161385B,MNG244,1, ,
707,AE915,99920153902,41590360,376161385B,MNG244,1, ,
708,AE915,99920150556,41590310,376122348B,MNG244,1, ,
709,AE915,99920150557,41590310,376122348B,MNG244,1, ,
710,AE915,99920150548,41590310,376122348A,MNG244,1, ,
711,AE915,99920150549,41590310,376122348A,MNG244,1, ,
712,AE915,99920150550,41590310,376122348A,MNG244,1, ,
713,AE915,99920150551,41590310,376122348A,MNG244,1, ,
714,AE915,99920150558,41590310,376122348A,MNG244,1, ,
715,AE915,99920151923,41590400,376161908D,MNG244,1, ,
716,AE916,99920150208,41590320,376160305A,MNG244,1, ,
717,AE915,99920150209,41590320,376160305A,MNG244,1, ,
718,AE916,99920150210,41590320,376160305A,MNG244,1, ,
719,AE915,99920157902,41590320,376160305A,MNG244,1, ,
720,AE915,99920157905,41590320,376160305A,MNG244,1, ,
721,AE915,99920150211,41590320,376160304D,MNG244,1, ,
722,AE915,99920150212,41590320,376160304D,MNG244,1, ,
723,AE915,99920150216,41590320,376160304D,MNG244,1, ,
724,AE915,99920150217,41590320,376160304D,MNG244,1, ,
725,AE915,99920150218,41590320,376160304D,MNG244,1, ,
726,AE915,99920150219,41590320,376160304D,MNG244,1, ,
727,AE915,99920150213,41590320,376160304C,MNG244,1, ,
728,AE915,99920150214,41590320,376160304C,MNG244,1, ,
729,AE915,99920150215,41590320,376160304C,MNG244,1, ,
730,AE915,99920150220,41590320,376160304C,MNG244,1, ,
731,AE915,99920156270,41590320,376160300C,MNG244,1, ,
732,AE915,99920150501,41590320,376160300B,MNG244,1, ,
733,AE915,99920150499,41590320,376160300A,MNG244,1, ,
734,AE915,99920150500,41590320,376160300A,MNG244,1, ,
735,AE915,99920150502,41590320,376160300A,MNG244,1, ,
736,AE916,99920158134,41590320,376160237C,MNG244,1, ,
737,AE916,99920158133,41590320,376160237A,MNG244,1, ,
738,AE915,99920156868,41590106,376160832A,MNG244,1, ,
739,AE915,99920156873,41590106,376160832A,MNG244,1, ,
740,AE915,99920158891,41590330,376160185C,MNG244,1, ,
741,AE915,99920159911,41590340,376150586C,MNG244,1, ,
742,AE915,99920150109,41590115,376160232C,MNG244,1, ,
743,AE915,99920150111,41590115,376160232C,MNG244,1, ,
744,AE915,99920160682,41590340,376112499B,MNG244,1, ,
745,AE915,99920156314,41590310,376122482C,MNG244,1, ,
746,AE915,99920158015,41590108,376160267B,MNG244,1, ,
747,AE915,99920158016,41590108,376160267B,MNG244,1, ,
748,AE915,99920152035,41590400,376161587D,MNG244,1, ,
749,AE915,99920155039,41590104,376160775A,MNG244,1, ,
750,AE915,99920155040,41590104,376160775A,MNG244,1, ,
751,AE915,99920155041,41590104,376160775A,MNG244,1, ,
752,AE916,99920155046,41590103,376160772C,MNG244,1, ,
753,AE916,99920155042,41590103,376160772B,MNG244,1, ,
754,AE916,99920155043,41590103,376160772B,MNG244,1, ,
755,AE916,99920155044,41590103,376160772B,MNG244,1, ,
756,AE915,99920155048,41590103,376160772B,MNG244,1, ,
757,AE915,99920155050,41590103,376160772B,MNG244,1, ,
758,AE915,99920155051,41590103,376160772B,MNG244,1, ,
759,AE916,99920155045,41590103,376160772A,MNG244,1, ,
760,AE915,99920155047,41590103,376160772A,MNG244,1, ,
761,AE915,99920155063,41590106,376160770D,MNG244,1, ,
762,AE915,99920158750,41590330,376160621C,MNG244,1, ,
763,AE915,99920156287,41590310,376122493B,MNG244,1, ,
764,AE915,99920157867,41590320,376160316C,MNG244,1, ,
765,AE915,99920156007,41590253,376160484B,MNG244,1, ,
766,AE916,99920154774,41590360,376160881C,MNG244,1, ,
767,AE916,99920158125,41590115,376160242A,MNG244,1, ,
768,AE915,99920158958,41590340,376160171D,MNG244,1, ,
769,AE915,99920155626,41590590,377130396B,MNG244,1, ,
770,AE915,99920159733,41590350,376150959A,MNG244,1, ,
771,AE916,99920158945,41590340,376160172D,MNG244,1, ,
772,AE914,99920155764,41590410,376161040D,MNG244,1, ,
773,AE915,99920154943,41590103,376160791B,MNG244,1, ,
774,AE915,99920155878,41590253,376160930D,MNG244,1, ,
775,AE915,99920155879,41590253,376160930D,MNG244,1, ,
776,AE915,99920155880,41590253,376160930D,MNG244,1, ,
777,AE915,99920155882,41590253,376160930D,MNG244,1, ,
778,AE915,99920155883,41590253,376160930D,MNG244,1, ,
779,AE915,99920155874,41590253,376160930C,MNG244,1, ,
780,AE915,99920155875,41590253,376160930C,MNG244,1, ,
781,AE916,99920155876,41590253,376160930C,MNG244,1, ,
782,AE915,99920157649,41590320,376160365B,MNG244,1, ,
783,AE915,99920157650,41590320,376160365B,MNG244,1, ,
784,AE915,99920157651,41590320,376160365B,MNG244,1, ,
785,AE915,99920157652,41590320,376160365B,MNG244,1, ,
786,AE915,99920157653,41590320,376160365B,MNG244,1, ,
787,AE915,99920155144,41590600,377130895A,MNG244,1, ,
788,AE915,99920151481,41590400,376162051A,MNG244,1, ,
789,AE915,99920151637,41590400,376161970D,MNG244,1, ,
790,AE915,99920151636,41590400,376161970B,MNG244,1, ,
791,AE916,99920151638,41590400,376161969D,MNG244,1, ,
792,AE915,99920151639,41590400,376161969D,MNG244,1, ,
793,AE916,99920158727,41590330,376160622A,MNG244,1, ,
794,AE915,99920156167,41590310,376160407C,MNG244,1, ,
795,AE915,99920159867,41590340,376150592D,MNG244,1, ,
796,AE915,99920158366,41590330,376160149C,MNG244,1, ,
797,AE915,99920158367,41590330,376160149A,MNG244,1, ,
798,AE915,99920151885,41590400,376161919C,MNG244,1, ,
799,AE915,99920151886,41590400,376161919C,MNG244,1, ,
800,AE916,99920159010,41590340,376160151B,MNG244,1, ,
801,AE915,99920158024,41590109,376160265A,MNG244,1, ,
802,AE915,99920158028,41590101,376160264D,MNG244,1, ,
2307,AE915,99920160315,41590340,376150532A,MNG244,1, ,
2308,AE915,99920160316,41590340,376150532A,MNG244,1, ,
2309,AE916,99920151711,41590400,376161958B,MNG244,1, ,
2310,AE915,99920151712,41590400,376161958B,MNG244,1, ,
2311,AE915,99920151713,41590400,376161956C,MNG244,1, ,
2312,AE915,99920151714,41590400,376161956C,MNG244,1, ,
2313,AE915,99920151715,41590400,376161956C,MNG244,1, ,
2314,AE915,99920151716,41590400,376161956C,MNG244,1, ,
2315,AE915,99920151720,41590400,376161955D,MNG244,1, ,
2316,AE915,99920151721,41590400,376161955D,MNG244,1, ,
2317,AE915,99920151719,41590400,376161955C,MNG244,1, ,
2318,AE916,99920151722,41590400,376161954D,MNG244,1, ,
2319,AE915,99920150261,41590400,376161953D,MNG244,1, ,
2320,AE915,99920160544,41590340,376150449D,MNG244,1, ,
2321,AE915,99920160541,41590340,376150449C,MNG244,1, ,
2322,AE915,99920160542,41590340,376150449C,MNG244,1, ,
2323,AE915,99920160543,41590340,376150449C,MNG244,1, ,
2324,AE915,99920160548,41590340,376150440D,MNG244,1, ,
2325,AE915,99920160556,41590340,376150440A,MNG244,1, ,
2326,AE916,99920160557,41590340,376150440A,MNG244,1, ,
2327,AE916,99920160558,41590340,376150440A,MNG244,1, ,
2328,AE916,99920160559,41590340,376150440A,MNG244,1, ,
2329,AE915,99920158983,41590340,376160164A,MNG244,1, ,
2330,AE915,99920156514,41590310,376122423A,MNG244,1, ,
2331,AE915,99920159116,41590350,376151469A,MNG244,1, ,
2332,AE915,99920159117,41590350,376151469A,MNG244,1, ,
2333,AE915,99920159118,41590350,376151469A,MNG244,1, ,
2334,AE915,99920159124,41590350,376151468C,MNG244,1, ,
2335,AE915,99920158805,41590330,376160601B,MNG244,1, ,
2336,AE915,99920159273,41590350,376151086C,MNG244,1, ,
2337,AE915,99920159329,41590350,376151076C,MNG244,1, ,
2338,AE915,99920159324,41590350,376151076A,MNG244,1, ,
2339,AE915,99920158174,41590114,376160221D,MNG244,1, ,
2340,AE915,99920157131,41590105,376160748C,MNG244,1, ,
2341,AE915,99920155308,41590600,377130834D,MNG244,1, ,
2342,AE915,99920150002,41590108,376160372C,MNG244,1, ,
2343,AE915,99920150003,41590108,376160372C,MNG244,1, ,
2344,AE915,99920157629,41590108,376160372C,MNG244,1, ,
2345,AE915,99920157630,41590108,376160372C,MNG244,1, ,
2346,AE915,99920157631,41590108,376160372C,MNG244,1, ,
2347,AE916,99920157632,41590108,376160372C,MNG244,1, ,
2348,AE915,99920157633,41590108,376160372C,MNG244,1, ,
2349,AE916,99920151864,41590400,376161920B,MNG244,1, ,
2350,AE915,99920155507,41590600,377130736D,MNG244,1, ,
2351,AE915,99920158937,41590340,376160172D,MNG244,1, ,
2352,AE916,99920159160,41590350,376151438C,MNG244,1, ,
2353,AE915,99920150075,41590320,376160352B,MNG244,1, ,
2354,AE916,99920159487,41590350,376151051B,MNG244,1, ,
2355,AE916,99920160488,41590340,376150476C,MNG244,1, ,
2356,AE915,99920151470,41590400,376162051C,MNG244,1, ,
2357,AE915,99920156378,41590310,376122471B,MNG244,1, ,
2358,AE915,99920157856,41590320,376160321A,MNG244,1, ,
2359,AE915,99920158204,41590114,376160215C,MNG244,1, ,
2360,AE916,99920158345,41590330,376160158D,MNG244,1, ,
