도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,대장초기화여부,납품업체,로딩일자
4369,AE916,99920158375,41590330,376160149A,MNG244,1, ,
4370,AE915,99920155427,41590600,377130758A,MNG244,1, ,
4371,AE915,99920159971,41590340,376150578D,MNG244,1, ,
4372,AE915,99920158065,41590108,376160258C,MNG244,1, ,
4373,AE915,99920157552,41590320,376160394C,MNG244,1, ,
4374,AE915,99920156489,41590310,376122432B,MNG244,1, ,
4375,AE915,99920150191,41590320,376160325D,MNG244,1, ,
4376,AE916,99920157831,41590320,376160323C,MNG244,1, ,
4377,AE915,99920157832,41590320,376160322D,MNG244,1, ,
4378,AE915,99920157833,41590320,376160322D,MNG244,1, ,
4379,AE916,99920155298,41590600,377130835D,MNG244,1, ,
4380,AE915,99920157836,41590320,376160322D,MNG244,1, ,
4381,AE915,99920160484,41590340,376150476C,MNG244,1, ,
4382,AE915,107953,41590410,376161067D,MNG244,1, ,
4383,AE915,99920151483,41590400,376162049C,MNG244,1, ,
4384,AE915,99920158677,41590330,376160646D,MNG244,1, ,
4385,AE915,99920156158,41590310,376160410D,MNG244,1, ,
4386,AE915,99920158298,41590330,376160198D,MNG244,1, ,
4387,AE915,99920158300,41590330,376160198D,MNG244,1, ,
4388,AE916,99920160638,41590340,376150423A,MNG244,1, ,
4389,AE915,99920158263,41590110,376160204B,MNG244,1, ,
4390,AE915,99920158152,41590115,376160231D,MNG244,1, ,
4391,AE915,99920157351,41590102,376160715A,MNG244,1, ,
4392,AE915,99920157405,41590102,376160660D,MNG244,1, ,
4393,AE915,99920157463,41590330,376160638A,MNG244,1, ,
4394,AE915,99920155559,41590600,377130718C,MNG244,1, ,
4395,AE915,99920150048,41590107,376160720C,MNG244,1, ,
4396,AE915,99920157934,41590101,376160282B,MNG244,1, ,
4397,AE915,99920159439,41590330,376151060A,MNG244,1, ,
4398,AE915,99920155605,41590590,377130397B,MNG244,1, ,
4399,AE916,99920157861,41590320,376160321D,MNG244,1, ,
4400,AE916,99920158158,41590320,376160227B,MNG244,1, ,
4401,AE915,99920154169,41590370,376161298D,MNG244,1, ,
4402,AE915,99920160180,41590340,376150551D,MNG244,1, ,
4403,AE915,99920158241,41590320,376160207C,MNG244,1, ,
4404,AE916,99920158968,41590330,376160167D,MNG244,1, ,
4405,AE916,99920156156,41590310,376160410D,MNG244,1, ,
4406,AE915,99920151467,41590400,376162051A,MNG244,1, ,
5708,AE915,99920159981,41590340,376150577D,MNG244,1, ,
5709,AE914,108754,41590410,376161076C,MNG244,1, ,
5710,AE915,99920160007,41590340,376150568A,MNG244,1, ,
5711,AE915,99920160008,41590340,376150567C,MNG244,1, ,
5712,AE915,99920160012,41590340,376150566D,MNG244,1, ,
5713,AE915,99920160013,41590340,376150566D,MNG244,1, ,
5714,AE915,99920160019,41590340,376150566D,MNG244,1, ,
5715,AE915,99920156512,41590310,376122423A,MNG244,1, ,
5716,AE915,99920159454,41590330,376151057B,MNG244,1, ,
5717,AE915,99920159572,41590330,376151030A,MNG244,1, ,
5718,AE915,99920156428,41590310,376122461D,MNG244,1, ,
5719,AE915,99920156430,41590310,376122461D,MNG244,1, ,
5720,AE915,99920152036,41590400,376161587D,MNG244,1, ,
5721,AE915,99920159941,41590340,376150585D,MNG244,1, ,
5722,AE916,99920156337,41590310,376122474B,MNG244,1, ,
5723,AE915,99920152028,41590400,376161587C,MNG244,1, ,
5724,AE915,99920152029,41590400,376161587C,MNG244,1, ,
5725,AE915,99920152030,41590400,376161587C,MNG244,1, ,
5726,AE915,99920152031,41590400,376161587C,MNG244,1, ,
5727,AE915,99920152032,41590400,376161587C,MNG244,1, ,
5728,AE915,99920152034,41590400,376161587C,MNG244,1, ,
5729,AE915,99920152033,41590400,376161587A,MNG244,1, ,
5730,AE915,99920152039,41590400,376161587A,MNG244,1, ,
5731,AE915,99920152040,41590400,376161587A,MNG244,1, ,
5732,AE915,99920152041,41590400,376161586C,MNG244,1, ,
5733,AE915,99920152044,41590400,376161586C,MNG244,1, ,
5734,AE915,99920152045,41590400,376161586C,MNG244,1, ,
5735,AE915,99920152053,41590400,376161586C,MNG244,1, ,
5736,AE915,99920157667,41590320,376160365A,MNG244,1, ,
5737,AE915,99920157668,41590320,376160365A,MNG244,1, ,
5738,AE915,99920157673,41590320,376160364B,MNG244,1, ,
5739,AE915,99920157674,41590320,376160364B,MNG244,1, ,
5740,AE915,99920157675,41590320,376160364B,MNG244,1, ,
5741,AE915,99920150695,41590370,376162230A,MNG244,1, ,
5742,AE915,99920155862,41590253,376160947A,MNG244,1, ,
5743,AE915,99920154959,41590105,376160788A,MNG244,1, ,
5744,AE915,99920154961,41590105,376160787B,MNG244,1, ,
5745,AE916,99920151153,41590370,376161777D,MNG244,1, ,
5746,AE916,99920155828,41590126,376161009D,MNG244,1, ,
5747,AE915,99920157626,41590320,376160375B,MNG244,1, ,
5748,AE915,99920150089,41590310,376122432C,MNG244,1, ,
5749,AE915,99920156194,41590320,376160398D,MNG244,1, ,
5750,AE915,99920155146,41590600,377130895A,MNG244,1, ,
5751,AE916,99920158104,41590109,376160246D,MNG244,1, ,
5752,AE915,99920156015,41590253,376160483B,MNG244,1, ,
5753,AE916,99920156025,41590253,376160472D,MNG244,1, ,
5754,AE915,99920156026,41590253,376160472D,MNG244,1, ,
5755,AE915,99920154962,41590105,376160787B,MNG244,1, ,
5756,AE915,99920154963,41590104,376160787B,MNG244,1, ,
5757,AE916,99920154964,41590104,376160786A,MNG244,1, ,
5758,AE915,99920150564,41590370,376162342A,MNG244,1, ,
5759,AE916,99920156586,41590310,376122300B,MNG244,1, ,
5760,AE914,200260,41590360,376160848B,MNG244,1, ,
5761,AE915,99920159378,41590350,376151068D,MNG244,1, ,
5762,AE915,99920159374,41590350,376151068C,MNG244,1, ,
5763,AE915,99920159375,41590350,376151068C,MNG244,1, ,
5764,AE915,99920159386,41590350,376151067D,MNG244,1, ,
5765,AE915,99920159387,41590350,376151067D,MNG244,1, ,
5766,AE915,99920159388,41590350,376151067D,MNG244,1, ,
5767,AE915,99920159389,41590350,376151067D,MNG244,1, ,
5768,AE915,99920159390,41590350,376151067D,MNG244,1, ,
5769,AE915,99920159391,41590350,376151067D,MNG244,1, ,
5770,AE915,99920159384,41590350,376151067C,MNG244,1, ,
5771,AE915,99920159379,41590350,376151067A,MNG244,1, ,
5772,AE915,99920159380,41590350,376151067A,MNG244,1, ,
5773,AE915,99920151449,41590400,376162061B,MNG244,1, ,
5774,AE915,99920159696,41590350,376150966D,MNG244,1, ,
5775,AE915,99920158936,41590340,376160172D,MNG244,1, ,
5776,AE915,99920150067,41590320,376160352D,MNG244,1, ,
5777,AE916,99920157262,41590102,376160734D,MNG244,1, ,
5778,AE915,99920152813,41590259,376161340A,MNG244,1, ,
5779,AE915,99920155510,41590600,377130736D,MNG244,1, ,
5780,AE915,99920151741,41590400,376161950C,MNG244,1, ,
5781,AE915,99920151742,41590400,376161950C,MNG244,1, ,
5782,AE916,99920159590,41590330,376151027D,MNG244,1, ,
5783,AE915,99920155670,41590590,377130393A,MNG244,1, ,
5784,AE915,99920152009,41590400,376161588C,MNG244,1, ,
5785,AE915,99920152010,41590400,376161588C,MNG244,1, ,
5786,AE915,99920155993,41590253,376160485D,MNG244,1, ,
5787,AE916,99920155994,41590253,376160485D,MNG244,1, ,
5788,AE915,99920155990,41590253,376160485C,MNG244,1, ,
5789,AE915,99920157074,41590104,376160753B,MNG244,1, ,
5790,AE915,99920150632,41590370,376162239A,MNG244,1, ,
5791,AE915,99920157555,41590320,376160394D,MNG244,1, ,
5792,AE916,99920159847,41590340,376150596A,MNG244,1, ,
5793,AE916,99920150745,41590256,376162221A,MNG244,1, ,
5794,AE915,99920150758,41590256,376162211C,MNG244,1, ,
5795,AE915,99920159789,41590350,376150938B,MNG244,1, ,
5796,AE915,99920159790,41590350,376150938B,MNG244,1, ,
5797,AE916,99920159791,41590350,376150938B,MNG244,1, ,
5798,AE915,99920158838,41590330,376160192D,MNG244,1, ,
5799,AE915,99920156061,41590253,376160437A,MNG244,1, ,
5800,AE916,99920158346,41590330,376160158B,MNG244,1, ,
5801,AE915,99920158350,41590330,376160158B,MNG244,1, ,
5802,AE916,99920158351,41590330,376160158B,MNG244,1, ,
5803,AE915,99920158058,41590108,376160258D,MNG244,1, ,
5804,AE915,99920151709,41590400,376161958D,MNG244,1, ,
5805,AE915,99920155139,41590600,377130896C,MNG244,1, ,
5806,AE915,507801,41590410,377130681B,MNG244,1, ,
5807,AE914,502274,41590520,377130178B,MNG244,1, ,
1304,AE915,99920156344,41590310,376122474D,MNG244,1, ,
1305,AE915,99920156346,41590310,376122474D,MNG244,1, ,
1306,AE916,99920156347,41590310,376122474D,MNG244,1, ,
1307,AE915,99920156352,41590310,376122474D,MNG244,1, ,
1308,AE915,99920156271,41590310,376122499D,MNG244,1, ,
1309,AE915,99920158460,41590310,376122353D,MNG244,1, ,
1310,AE916,99920150538,41590310,376122349A,MNG244,1, ,
1311,AE915,99920150539,41590310,376122349A,MNG244,1, ,
1312,AE916,99920157792,41590320,376160333C,MNG244,1, ,
1313,AE915,99920157793,41590320,376160333C,MNG244,1, ,
1314,AE915,99920150137,41590330,376160646B,MNG244,1, ,
1315,AE915,99920158678,41590330,376160646B,MNG244,1, ,
1316,AE915,99920158679,41590330,376160644A,MNG244,1, ,
1317,AE915,99920154918,41590106,376160861C,MNG244,1, ,
1318,AE915,99920151873,41590400,376161920B,MNG244,1, ,
1319,AE915,99920151703,41590400,376161959B,MNG244,1, ,
1320,AE915,99920151513,41590400,376162041D,MNG244,1, ,
1321,AE915,99920160483,41590340,376150476B,MNG244,1, ,
1322,AE915,99920160490,41590340,376150469A,MNG244,1, ,
1323,AE915,99920156887,41590107,376160831B,MNG244,1, ,
1324,AE915,99920158176,41590114,376160221B,MNG244,1, ,
1325,AE915,99920155560,41590600,377130718C,MNG244,1, ,
1326,AE915,99920157077,41590102,376160753D,MNG244,1, ,
1327,AE915,99920151917,41590400,376161908B,MNG244,1, ,
1328,AE915,99920151983,41590400,376161598A,MNG244,1, ,
1329,AE915,99920158868,41590330,376160187D,MNG244,1, ,
1330,AE915,99920158870,41590330,376160187D,MNG244,1, ,
1331,AE915,99920158872,41590330,376160187C,MNG244,1, ,
1332,AE915,99920158873,41590330,376160187C,MNG244,1, ,
1333,AE915,99920158874,41590330,376160187C,MNG244,1, ,
1334,AE915,99920158875,41590330,376160187C,MNG244,1, ,
1335,AE915,99920156132,41590310,376160419B,MNG244,1, ,
1336,AE915,99920159415,41590350,376151063A,MNG244,1, ,
1337,AE915,99920159848,41590340,376150596A,MNG244,1, ,
1338,AE915,99920155259,41590600,377130848B,MNG244,1, ,
1339,AE915,99920159481,41590350,376151054A,MNG244,1, ,
1340,AE916,99920159484,41590350,376151052A,MNG244,1, ,
1341,AE915,99920159485,41590350,376151051C,MNG244,1, ,
1342,AE916,99920159024,41590340,376160141D,MNG244,1, ,
1343,AE915,99920155811,41590126,376161010C,MNG244,1, ,
1344,AE915,99920160305,41590340,376150535D,MNG244,1, ,
1345,AE916,99920159488,41590350,376151051B,MNG244,1, ,
1346,AE915,99920160309,41590340,376150535D,MNG244,1, ,
1347,AE915,99920160310,41590340,376150532D,MNG244,1, ,
1348,AE915,99920160317,41590340,376150532D,MNG244,1, ,
1349,AE916,99920160318,41590340,376150532D,MNG244,1, ,
1350,AE916,99920160326,41590340,376150532D,MNG244,1, ,
1351,AE915,99920160325,41590340,376150532C,MNG244,1, ,
1352,AE915,99920160311,41590340,376150532A,MNG244,1, ,
1353,AE915,99920160313,41590340,376150532A,MNG244,1, ,
1354,AE915,99920158374,41590330,376160149A,MNG244,1, ,
1355,AE915,99920159314,41590350,376151081D,MNG244,1, ,
1356,AE915,99920157005,41590106,376160760C,MNG244,1, ,
1357,AE915,99920158974,41590330,376160167B,MNG244,1, ,
1358,AE915,99920159162,41590350,376151438C,MNG244,1, ,
1359,AE915,99920158475,41590320,376122299D,MNG244,1, ,
1360,AE915,99920156982,41590320,376160805A,MNG244,1, ,
1361,AE915,99920156362,41590310,376122472C,MNG244,1, ,
1362,AE916,99920156363,41590310,376122472C,MNG244,1, ,
1363,AE915,99920158208,41590114,376160215C,MNG244,1, ,
1364,AE915,99920151926,41590259,376161902C,MNG244,1, ,
1365,AE915,99920158726,41590330,376160622B,MNG244,1, ,
1366,AE915,99920156421,41590310,376122461D,MNG244,1, ,
1367,AE915,99920156422,41590310,376122461D,MNG244,1, ,
1368,AE915,99920156423,41590310,376122461D,MNG244,1, ,
1369,AE915,99920156424,41590310,376122461D,MNG244,1, ,
1370,AE916,99920150260,41590360,376160889C,MNG244,1, ,
1371,AE915,99920158757,41590330,376160617C,MNG244,1, ,
1372,AE916,99920151642,41590400,376161969D,MNG244,1, ,
1373,AE915,99920151643,41590400,376161969D,MNG244,1, ,
1374,AE916,99920151644,41590400,376161969C,MNG244,1, ,
1375,AE915,99920151645,41590400,376161969C,MNG244,1, ,
1376,AE915,99920151647,41590400,376161969A,MNG244,1, ,
1377,AE915,99920151648,41590400,376161969A,MNG244,1, ,
1378,AE915,99920151649,41590400,376161969A,MNG244,1, ,
1379,AE915,99920151650,41590400,376161969A,MNG244,1, ,
1380,AE915,99920151651,41590400,376161969A,MNG244,1, ,
1381,AE915,99920151652,41590400,376161969A,MNG244,1, ,
1382,AE915,99920159208,41590350,376151409D,MNG244,1, ,
1383,AE916,99920159097,41590350,376151502D,MNG244,1, ,
1384,AE915,99920159098,41590350,376151502D,MNG244,1, ,
1385,AE915,99920159099,41590350,376151502D,MNG244,1, ,
1386,AE915,99920159100,41590350,376151502D,MNG244,1, ,
1387,AE915,99920160379,41590340,376150520B,MNG244,1, ,
1388,AE915,99920160381,41590340,376150520B,MNG244,1, ,
1389,AE915,99920160383,41590340,376150520B,MNG244,1, ,
1390,AE915,99920160372,41590340,376150520A,MNG244,1, ,
1391,AE916,99920160375,41590340,376150520A,MNG244,1, ,
1392,AE915,99920157046,41590104,376160755A,MNG244,1, ,
1393,AE915,99920157047,41590104,376160755A,MNG244,1, ,
1394,AE915,99920157048,41590104,376160754B,MNG244,1, ,
1395,AE915,99920157053,41590102,376160753D,MNG244,1, ,
1396,AE915,99920158417,41590101,376160100A,MNG244,1, ,
1397,AE915,99920156168,41590310,376160407C,MNG244,1, ,
1398,AE916,99920151710,41590400,376161958C,MNG244,1, ,
1399,AE915,99920159651,41590340,376151005B,MNG244,1, ,
1400,AE915,99920159652,41590340,376151005A,MNG244,1, ,
1401,AE914,202516,41590400,376162031D,MNG244,1, ,
1402,AE915,99920155464,41590600,377130748B,MNG244,1, ,
1403,AE915,99920155167,41590600,377130894B,MNG244,1, ,
2907,AE915,99920158748,41590330,376160621A,MNG244,1, ,
2908,AE915,99920158751,41590330,376160621A,MNG244,1, ,
2909,AE915,99920158752,41590330,376160621A,MNG244,1, ,
2910,AE915,99920158753,41590330,376160621A,MNG244,1, ,
2911,AE916,99920158754,41590330,376160621A,MNG244,1, ,
2912,AE915,99920157505,41590330,376160620C,MNG244,1, ,
2913,AE915,99920155613,41590590,377130397A,MNG244,1, ,
2914,AE915,99920155614,41590590,377130397A,MNG244,1, ,
2915,AE915,99920157636,41590108,376160371B,MNG244,1, ,
2916,AE916,99920152017,41590400,376161588B,MNG244,1, ,
2917,AE916,99920158157,41590320,376160230B,MNG244,1, ,
2918,AE916,99920158159,41590320,376160227D,MNG244,1, ,
2919,AE916,99920158903,41590330,376160185C,MNG244,1, ,
2920,AE915,99920150612,41590370,376162245A,MNG244,1, ,
2921,AE915,99920156233,41590320,376160319D,MNG244,1, ,
2922,AE916,99920159840,41590330,376150597D,MNG244,1, ,
2923,AE915,99920156153,41590310,376160410B,MNG244,1, ,
2924,AE915,99920156473,41590310,376122442D,MNG244,1, ,
2925,AE915,99920156474,41590310,376122442D,MNG244,1, ,
2926,AE915,99920156475,41590310,376122442D,MNG244,1, ,
2927,AE915,99920156476,41590310,376122442D,MNG244,1, ,
2928,AE915,99920150093,41590310,376122432D,MNG244,1, ,
2929,AE915,99920150094,41590310,376122432D,MNG244,1, ,
2930,AE915,99920158986,41590340,376160161D,MNG244,1, ,
2931,AE915,99920158992,41590340,376160161D,MNG244,1, ,
2932,AE915,99920158993,41590340,376160161D,MNG244,1, ,
2933,AE915,99920155074,41590106,376160770C,MNG244,1, ,
2934,AE915,99920155052,41590106,376160770A,MNG244,1, ,
2935,AE915,99920155055,41590106,376160770A,MNG244,1, ,
2936,AE915,99920153899,41590360,376161385B,MNG244,1, ,
2937,AE915,99920152037,41590400,376161587D,MNG244,1, ,
2938,AE916,99920151398,41590410,377131122C,MNG244,1, ,
2939,AE915,99920156070,41590253,376160436A,MNG244,1, ,
2940,AE915,99920160677,41590340,376112500C,MNG244,1, ,
2941,AE915,99920156955,41590107,376160821D,MNG244,1, ,
2942,AE915,99920155684,41590588,377130392B,MNG244,1, ,
2943,AE915,99920150029,41590107,376160801C,MNG244,1, ,
2944,AE915,99920151379,41590410,377131141D,MNG244,1, ,
2945,AE915,99920151381,41590410,377131133A,MNG244,1, ,
2946,AE915,99920156943,41590360,376160825A,MNG244,1, ,
2947,AE915,99920156944,41590360,376160825A,MNG244,1, ,
2948,AE915,99920156945,41590360,376160825A,MNG244,1, ,
2949,AE915,99920156946,41590360,376160825A,MNG244,1, ,
2950,AE915,99920156947,41590360,376160825A,MNG244,1, ,
2951,AE915,99920155953,41590360,376160820D,MNG244,1, ,
2952,AE915,99920155947,41590360,376160820C,MNG244,1, ,
2953,AE915,99920155948,41590360,376160820C,MNG244,1, ,
2954,AE915,99920151090,41590370,376161797B,MNG244,1, ,
2955,AE915,99920155621,41590590,377130396B,MNG244,1, ,
2956,AE915,99920158014,41590108,376160267B,MNG244,1, ,
2957,AE915,99920158070,41590108,376160258C,MNG244,1, ,
2958,AE916,99920155070,41590106,376160770D,MNG244,1, ,
2959,AE915,99920152875,41590410,376161095C,MNG244,1, ,
2960,AE915,99920158308,41590330,376160179C,MNG244,1, ,
2961,AE915,99920158309,41590330,376160179C,MNG244,1, ,
2962,AE915,506322,41590520,377130177A,MNG244,1, ,
2963,AE915,203167,41590259,376161423C,MNG244,1, ,
2964,AE916,99920152727,41590259,376161360B,MNG244,1, ,
2965,AE916,99920159443,41590330,376151060A,MNG244,1, ,
2966,AE915,99920150052,41590107,376160720A,MNG244,1, ,
2967,AE915,99920159212,41590350,376151409D,MNG244,1, ,
2968,AE915,99920159207,41590350,376151409B,MNG244,1, ,
2969,AE915,99920157693,41590320,376160353D,MNG244,1, ,
2970,AE916,99920155013,41590106,376160779B,MNG244,1, ,
2971,AE915,99920155791,41590410,376161032D,MNG244,1, ,
2972,AE915,99920155792,41590410,376161032D,MNG244,1, ,
2973,AE915,99920155788,41590410,376161032C,MNG244,1, ,
2974,AE915,99920155789,41590410,376161032C,MNG244,1, ,
2975,AE915,99920155790,41590410,376161032C,MNG244,1, ,
2976,AE915,99920159982,41590340,376150577D,MNG244,1, ,
2977,AE915,104038,41590253,376160583C,MNG244,1, ,
2978,AE914,202277,41590400,376161585D,MNG244,1, ,
2979,AE915,108422,41590253,376160978A,MNG244,1, ,
2980,AE915,99920159665,41590350,376150979B,MNG244,1, ,
2981,AE915,99920156564,41590310,376122359C,MNG244,1, ,
2982,AE916,99920156020,41590253,376160474C,MNG244,1, ,
2983,AE915,99920156021,41590253,376160474C,MNG244,1, ,
2984,AE915,99920156022,41590253,376160474C,MNG244,1, ,
2985,AE915,99920157194,41590102,376160744A,MNG244,1, ,
2986,AE915,99920157195,41590102,376160744A,MNG244,1, ,
2987,AE915,99920157202,41590102,376160744A,MNG244,1, ,
2988,AE915,99920157181,41590104,376160744A,MNG244,1, ,
2989,AE915,99920157183,41590104,376160744A,MNG244,1, ,
2990,AE915,99920157205,41590102,376160743D,MNG244,1, ,
2991,AE916,99920157206,41590102,376160743D,MNG244,1, ,
2992,AE915,99920157209,41590102,376160743D,MNG244,1, ,
2993,AE915,99920155340,41590600,377130819D,MNG244,1, ,
2994,AE915,99920160536,41590340,376150450D,MNG244,1, ,
2995,AE915,99920153938,41590360,376161377B,MNG244,1, ,
2996,AE915,99920156997,41590107,376160802C,MNG244,1, ,
2997,AE915,99920152807,41590259,376161340A,MNG244,1, ,
2998,AE915,103344,41590253,376160576B,MNG244,1, ,
2999,AE915,99920160215,41590340,376150543D,MNG244,1, ,
3000,AE915,99920160216,41590340,376150543D,MNG244,1, ,
3001,AE915,99920157410,41590102,376160660D,MNG244,1, ,
3002,AE915,99920151691,41590400,376161960A,MNG244,1, ,
3003,AE915,99920155496,41590600,377130738D,MNG244,1, ,
3004,AE915,99920157700,41590320,376160351B,MNG244,1, ,
3005,AE915,99920155701,41590588,377130392A,MNG244,1, ,
3006,AE915,99920158605,41590111,376122266D,MNG244,1, ,
4407,AE915,99920159942,41590340,376150585D,MNG244,1, ,
4408,AE915,99920156522,41590310,376122422D,MNG244,1, ,
4409,AE915,99920156523,41590310,376122422D,MNG244,1, ,
4410,AE916,99920156524,41590310,376122422D,MNG244,1, ,
4411,AE915,99920156525,41590310,376122413C,MNG244,1, ,
4412,AE915,99920156526,41590310,376122413C,MNG244,1, ,
4413,AE915,99920156527,41590310,376122413C,MNG244,1, ,
4414,AE915,99920156528,41590310,376122413C,MNG244,1, ,
4415,AE915,99920159894,41590340,376150589C,MNG244,1, ,
4416,AE915,99920159883,41590340,376150589A,MNG244,1, ,
4417,AE916,99920159884,41590340,376150589A,MNG244,1, ,
4418,AE915,99920159885,41590340,376150589A,MNG244,1, ,
4419,AE915,99920159888,41590340,376150589A,MNG244,1, ,
4420,AE916,99920159889,41590340,376150589A,MNG244,1, ,
4421,AE915,99920159890,41590340,376150589A,MNG244,1, ,
4422,AE916,99920159891,41590340,376150589A,MNG244,1, ,
4423,AE916,99920159895,41590340,376150588B,MNG244,1, ,
4424,AE915,99920159899,41590340,376150587C,MNG244,1, ,
4425,AE915,99920159903,41590340,376150587C,MNG244,1, ,
4426,AE915,99920159904,41590340,376150587C,MNG244,1, ,
4427,AE915,99920159908,41590340,376150587C,MNG244,1, ,
4428,AE915,99920159909,41590340,376150587C,MNG244,1, ,
4429,AE915,99920159910,41590340,376150587C,MNG244,1, ,
4430,AE915,99920159897,41590340,376150587A,MNG244,1, ,
4431,AE916,99920159898,41590340,376150587A,MNG244,1, ,
4432,AE915,99920159900,41590340,376150587A,MNG244,1, ,
4433,AE915,99920159901,41590340,376150587A,MNG244,1, ,
4434,AE915,99920159905,41590340,376150587A,MNG244,1, ,
4435,AE915,99920159906,41590340,376150587A,MNG244,1, ,
4436,AE915,99920155657,41590590,377130393B,MNG244,1, ,
4437,AE915,99920155658,41590590,377130393B,MNG244,1, ,
4438,AE916,99920159014,41590340,376160142B,MNG244,1, ,
4439,AE915,99920160043,41590340,376150565D,MNG244,1, ,
4440,AE916,99920158562,41590320,376122279C,MNG244,1, ,
4441,AE916,99920158558,41590320,376122279A,MNG244,1, ,
4442,AE915,99920156333,41590310,376122482D,MNG244,1, ,
4443,AE915,99920157186,41590102,376160744C,MNG244,1, ,
4444,AE915,99920160039,41590340,376150565C,MNG244,1, ,
4445,AE915,99920159282,41590350,376151086B,MNG244,1, ,
4446,AE915,99920158634,41590320,376122200D,MNG244,1, ,
4447,AE914,99920155762,41590410,376161040D,MNG244,1, ,
4448,AE916,99920158305,41590330,376160188B,MNG244,1, ,
4449,AE915,99920151415,41590410,377130695B,MNG244,1, ,
4450,AE916,99920158946,41590340,376160172C,MNG244,1, ,
4451,AE916,99920157204,41590104,376160743D,MNG244,1, ,
4452,AE915,99920155118,41590360,376160700A,MNG244,1, ,
4453,AE916,99920159163,41590350,376151438C,MNG244,1, ,
4454,AE915,99920157003,41590107,376160801D,MNG244,1, ,
4455,AE915,99920159156,41590350,376151438B,MNG244,1, ,
4456,AE915,99920156353,41590310,376122474D,MNG244,1, ,
4457,AE915,99920154923,41590106,376160861B,MNG244,1, ,
4458,AE916,99920156629,41590106,376160853B,MNG244,1, ,
4459,AE916,99920158859,41590330,376160187D,MNG244,1, ,
4460,AE915,99920158349,41590330,376160158D,MNG244,1, ,
4461,AE915,99920158343,41590330,376160158C,MNG244,1, ,
4462,AE915,99920158354,41590330,376160158C,MNG244,1, ,
4463,AE915,99920151459,41590400,376162059A,MNG244,1, ,
4464,AE915,99920151460,41590400,376162059A,MNG244,1, ,
4465,AE915,99920151461,41590400,376162059A,MNG244,1, ,
4466,AE915,99920151462,41590400,376162051C,MNG244,1, ,
4467,AE915,99920151463,41590400,376162051C,MNG244,1, ,
4468,AE916,99920151468,41590400,376162051C,MNG244,1, ,
4469,AE915,99920160218,41590340,376150542B,MNG244,1, ,
4470,AE915,99920151475,41590400,376162051A,MNG244,1, ,
4471,AE915,99920151476,41590400,376162051A,MNG244,1, ,
4472,AE915,99920151477,41590400,376162051A,MNG244,1, ,
4473,AE915,99920151478,41590400,376162051A,MNG244,1, ,
4474,AE915,99920151480,41590400,376162051A,MNG244,1, ,
4475,AE916,99920159223,41590350,376151097D,MNG244,1, ,
4476,AE916,99920150180,41590350,376151525A,MNG244,1, ,
4477,AE916,99920160308,41590340,376150535D,MNG244,1, ,
4478,AE915,99920159356,41590350,376151072B,MNG244,1, ,
4479,AE915,99920157029,41590105,376160757B,MNG244,1, ,
4480,AE915,99920154987,41590106,376160780A,MNG244,1, ,
4481,AE915,99920151487,41590400,376162049C,MNG244,1, ,
4482,AE915,99920155269,41590600,377130847A,MNG244,1, ,
4483,AE916,99920150126,41590101,376160271D,MNG244,1, ,
4484,AE914,505109,41590410,376161060D,MNG244,1, ,
4485,AE915,106411,41590410,376161039B,MNG244,1, ,
4486,AE914,201201,41590259,376161411D,MNG244,1, ,
4487,AE914,102701,41590253,376160566B,MNG244,1, ,
4488,AE914,110064,41590253,376160974C,MNG244,1, ,
4489,AE915,99920155355,41590588,377130801B,MNG244,1, ,
4490,AE915,99920155356,41590588,377130801B,MNG244,1, ,
4491,AE916,99920155357,41590588,377130801B,MNG244,1, ,
4492,AE915,99920155358,41590588,377130801B,MNG244,1, ,
4493,AE915,99920155359,41590588,377130801B,MNG244,1, ,
4494,AE915,99920155360,41590588,377130801B,MNG244,1, ,
4495,AE915,99920151635,41590400,376161977A,MNG244,1, ,
4496,AE915,99920159954,41590340,376150580C,MNG244,1, ,
4497,AE916,99920159955,41590340,376150580C,MNG244,1, ,
4498,AE915,99920159960,41590340,376150579D,MNG244,1, ,
4499,AE916,99920150546,41590310,376122349A,MNG244,1, ,
4500,AE915,99920156578,41590310,376122348C,MNG244,1, ,
4501,AE915,99920156579,41590310,376122348C,MNG244,1, ,
4502,AE915,99920156092,41590320,376160421C,MNG244,1, ,
4503,AE915,99920158100,41590109,376160253A,MNG244,1, ,
4504,AE916,99920157704,41590320,376160351A,MNG244,1, ,
4505,AE915,99920159066,41590350,376151512B,MNG244,1, ,
4506,AE915,99920155492,41590600,377130738B,MNG244,1, ,
5908,AE915,99920154944,41590103,376160791D,MNG244,1, ,
5909,AE915,99920154945,41590103,376160791D,MNG244,1, ,
5910,AE915,99920154946,41590103,376160791D,MNG244,1, ,
5911,AE915,99920154947,41590103,376160791D,MNG244,1, ,
5912,AE915,99920154935,41590103,376160791B,MNG244,1, ,
5913,AE915,99920154936,41590103,376160791B,MNG244,1, ,
5914,AE915,99920154937,41590103,376160791B,MNG244,1, ,
5915,AE915,99920155798,41590126,376161010D,MNG244,1, ,
5916,AE915,99920159263,41590350,376151086C,MNG244,1, ,
5917,AE915,99920155634,41590590,377130395A,MNG244,1, ,
5918,AE915,99920159575,41590330,376151030A,MNG244,1, ,
5919,AE915,99920159576,41590330,376151030A,MNG244,1, ,
