도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,설치일자,등기구모형,광원종류,대장초기화여부,비고,도로구간번호,
4045,AI010,500481,41590520,377130176D,MNG244,1900-01-01,LSH002,LCD002,1,30187015,2706731001,
4046,AI010,200007,41590360,376160827D,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812087,
4047,AI010,5.11E+11,41590600,377130768C,MNG244,2014-01-01,LSH007,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130778057,
4048,AI010,9.00E+13,41590000,377130853B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4049,AI010,9.00E+13,41590000,377130841A,MNG305,2016-01-01,LSH999,LCD002,1, ,9.00E+13,
4050,AI010,1.22E+13,41590259,376161443C,MNG409,2019-12-31,LSH023,LCD005,1,향남읍 행정리 보도설치공사외 1건 GIS DB 구축용역,1.22E+13,
4051,AI010,1.22E+13,41590259,376161443C,MNG409,2019-12-31,LSH023,LCD005,1,향남읍 행정리 보도설치공사외 1건 GIS DB 구축용역,1.22E+13,
4052,AI010,1.22E+13,41590259,376161443C,MNG409,2019-12-31,LSH023,LCD005,1,향남읍 행정리 보도설치공사외 1건 GIS DB 구축용역,1.22E+13,
4053,AI010,8.30E+13,41590340,376160106A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4054,AI010,2.22E+13,41590550,377130241D,MNG409,2019-12-01,LSH999,LCD999,1,반월지구 접속도로 개설공사 GIS DB 구축용역,2.22E+13,
4055,AI010,2.22E+13,41590550,377130241B,MNG409,2019-12-01,LSH999,LCD999,1,반월지구 접속도로 개설공사 GIS DB 구축용역,2.22E+13,
4056,AI010,1.22E+13,41590370,376161754C,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4057,AI010,1.22E+13,41590370,376161754C,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4058,AI010,1.22E+13,41590370,376161754C,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4059,AI010,1.22E+13,41590370,376161754C,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4060,AI010,1.22E+13,41590330,376160186A,MNG409,2017-12-01,LSH023,LCD005,1,마도면 송정로 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4061,AI010,1.22E+13,41590340,376150567D,MNG409,2017-12-01,LSH023,LCD005,1,마도면 송정로 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4062,AI010,1.22E+13,41590340,376150567D,MNG409,2017-12-01,LSH023,LCD005,1,마도면 송정로 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4063,AI010,9.00E+13,41590000,377130884C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4064,AI010,9.00E+13,41590000,377130884C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4065,AI010,8.89E+11,41590259,376161491C,MNG244,2016-01-01,LSH031,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614910063,
4066,AI010,8.21E+13,41590140,376122235C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4067,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4068,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4069,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4070,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4071,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4072,AI010,8.21E+13,41590140,376122222B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4073,AI010,1.22E+13,41590400,376162018A,MNG409,2018-12-31,LSH002,LCD004,1,우정읍 운평리 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4074,AI010,1.22E+13,41590400,376162018A,MNG409,2018-12-31,LSH002,LCD004,1,우정읍 운평리 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4075,AI010,8.21E+13,41590140,376122224B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4076,AI010,8.21E+13,41590140,376122224B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4077,AI010,8.21E+13,41590140,376122224A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4078,AI010,8.21E+13,41590140,376122224A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4079,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4080,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4081,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4082,AI010,4.22E+13,41590262,376160284B,MNG244,2017-12-31,LSH023,LCD005,1,남양도시계획도로 소로3-8호선 개설공사 GIS DB 구축용역,0,
4083,AI010,4.22E+13,41590570,377130611B,MNG244,2017-12-30,LSH002,LCD004,1,화산도시계획도로 소로1-23호선 개설공사 GIS DB 구축용역,0,
4084,AI010,4.22E+13,41590570,377130611B,MNG244,2017-12-30,LSH023,LCD005,1,화산도시계획도로 소로1-23호선 개설공사 GIS DB 구축용역,0,
4085,AI010,8.30E+13,41590262,376122199C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4086,AI010,8.30E+13,41590262,376122199C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4087,AI010,8.30E+13,41590262,376122199C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4088,AI010,8.30E+13,41590262,376122198D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4089,AI010,8.30E+13,41590262,376122199D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4090,AI010,8.30E+13,41590262,376122199D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4091,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4092,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4093,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4094,AI010,1.22E+13,41590340,376150437B,MNG244,2017-10-12,LSH002,LCD004,1,송산면 고포리 보도설치공사 GIS DB 구축용역,1.22E+13,
4095,AI010,1.22E+13,41590340,376150426D,MNG244,2017-10-12,LSH007,LCD004,1,송산면 고포리 보도설치공사 GIS DB 구축용역,0,
4096,AI010,8.30E+13,41590340,376160105A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4097,AI010,8.30E+13,41590340,376160105A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4098,AI010,8.30E+13,41590340,376160105A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4099,AI010,8.30E+13,41590340,376122196C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4100,AI010,4.22E+13,41590520,377130178A,MNG409,2020-06-01,LSH023,LCD005,1,진안도시계획도로 소로1-15호선외 2개소 개설공사 GIS DB 구축용역,4.22E+13,
4101,AI010,4.22E+13,41590520,377130178A,MNG409,2020-06-01,LSH023,LCD005,1,진안도시계획도로 소로1-15호선외 2개소 개설공사 GIS DB 구축용역,4.22E+13,
4102,AI010,4.22E+13,41590520,377130178A,MNG409,2020-06-01,LSH023,LCD005,1,진안도시계획도로 소로1-15호선외 2개소 개설공사 GIS DB 구축용역,4.22E+13,
4103,AI010,4.22E+13,41590520,377130178A,MNG409,2020-06-01,LSH023,LCD005,1,진안도시계획도로 소로1-15호선외 2개소 개설공사 GIS DB 구축용역,4.22E+13,
4104,AI010,4.22E+13,41590520,377130178A,MNG409,2020-06-01,LSH023,LCD005,1,진안도시계획도로 소로1-15호선외 2개소 개설공사 GIS DB 구축용역,4.22E+13,
4105,AI010,1.22E+13,41590570,377130193A,MNG409,2020-11-01,LSH023,LCD005,1,화산도시계획도로 소로2-14호선 외 2개소 개설공사 GIS DB구축용역,0,
4106,AI010,200297,41590259,376161432C,MNG244,1900-01-01,LSH002,LCD002,1, ,2600112013,
4107,AI010,401312,41590587,377130273A,MNG244,2006-04-01,LSH022,LCD999,1, ,2800319001,
4108,AI010,500318,41590520,377130168A,MNG244,1900-01-01,LSH000,LCD002,1,30178033,2701031003,
4109,AI010,2.21E+13,41590262,376160246D,MNG000,2017-12-01,LSH999,LCD005,1,화성남양뉴타운 지방도313호선 확장 및 남양IC 개량공사 중 남양뉴타운~국도77호선 연결도로 신설 GIS DB 구축용역,2.21E+13,
4110,AI010,2.22E+13,41590256,376161734C,MNG409,2020-01-01,LSH999,LCD999,1,"우정도시계획도로 소로2-1,3-1호선 개설공사 GIS DB 구축용역",2.22E+13,
4111,AI010,8.89E+11,41590259,376161390D,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),613901695,
4112,AI010,8.89E+11,41590259,376161390D,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),613901695,
4113,AI010,8.89E+11,41590259,376161390D,MNG244,2016-01-01,LSH030,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),613901697,
4114,AI010,8.21E+13,41590140,376122234B,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4115,AI010,8.21E+13,41590140,376122244B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4116,AI010,8.21E+13,41590140,376122244B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4117,AI010,8.21E+13,41590140,376122244B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4118,AI010,8.21E+13,41590140,376122244B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4119,AI010,8.21E+13,41590140,376122244B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4120,AI010,8.21E+13,41590140,376122244A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4121,AI010,8.21E+13,41590140,376122234D,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4122,AI010,8.21E+13,41590140,376122244A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4123,AI010,8.21E+13,41590140,376122244A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4124,AI010,8.21E+13,41590140,376122244A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4125,AI010,8.21E+13,41590140,376122233D,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4126,AI010,8.21E+13,41590140,376122234C,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4127,AI010,8.21E+13,41590140,376122223A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4128,AI010,8.21E+13,41590140,376122223A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4129,AI010,8.30E+13,41590256,376152530B,MNG244,2017-11-25,LSH002,LCD004,1,고온항 진입도로 개설공사 GIS DB 구축용역,8.30E+13,
4130,AI010,8.30E+13,41590256,376152530B,MNG244,2017-11-25,LSH002,LCD004,1,고온항 진입도로 개설공사 GIS DB 구축용역,8.30E+13,
4131,AI010,401376,41590587,377130262C,MNG244,2006-04-01,LSH022,LCD999,1, ,2700919001,
4132,AI010,100060,41590253,376160918A,MNG244,1900-01-01,LSH007,LCD002,1, ,9001111004,
4133,AI010,2.21E+13,41590550,377130243D,MNG244,2018-05-01,LSH002,LCD002,1,화성 반월동 아파트 신축공사 GIS DB 구축용역,22111805229,
4134,AI010,2.12E+11,41590256,376161734B,MNG244,2015-06-01,LSH023,LCD005,1,조암도시계획도로 소로2-5 개설공사 GIS DB구축 용역(20180219),21151102002,
4135,AI010,1.22E+13,41590400,376162018A,MNG409,2019-01-01,LSH002,LCD004,1,우정읍 운평리 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4136,AI010,1.22E+13,41590400,376162018A,MNG409,2019-01-01,LSH002,LCD004,1,우정읍 운평리 보도설치공사 외 2건 GIS DB 구축용역,1.22E+13,
4137,AI010,4.22E+13,41590340,376150577B,MNG244,2016-01-01,LSH007,LCD004,1,송산도시계획도로(대3-1호선)개설공사(1공구) GIS DB구축 사업,4.22E+13,
4138,AI010,4.22E+13,41590340,376150577B,MNG244,2016-01-01,LSH002,LCD004,1,송산도시계획도로(대3-1호선)개설공사(1공구) GIS DB구축 사업,4.22E+13,
4139,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4140,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4141,AI010,8.21E+13,41590140,376122257B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4142,AI010,8.21E+13,41590140,376122256B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4143,AI010,8.21E+13,41590140,376122256B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4144,AI010,8.21E+13,41590140,376122256B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4145,AI010,8.21E+13,41590140,376122255B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4146,AI010,8.21E+13,41590140,376122255B,MNG244,2020-01-01,LSH023,LCD005,1, ,8.21E+13,
4147,AI010,3.22E+13,41590350,376151061B,MNG305,2020-01-01,LSH007,LCD002,1,서신도시계획도로 소로1-2호선 외 5개소 개설공사 GIS DB 구축용역,3.22E+13,
4148,AI010,3.22E+13,41590350,376151061B,MNG305,2020-01-01,LSH020,LCD005,1,서신도시계획도로 소로1-2호선 외 5개소 개설공사 GIS DB 구축용역,3.22E+13,
4149,AI010,3.22E+13,41590350,376151061B,MNG305,2020-01-01,LSH007,LCD002,1,서신도시계획도로 소로1-2호선 외 5개소 개설공사 GIS DB 구축용역,3.22E+13,
4150,AI010,3.22E+13,41590350,376151061B,MNG305,2020-01-01,LSH007,LCD002,1,서신도시계획도로 소로1-2호선 외 5개소 개설공사 GIS DB 구축용역,3.22E+13,
4151,AI010,300184,41590350,376151061A,MNG244,1900-01-01,LSH002,LCD002,1, ,3.22E+13,
4152,AI010,300181,41590350,376151062A,MNG244,1900-01-01,LSH007,LCD002,1, ,3.22E+13,
4153,AI010,8.22E+13,41590253,376160460D,MNG305,2020-01-01,LSH007,LCD005,1,화성봉담2 공공주택지구 도로 및 지하시설물 GIS DB 구축용역,8.22E+13,
4154,AI010,9.00E+13,41590000,377130730D,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4155,AI010,8.89E+11,41590259,376161491C,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614910064,
4156,AI010,2.16E+11,41590570,377130153B,MNG244,2017-08-03,LSH002,LCD004,1,화산도시계획도로 소로1-24호선(구태안소1-124)개설공사 GIS DB 구축용역(20170927),21670628007,
4157,AI010,2.16E+11,41590570,377130153B,MNG244,2017-08-03,LSH002,LCD004,1,화산도시계획도로 소로1-24호선(구태안소1-124)개설공사 GIS DB 구축용역(20170927),21670628002,
4158,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4159,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4160,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4161,AI010,500466,41590520,377130187A,MNG244,1900-01-01,LSH002,LCD002,1,30187025,1208431036,
4162,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4163,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4164,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4165,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4166,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4167,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4168,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4169,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4170,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4171,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4172,AI010,8.21E+13,41590140,376122234A,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4173,AI010,8.21E+13,41590140,376122233B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4174,AI010,8.21E+13,41590140,376122233B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4175,AI010,8.21E+13,41590140,376122233B,MNG244,2019-01-01,LSH017,LCD005,1, ,8.21E+13,
4176,AI010,1.21E+13,41590570,377130192A,MNG244,2017-10-30,LSH002,LCD004,1,화성 안녕동 우방아이유쉘 아파트 신축공사 중 GIS DB 구축용역,1.21E+13,
4177,AI010,9.00E+13,41590000,377130843C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4178,AI010,9.00E+13,41590000,377130843C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4179,AI010,9.00E+13,41590000,377130843C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4180,AI010,9.00E+13,41590000,377130843C,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4181,AI010,9.00E+13,41590000,377130843B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4182,AI010,9.00E+13,41590000,377130843B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4183,AI010,9.00E+13,41590000,377130843B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4184,AI010,9.00E+13,41590000,377130843D,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4185,AI010,9.00E+13,41590000,377130853B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4186,AI010,9.00E+13,41590000,377130853B,MNG305,2016-01-01,LSH999,LCD999,1, ,9.00E+13,
4187,AI010,8.21E+13,41590140,376122234D,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4188,AI010,8.21E+13,41590140,376122234D,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4189,AI010,8.21E+13,41590140,376122234D,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4190,AI010,2.22E+13,41590320,376160323D,MNG409,2020-12-01,LSH999,LCD999,1,비봉도시계획도로 소로2-41호선(잔여구간) 개설공사 GIS DB 구축용역,2.22E+13,
4191,AI010,2.22E+13,41590320,376160323D,MNG409,2020-12-01,LSH999,LCD999,1,비봉도시계획도로 소로2-41호선(잔여구간) 개설공사 GIS DB 구축용역,2.22E+13,
4192,AI010,2.22E+13,41590320,376160323D,MNG409,2020-12-01,LSH999,LCD999,1,비봉도시계획도로 소로2-41호선(잔여구간) 개설공사 GIS DB 구축용역,2.22E+13,
4193,AI010,2.22E+13,41590320,376160323D,MNG409,2020-12-01,LSH999,LCD999,1,비봉도시계획도로 소로2-41호선(잔여구간) 개설공사 GIS DB 구축용역,2.22E+13,
4194,AI010,2.22E+13,41590320,376160324C,MNG409,2020-12-01,LSH999,LCD999,1,비봉도시계획도로 소로2-41호선(잔여구간) 개설공사 GIS DB 구축용역,2.22E+13,
4195,AI010,2.22E+13,41590256,376161733B,MNG409,2020-03-01,LSH999,LCD999,1,우정도시계획도로 중로3-3호선 개설공사 GIS DB 구축용역,2.22E+13,
4196,AI010,2.22E+13,41590256,376161733B,MNG409,2020-03-01,LSH999,LCD999,1,우정도시계획도로 중로3-3호선 개설공사 GIS DB 구축용역,2.22E+13,
4197,AI010,1.21E+13,41590520,377130100C,MNG244,2017-12-01,LSH007,LCD004,1,화성시 능동지구 도시계획도로 개설공사 GIS DB 구축사업,1.21E+13,
4198,AI010,200195,41590400,376161585D,MNG409,1900-01-01,LSH002,LCD002,1, ,2005712014,
4199,AI010,200197,41590400,376161585C,MNG409,1900-01-01,LSH002,LCD002,1, ,2005712014,
4200,AI010,200201,41590400,376161585C,MNG409,1900-01-01,LSH002,LCD002,1, ,1.22E+13,
4201,AI010,1.22E+13,41590370,376161764A,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4202,AI010,1.22E+13,41590256,376161679B,MNG244,2017-12-31,LSH002,LCD004,1,도로 및 지하매설물 GIS DB 용역(화산리),1.22E+13,
4203,AI010,2.12E+11,41590370,376161854A,MNG244,2011-06-01,LSH999,LCD004,1,장안면 독정리 247-2번지 원인자 공사,21161854008,
4204,AI010,2.12E+11,41590370,376161854A,MNG244,2011-06-01,LSH999,LCD004,1,장안면 독정리 247-2번지 원인자 공사,21161854008,
4205,AI010,9.00E+13,41590420,377130861D,MNG244,,LSH999,LCD005,1,동탄(2)택지개발사업 부지공사(1단계)GIS DB구축용역,9.00E+13,
4206,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4207,AI010,8.21E+13,41590140,376122224C,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4208,AI010,8.21E+13,41590140,376122256A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4209,AI010,8.21E+13,41590140,376122256A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4210,AI010,8.21E+13,41590140,376122256A,MNG409,2018-01-01,LSH017,LCD005,1, ,8.21E+13,
4211,AI010,1.22E+13,41590400,376162054C,MNG244,2017-07-01,LSH023,LCD005,1,용소리 도로확포장공사 GIS DB 구축용역,1.22E+13,
4212,AI010,1.22E+13,41590400,376162054C,MNG244,2017-07-01,LSH023,LCD005,1,용소리 도로확포장공사 GIS DB 구축용역,1.22E+13,
4213,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4214,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4215,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4216,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4217,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4218,AI010,8.30E+13,41590340,376160107A,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4219,AI010,8.30E+13,41590340,376160106B,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4220,AI010,8.30E+13,41590340,376160106B,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4221,AI010,8.30E+13,41590340,376160106B,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4222,AI010,8.30E+13,41590340,376122196D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4223,AI010,8.30E+13,41590340,376122196D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4224,AI010,8.30E+13,41590340,376122196D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4225,AI010,8.30E+13,41590340,376122197D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4226,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4227,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4228,AI010,8.30E+13,41590340,376122198D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4229,AI010,8.30E+13,41590340,376122198D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4230,AI010,8.30E+13,41590340,376122198C,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
4231,AI010,1.22E+13,41590370,376161217B,MNG409,2019-06-01,LSH023,LCD005,1,장안면 노진초등학교 보도설치공사 외2건 GIS DB 구축용역,1.22E+13,
4232,AI010,99920150013,41590256,376162201D,MNG409,1990-01-01,LSH000,LCD000,1, ,99920150736,
