도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,설치일자,등기구모형,광원종류,대장초기화여부,비고,도로구간번호,
1,AI010,5.11E+11,41590600,377130738D,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738010,
2,AI010,500026,41590410,377131134D,MNG244,1900-01-01,LSH007,LCD002,1,31144002,1208231110,
3,AI010,401055,41590586,377130714D,MNG244,2006-04-01,LSH022,LCD999,1, ,2805819005,
4,AI010,100095,41590253,376160947D,MNG244,2001-01-01,LSH007,LCD002,1, ,2006711016,
5,AI010,401771,41590585,377130284A,MNG244,2006-04-01,LSH010,LCD999,1, ,2702219001,
6,AI010,401159,41590585,377130706B,MNG244,2006-04-01,LSH022,LCD999,1, ,2807819001,
7,AI010,500086,41590410,377130684D,MNG244,1900-01-01,LSH007,LCD002,1,30695002,3220331108,
8,AI010,100322,41590253,376160460D,MNG244,1900-01-01,LSH000,LCD002,1, ,2800221001,
9,AI010,500258,41590520,377130168B,MNG244,1900-01-01,LSH000,LCD002,1,30169002,2801031004,
10,AI010,500783,41590570,377130612C,MNG244,2004-01-01,LSH007,LCD002,1,30622008,1331531008,
11,AI010,500005,41590410,376161560B,MNG244,1900-01-01,LSH007,LCD002,1,31151005,9005891132,
12,AI010,200080,41590259,376161432A,MNG244,1900-01-01,LSH002,LCD002,1, ,2400112007,
13,AI010,5.11E+11,41590600,377130738D,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738008,
14,AI010,99920150121,41590588,377130801C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150002,
15,AI010,99920150123,41590588,377130801C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150002,
16,AI010,99920150118,41590588,377130801B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150002,
17,AI010,99920150122,41590588,377130801B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150002,
18,AI010,100101,41590253,376160949D,MNG244,1900-01-01,LSH002,LCD002,1, ,2006711024,
19,AI010,100413,41590253,376160555D,MNG244,1900-01-01,LSH002,LCD002,1, ,9009421001,
20,AI010,200023,41590360,376160880A,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812047,
21,AI010,2.12E+11,41590350,376150947C,MNG244,2014-11-27,LSH006,LCD004,1,전곡 해양산업단지 진입도로 개설공사 GIS DB 구축사업(20171102)_재납품,21150947001,
22,AI010,2.13E+11,41590340,376150439D,MNG244,2016-01-01,LSH006,LCD004,1,송산면 마산리 보도설치공사 GIS DB 구축용역(20171220),21250439003,
23,AI010,2.13E+11,41590340,376150439C,MNG244,2016-01-01,LSH002,LCD004,1,송산면 마산리 보도설치공사 GIS DB 구축용역(20171220),21250439005,
24,AI010,5.11E+11,41590600,377130738B,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738037,
25,AI010,500344,41590520,377130179A,MNG244,1900-01-01,LSH000,LCD002,1,30179014,2703431002,
26,AI010,500340,41590520,377130179A,MNG244,1900-01-01,LSH000,LCD002,1,30179010,2703531003,
27,AI010,100738,41590560,376160549D,MNG244,1900-01-01,LSH002,LCD002,1, ,9011921001,
28,AI010,500252,41590520,377130168A,MNG244,1900-01-01,LSH000,LCD002,1,30168002,2801031001,
29,AI010,500198,41590520,377130146D,MNG244,1900-01-01,LSH002,LCD002,1,30156001,9008831001,
30,AI010,100167,41590253,376161005A,MNG244,2003-01-01,LSH000,LCD002,1, ,9008721002,
31,AI010,200014,41590360,376160859A,MNG244,1900-01-01,LSH007,LCD002,1, ,2007812060,
32,AI010,500325,41590520,377130168C,MNG244,1900-01-01,LSH000,LCD002,1,30178041,2701131002,
33,AI010,100365,41590253,376160532A,MNG244,1900-01-01,LSH007,LCD002,1, ,9006621002,
34,AI010,1006,41590340, , ,2013-11-01, ,LCD002,1,가등/올챙이형/원형/전주/6m/246번,90000441608,
35,AI010,100627,41590570,376161008A,MNG244,2003-01-01,LSH002,LCD002,1, ,9007411004,
36,AI010,300031,41590310,376122496D,MNG244,1900-01-01,LSH007,LCD002,1, ,2802013003,
37,AI010,100110,41590253,376160977B,MNG244,1900-01-01,LSH002,LCD002,1, ,9003511004,
38,AI010,500400,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179070,2701131003,
39,AI010,401136,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809019003,
40,AI010,200125,41590259,376161442B,MNG244,1900-01-01,LSH007,LCD002,1, ,2801312001,
41,AI010,200052,41590259,376161421D,MNG244,1900-01-01,LSH002,LCD002,1, ,2400112002,
42,AI010,200263,41590400,376161940C,MNG244,1900-01-01,LSH007,LCD002,1, ,3110212001,
43,AI010,500410,41590540,377130170A,MNG244,1900-01-01,LSH002,LCD002,1,30180001,9007431309,
44,AI010,500594,41590570,377130185C,MNG244,1900-01-01,LSH002,LCD002,1,30195004,2501031006,
45,AI010,100457,41590253,376160522B,MNG244,1900-01-01,LSH007,LCD002,1, ,9007321003,
46,AI010,401952,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806419001,
47,AI010,401622,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
48,AI010,401328,41590587,377130282C,MNG244,2006-04-01,LSH010,LCD999,1, ,2708219003,
49,AI010,401327,41590587,377130282C,MNG244,2006-04-01,LSH010,LCD999,1, ,2708219003,
50,AI010,100044,41590253,376160447C,MNG244,1900-01-01,LSH002,LCD002,1, ,2007311008,
51,AI010,99920150039,41590259,376161933B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150303,
52,AI010,99920150146,41590310,376160420B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150199,
53,AI010,300077,41590320,376160325D,MNG244,1900-01-01,LSH007,LCD002,1, ,9000213001,
54,AI010,500648,41590550,377130244A,MNG244,1900-01-01,LSH007,LCD002,1,30244003,9003731004,
55,AI010,100771,41590570,376160587A,MNG244,1900-01-01,LSH000,LCD002,1, ,9002721008,
56,AI010,500210,41590520,377130147A,MNG244,1900-01-01,LSH002,LCD002,1,30157002,9008831004,
57,AI010,100029,41590253,376160905A,MNG244,1900-01-01,LSH002,LCD002,1, ,1332211014,
58,AI010,100108,41590253,376160967D,MNG244,1900-01-01,LSH002,LCD002,1, ,1104311010,
59,AI010,500767,41590570,377130611B,MNG244,1900-01-01,LSH000,LCD002,1,30612001,9012631003,
60,AI010,100561,41590410,376161518C,MNG244,1900-01-01,LSH999,LCD002,1,원형투광등,9005811009,
61,AI010,2.12E+11,41590259,376161433A,MNG244,2013-06-01,LSH017,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161433006,
62,AI010,500550,41590520,377130178D,MNG244,1900-01-01,LSH000,LCD002,1,30189030,2703231001,
63,AI010,200022,41590360,376160880A,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812047,
64,AI010,8.30E+13,41590340,376122195D,MNG244,2019-12-21,LSH023,LCD005,1,송산그린시티 기반시설 건설공사 도로 및 지하매설물 GIS D/B 구축용역,8.30E+13,
65,AI010,2.12E+11,41590259,376161433A,MNG244,2013-06-01,LSH002,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161433007,
66,AI010,300105,41590340,376150568C,MNG244,1992-01-01,LSH007,LCD002,1, ,2801213002,
67,AI010,100086,41590253,376160939A,MNG244,1900-01-01,LSH007,LCD002,1, ,9004211002,
68,AI010,500278,41590570,377130164D,MNG244,1900-01-01,LSH007,LCD002,1,30175007,1333831021,
69,AI010,500169,41590520,377130136C,MNG244,1900-01-01,LSH000,LCD002,1,30146009,9009231002,
70,AI010,100333,41590253,376160551D,MNG244,1900-01-01,LSH007,LCD002,1, ,9005021003,
71,AI010,100525,41590410,376161038D,MNG244,1900-01-01,LSH007,LCD002,1, ,9006911014,
72,AI010,500216,41590520,377130148B,MNG244,1900-01-01,LSH007,LCD002,1,30158005,9008231006,
73,AI010,810054,41590262,376160284A,MNG244,1900-01-01,LSH007,LCD002,1, ,1107733265,
74,AI010,401345,41590585,377130283D,MNG244,2006-04-01,LSH022,LCD999,1, ,2803619001,
75,AI010,300166,41590350,376150960D,MNG244,1900-01-01,LSH002,LCD002,1, ,2500113016,
76,AI010,1.00E+12,41590256,376161725B,MNG244,2010-01-01,LSH000,LCD002,1, ,99617250008,
77,AI010,401011,41590259,376161431D,MNG244,2004-07-31,LHS017,LCD002,1, ,2800891001,
78,AI010,200152,41590259,376161548C,MNG244,1900-01-01,LSH002,LCD002,1, ,1208212034,
79,AI010,401303,41590587,377130701A,MNG244,2006-04-01,LSH022,LCD999,1, ,2802119003,
80,AI010,401694,41590585,377130256A,MNG244,2006-04-01,LSH022,LCD999,1, ,2810319001,
81,AI010,100610,41590570,376160598C,MNG244,1900-01-01,LSH002,LCD002,1, ,9007811005,
82,AI010,1.00E+12,41590256,376161726A,MNG244,2010-01-01,LSH007,LCD002,1, ,99617260013,
83,AI010,500528,41590520,377130178D,MNG244,1900-01-01,LSH000,LCD002,1,30189008,2703531001,
84,AI010,300072,41590320,376160326C,MNG244,1900-01-01,LSH002,LCD002,1, ,2800113029,
85,AI010,300073,41590320,376160325D,MNG244,1900-01-01,LSH002,LCD002,1, ,2800113028,
86,AI010,401318,41590587,377130273A,MNG244,2006-04-01,LSH022,LCD999,1, ,2800619001,
87,AI010,200106,41590259,376161432D,MNG244,1900-01-01,LSH007,LCD002,1, ,2600112004,
88,AI010,300162,41590340,376150580D,MNG244,1900-01-01,LSH002,LCD002,1, ,1332213001,
89,AI010,300163,41590340,376150580D,MNG244,1900-01-01,LSH002,LCD002,1, ,1332213001,
90,AI010,100876,41590560,376160559D,MNG244,1900-01-01,LSH002,LCD002,1, ,9012321001,
91,AI010,300187,41590350,376151061A,MNG244,1900-01-01,LSH007,LCD002,1, ,2500113010,
92,AI010,300188,41590350,376151061B,MNG244,1900-01-01,LSH007,LCD002,1, ,1330513001,
93,AI010,300191,41590350,376151062C,MNG244,1900-01-01,LSH999,LCD002,1,원형투구형,2500113007,
94,AI010,820010,41590256,376161724C,MNG244,2007-01-01,LSH017,LCD002,1, ,2400333009,
95,AI010,820002,41590256,376161724C,MNG244,2007-01-01,LSH016,LCD002,1, ,2400333009,
96,AI010,810102,41590256,376161734C,MNG244,2007-01-01,LSH002,LCD002,1, ,2400333103,
97,AI010,820036,41590256,376161734C,MNG244,2007-01-01,LSH002,LCD002,1, ,2400333013,
98,AI010,402017,41590540,377130180D,MNG244,2006-06-20,LSH999,LCD002,1, ,2900744323,
99,AI010,100854,41590570,376160589D,MNG244,1900-01-01,LSH002,LCD002,1, ,2400521001,
100,AI010,500378,41590520,377130178B,MNG244,1900-01-01,LSH000,LCD002,1,30179048,2701731002,
101,AI010,500631,41590530,377130188C,MNG244,1900-01-01,LSH007,LCD002,1,30198022,9014731001,
102,AI010,100504,41590570,376160598B,MNG244,1900-01-01,LSH007,LCD002,1, ,9001321001,
103,AI010,426003,41590253,376160562D,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042029,
104,AI010,426004,41590253,376160562D,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042029,
105,AI010,99920150042,41590259,376161544A,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150453,
106,AI010,100848,41590560,376160556A,MNG244,1900-01-01,LSH007,LCD002,1, ,9009321001,
107,AI010,100279,41590253,376160541D,MNG244,1900-01-01,LSH007,LCD002,1, ,1104321010,
108,AI010,2.12E+11,41590256,376162140D,MNG244,2013-01-01,LSH999,LCD004,1,이화-석천간(2공구)도로확포장공사 GIS DB 구축 사업,21162129001,
109,AI010,500073,41590410,377131104D,MNG244,1900-01-01,LSH007,LCD002,1,31114004,9000831104,
110,AI010,500770,41590570,377130612A,MNG244,2004-01-01,LSH007,LCD002,1,30612004,1331531013,
111,AI010,100476,41590253,376160583D,MNG244,1900-01-01,LSH007,LCD002,1, ,9000421002,
112,AI010,100290,41590253,376160561A,MNG244,1900-01-01,LSH007,LCD002,1, ,2006421021,
113,AI010,200241,41590400,376162025C,MNG244,1900-01-01,LSH002,LCD002,1, ,3110212021,
114,AI010,500253,41590520,377130168B,MNG244,1900-01-01,LSH000,LCD002,1,30168003,2801031002,
115,AI010,500560,41590520,377130178D,MNG244,1900-01-01,LSH000,LCD002,1,30189040,2703531001,
116,AI010,500664,41590550,377130241C,MNG244,1900-01-01,LSH007,LCD002,1,30251005,9005831320,
117,AI010,500039,41590410,377131136B,MNG244,1900-01-01,LSH002,LCD002,1,31137002,1208231123,
118,AI010,401975,41590520,377130271C,MNG244,2006-04-01,LSH007,LCD999,1, ,9020219002,
119,AI010,401851,41590520,377130281A,MNG244,2006-04-01,LSH007,LCD999,1, ,9020219002,
120,AI010,500297,41590520,377130178B,MNG244,1900-01-01,LSH000,LCD002,1,30178012,2802031001,
121,AI010,401075,41590586,377130714C,MNG244,2006-04-01,LSH022,LCD999,1, ,2805619001,
122,AI010,500007,41590410,376161550D,MNG244,1900-01-01,LSH007,LCD002,1,31151007,9005831131,
123,AI010,2.12E+11,41590259,376161942D,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
124,AI010,5.11E+11,41590600,377130739A,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739033,
125,AI010,5.11E+11,41590600,377130739A,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739031,
126,AI010,500789,41590570,377130622A,MNG244,2004-01-01,LSH002,LCD002,1,30632004,1331531008,
127,AI010,200176,41590400,376161568B,MNG244,1900-01-01,LSH999,LCD002,1, ,2005712028,
128,AI010,500573,41590570,377130191B,MNG244,1900-01-01,LSH007,LCD002,1,30192002,9012031002,
129,AI010,200083,41590259,376161432B,MNG244,1900-01-01,LSH002,LCD002,1, ,2700112008,
130,AI010,200011,41590360,376160848D,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812070,
131,AI010,401162,41590585,377130706B,MNG244,2006-04-01,LSH022,LCD999,1, ,2807819001,
132,AI010,401586,41590585,377130255B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705619001,
133,AI010,100025,41590253,376160985B,MNG244,1900-01-01,LSH007,LCD002,1, ,9003411001,
134,AI010,500394,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179064,2801031005,
135,AI010,100668,41590570,376160588C,MNG244,1900-01-01,LSH000,LCD002,1,일반형,9002821002,
136,AI010,200184,41590400,376161576A,MNG244,1900-01-01,LSH002,LCD002,1, ,2005712019,
137,AI010,300024,41590310,376122493D,MNG244,1900-01-01,LSH002,LCD002,1, ,1331313006,
138,AI010,500385,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179055,2701031006,
139,AI010,100376,41590253,376160523C,MNG244,1900-01-01,LSH007,LCD002,1, ,9006321001,
140,AI010,820019,41590256,376161734B,MNG244,1900-01-01,LSH007,LCD002,1, ,1107733079,
141,AI010,300168,41590350,376151052C,MNG244,1900-01-01,LSH017,LCD002,1, ,1330513010,
142,AI010,300169,41590350,376151052C,MNG244,1900-01-01,LSH007,LCD002,1, ,1330513008,
143,AI010,401447,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2702419001,
144,AI010,426048,41590253,376160552C,MNG244,2008-07-24,LSH999,LCD002,1, ,1019042013,
145,AI010,426049,41590253,376160562A,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042048,
146,AI010,401503,41590587,377130291B,MNG244,2006-04-01,LSH022,LCD999,1, ,2801419001,
147,AI010,401976,41590587,377130282A,MNG244,2006-04-01,LSH999,LCD999,1, ,2708219001,
148,AI010,5.11E+11,41590600,377130738B,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738037,
149,AI010,300070,41590320,376160325B,MNG244,1900-01-01,LSH007,LCD002,1, ,2800613006,
150,AI010,300071,41590320,376160325D,MNG244,1900-01-01,LSH007,LCD002,1, ,2800613006,
151,AI010,300101,41590320,376160325C,MNG244,1900-01-01,LSH007,LCD002,1, ,2006913002,
152,AI010,300102,41590320,376160323D,MNG244,1900-01-01,LSH017,LCD002,1, ,2006913014,
153,AI010,200206,41590400,376162015A,MNG244,1900-01-01,LSH002,LCD002,1, ,2005712004,
154,AI010,100496,41590253,376160597A,MNG244,1900-01-01,LSH000,LCD002,1,신형,9002421002,
155,AI010,500693,41590520,377130271B,MNG244,1900-01-01,LSH002,LCD002,1,30271003,1208431067,
156,AI010,500669,41590550,377130253A,MNG244,1900-01-01,LSH007,LCD002,1,30253003,9005831303,
157,AI010,100747,41590560,376160559B,MNG244,1900-01-01,LSH007,LCD002,1, ,3220621019,
158,AI010,401581,41590585,377130255A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
159,AI010,401580,41590585,377130255A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
160,AI010,401579,41590585,377130255A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
161,AI010,401576,41590585,377130254B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
162,AI010,401577,41590585,377130254B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
163,AI010,401578,41590585,377130254B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
164,AI010,401176,41590586,377130706A,MNG244,2006-04-01,LSH022,LCD999,1, ,2807719001,
165,AI010,401332,41590587,377130282A,MNG244,2006-04-01,LSH999,LCD999,1, ,2708219001,
166,AI010,2.12E+11,41590262,376160274C,MNG244,2013-11-01,LSH002,LCD004,1,남양도시계획도로(소로2-9호선)개설공사 GIS DB구축 사업,21160274002,
167,AI010,426038,41590253,376160562D,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042029,
168,AI010,500656,41590550,377130160B,MNG244,1900-01-01,LSH002,LCD002,1,30251009,3110431003,
169,AI010,500797,41590520,377130100D,MNG244,1900-01-01,LSH007,LCD002,1,30701001,9015731007,
170,AI010,500818,41590253,376160470B,MNG244,1900-01-01,LSH007,LCD002,1, ,1004311086,
171,AI010,100729,41590560,376160560A,MNG244,1900-01-01,LSH007,LCD002,1, ,3330221010,
172,AI010,500711,41590570,377130605B,MNG244,1900-01-01,LSH002,LCD002,1,30606004,2600731014,
173,AI010,500008,41590410,376161550D,MNG244,1900-01-01,LSH007,LCD002,1,31151008,9005831131,
174,AI010,500651,41590550,377130234C,MNG244,1900-01-01,LSH999,LCD002,1,30244006,1331531054,
175,AI010,500423,41590570,377130171D,MNG244,1900-01-01,LSH002,LCD002,1,30182015,2400631002,
176,AI010,500101,41590410,377130684B,MNG244,1900-01-01,LSH007,LCD002,1,30685003,3220331107,
177,AI010,401836,41590587,377130701B,MNG244,2006-04-01,LSH022,LCD999,1, ,9010919001,
178,AI010,100605,41590410,376161068A,MNG244,1900-01-01,LSH002,LCD002,1, ,9006411003,
179,AI010,100757,41590560,376160559C,MNG244,1900-01-01,LSH007,LCD002,1, ,3220621012,
180,AI010,500807,41590253,376160470B,MNG244,1900-01-01,LSH007,LCD002,1, ,2006431025,
181,AI010,500800,41590520,377130100D,MNG244,1900-01-01,LSH007,LCD002,1,30701004,9015631004,
182,AI010,100291,41590253,376160561A,MNG244,1900-01-01,LSH000,LCD002,1,일반형,2006421022,
183,AI010,500100,41590410,377130684B,MNG244,1900-01-01,LSH007,LCD002,1,30685004,3220331104,
184,AI010,401386,41590587,377130262C,MNG244,2006-04-01,LSH022,LCD999,1, ,2701419001,
185,AI010,100679,41590570,376160598A,MNG244,1900-01-01,LSH002,LCD002,1, ,9001521004,
186,AI010,100693,41590560,376160547C,MNG244,1900-01-01,LSH007,LCD002,1, ,9010921013,
187,AI010,401175,41590586,377130706A,MNG244,2006-04-01,LSH022,LCD999,1, ,2808319001,
188,AI010,401965,41590587,377130701B,MNG244,2006-04-01,LSH022,LCD999,1, ,2200819010,
189,AI010,500034,41590410,376161540D,MNG244,1900-01-01,LSH007,LCD002,1,31141002,9005831127,
190,AI010,100210,41590410,376161076A,MNG244,1900-01-01,LSH010,LCD002,1, ,1331011022,
191,AI010,500459,41590570,377130185A,MNG244,1900-01-01,LSH002,LCD002,1,30185004,2501031004,
192,AI010,100087,41590253,376160939A,MNG244,1900-01-01,LSH007,LCD002,1, ,9004211003,
193,AI010,99920150050,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
194,AI010,99920150051,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
195,AI010,99920150052,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
196,AI010,99920150053,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
197,AI010,99920150054,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
198,AI010,99920150055,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
199,AI010,401819,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2703319001,
200,AI010,401086,41590586,377130714A,MNG244,2006-04-01,LSH022,LCD999,1, ,2805819001,
201,AI010,500089,41590410,377130692B,MNG244,1900-01-01,LSH007,LCD002,1,30693003,3220231107,
202,AI010,401426,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2702719001,
203,AI010,401427,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2702719001,
204,AI010,426046,41590253,376160562A,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042048,
205,AI010,426017,41590253,376160561C,MNG244,2008-07-24,LSH999,LCD002,1, ,1012642001,
206,AI010,401473,41590587,377130262C,MNG244,2006-04-01,LSH022,LCD999,1, ,2600119001,
207,AI010,500299,41590520,377130178A,MNG244,1900-01-01,LSH000,LCD002,1,30178014,2701731001,
208,AI010,200296,41590259,376161442A,MNG244,1900-01-01,LSH002,LCD002,1, ,2600112017,
209,AI010,500717,41590530,377130198D,MNG244,1900-01-01,LSH007,LCD002,1,30608002,2400431008,
210,AI010,500611,41590530,377130198A,MNG244,2004-01-01,LSH007,LCD002,1,30198033,2600431004,
211,AI010,401801,41590585,377130274C,MNG244,2006-04-01,LSH010,LCD999,1, ,2702219001,
212,AI010,300001,41590310,376122492A,MNG244,1900-01-01,LSH017,LCD002,1, ,1208413001,
213,AI010,300002,41590310,376122492B,MNG244,1900-01-01,LSH007,LCD002,1, ,1208413002,
214,AI010,300003,41590310,376122492A,MNG244,1900-01-01,LSH002,LCD002,1, ,1208413001,
215,AI010,500727,41590530,377130198C,MNG244,1900-01-01,LSH007,LCD002,1,30608012,9016531003,
216,AI010,401346,41590585,377130283B,MNG244,2006-04-01,LSH022,LCD999,1, ,2803619001,
217,AI010,100327,41590253,376160551C,MNG244,1900-01-01,LSH000,LCD002,1, ,2800321003,
218,AI010,500558,41590520,377130179A,MNG244,1900-01-01,LSH000,LCD002,1,30189038,2703531002,
219,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739016,
220,AI010,500104,41590410,377130672C,MNG244,1900-01-01,LSH007,LCD002,1,30682003,9000331107,
221,AI010,500752,41590530,377130199C,MNG244,1900-01-01,LSH007,LCD002,1,30609022,9014331001,
222,AI010,200183,41590400,376161566D,MNG244,1900-01-01,LSH007,LCD002,1, ,2005712020,
223,AI010,500231,41590520,377130148B,MNG244,1900-01-01,LSH007,LCD002,1,30159002,9008231001,
224,AI010,401120,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119003,
225,AI010,401110,41590586,377130707C,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119003,
226,AI010,401109,41590586,377130707C,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119003,
227,AI010,401108,41590586,377130707C,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119003,
228,AI010,300104,41590320,376160325C,MNG244,1900-01-01,LSH002,LCD002,1, ,2006913003,
229,AI010,500135,41590520,377130136D,MNG244,1900-01-01,LSH002,LCD002,1,30147001,3220131003,
230,AI010,100411,41590253,376160556C,MNG244,1900-01-01,LSH002,LCD002,1, ,1208421029,
231,AI010,5.11E+11,41590600,377130738B,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738037,
232,AI010,100361,41590253,376160522C,MNG244,1900-01-01,LSH002,LCD002,1, ,9007321003,
233,AI010,500788,41590410,377130621D,MNG244,1900-01-01,LSH007,LCD002,1,30632001,9012831004,
234,AI010,500116,41590410,377130672A,MNG244,1900-01-01,LSH007,LCD002,1,30672002,1331031137,
235,AI010,200229,41590400,376161929A,MNG244,1900-01-01,LSH002,LCD002,1, ,1104312010,
236,AI010,300114,41590340,376150577B,MNG244,1900-01-01,LSH002,LCD002,1, ,2800313006,
237,AI010,300115,41590340,376150577B,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313007,
238,AI010,100838,41590560,376160547B,MNG244,1900-01-01,LSH002,LCD002,1, ,9011221003,
239,AI010,100727,41590560,376160560A,MNG244,1900-01-01,LSH007,LCD002,1, ,3330221009,
240,AI010,500266,41590520,377130160C,MNG244,1999-01-01,LSH007,LCD002,1,30170007,9007431305,
241,AI010,500282,41590520,377130177B,MNG244,1900-01-01,LSH002,LCD002,1,30177002,9013131004,
242,AI010,401442,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2500919001,
243,AI010,200249,41590400,376162035A,MNG244,1900-01-01,LSH007,LCD002,1, ,3110212019,
244,AI010,500165,41590520,377130129C,MNG244,1900-01-01,LSH007,LCD002,1,30139008,3220131010,
245,AI010,100844,41590560,376160537D,MNG244,1900-01-01,LSH007,LCD002,1, ,9011021002,
246,AI010,100289,41590253,376160561C,MNG244,1900-01-01,LSH000,LCD002,1,일반형,2006421020,
247,AI010,402014,41590540,377130271A,MNG244,2006-06-20,LSH999,LCD002,1, ,2900844324,
248,AI010,100706,41590560,376160548C,MNG244,1900-01-01,LSH000,LCD002,1, ,9010921006,
249,AI010,100638,41590410,376161077B,MNG244,1996-01-01,LSH007,LCD002,1, ,1331511013,
250,AI010,200145,41590259,376161442C,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812002,
251,AI010,401675,41590585,377130256C,MNG244,2006-04-01,LSH021,LCD003,1, ,2807419002,
252,AI010,500161,41590520,377130138B,MNG244,1900-01-01,LSH007,LCD002,1,30139004,3220131005,
253,AI010,200008,41590360,376160828C,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812086,
254,AI010,500728,41590530,377130198C,MNG244,1900-01-01,LSH002,LCD002,1,30608013,9016431002,
255,AI010,500399,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179069,2701031007,
256,AI010,100631,41590570,376160599C,MNG244,1900-01-01,LSH007,LCD002,1, ,9009211002,
257,AI010,100259,41590253,376160521B,MNG244,1900-01-01,LSH000,LCD002,1, ,9006721004,
258,AI010,100403,41590253,376160552A,MNG244,1900-01-01,LSH000,LCD002,1, ,9003421002,
259,AI010,5.11E+11,41590600,377130738D,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738007,
260,AI010,5.11E+11,41590600,377130739A,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739011,
261,AI010,100696,41590560,376160546D,MNG244,1900-01-01,LSH007,LCD002,1, ,9008021003,
262,AI010,500450,41590570,377130172D,MNG244,1900-01-01,LSH002,LCD002,1,30183019,2400731003,
